date,ak,al,ar,as,az,ca,co,ct,dc,de,fl,ga,gu,hi,ia,id,il,in,ks,ky,la,ma,md,me,mi,mn,mo,mp,ms,mt,nc,nd,ne,nh,nj,nm,nv,ny,oh,ok,or,pa,pr,ri,sc,sd,tn,tx,ut,va,vi,vt,wa,wi,wv,wy
2022-05-30,4343.012330531393,18978.67877421573,7878.971108388257,172.392237474878,74938.67555625035,436082.5305881844,33886.550016432586,38668.630383837946,11786.484033254643,10093.724102735852,104510.19931079041,36373.89854544219,1112.71776030994,12859.742018614237,18227.530789710265,14631.277492290164,0.0,99176.73199527872,15498.889292868942,25355.270403361625,23795.233646912264,79146.21998584477,76200.56503052662,15356.043843399551,62740.84501067778,53386.477314721196,31424.471204398164,235.84875531284555,9971.538832323697,5879.7429067261555,74426.79953945626,2222.8953554891054,4674.840724625794,11066.947753864382,73534.44013467556,19452.308348031384,16200.20160760756,149288.6424767602,86186.35002679688,16418.76002573905,32777.95933616386,79946.26452546245,20914.635073017063,11381.524621412766,27782.176137074566,6730.050893392464,31672.496213325554,187848.12636627862,4677.159918471902,79998.74568532247,318.73093865881924,6765.463180904862,57248.490588403365,47769.801533301084,8623.896113172112,1803.1712595162373
2022-05-31,4225.2448060914585,17995.10858789054,5965.465531154942,133.9345976900957,74509.61716238914,432847.8918454456,25802.597435706928,37069.75427470344,11430.393957405922,9558.057130327874,79297.5823772863,26517.86827565512,1052.4058427335383,11506.379127197255,16054.660073124807,12026.937498845527,0.0,96731.81166745999,13719.778549638686,24620.45325772795,20332.01337844749,77032.19604349426,73496.7612898522,14186.56348310641,56441.891910892715,47661.735791903484,27712.86324129805,198.52219485417407,9056.053789979203,4721.709825390098,71032.39868494208,2048.385744449806,134.33521327017345,8124.635870862096,69667.78037959202,18457.411828517696,14718.786825646002,146466.4031961106,83585.47911813176,14810.451717533588,28609.418106831738,63941.56463310884,19500.252092905164,11232.595439519368,21216.467084961976,7053.420492132624,27482.730870561354,179188.48147231428,6103.5751364226635,78770.7268279906,273.7183517813309,6421.246014174664,50175.63865085177,42158.85316106071,7814.397888416746,1431.732305731443
2022-06-01,4049.47283193007,18710.444392863985,6532.98019205045,265.9584633449819,72952.56367104764,400974.60616044287,25856.873385000334,36660.663442352656,10027.282271945855,4790.131519352226,59111.38047256334,27166.166579552722,1317.2004400794006,14933.55563887683,16091.377778986423,9465.925774676294,0.0,93174.76828924524,13693.423753361847,22685.553233758077,17927.944254632283,67154.70053859676,67919.40158650448,16435.198758228566,64471.10205134513,55863.021578406384,23895.776489617914,202.7014427711878,11202.693466321616,4728.6754740640135,63033.91590463182,2772.8746876966984,82.47076980003955,10190.12556058177,60712.88618383271,18321.582838635375,15881.193390813869,132331.79492489583,74911.12861723994,14866.487059167115,28835.48230083832,108652.50073246237,22603.395780131774,11204.623315709086,25055.718574892027,6466.6816613559095,27461.314577424935,161007.07567476624,18721.449045237016,78784.52708543465,302.5564768444725,6285.053345514958,50476.7440876549,47514.50384867292,9234.584623016894,1434.2075450171528
2022-06-02,4103.374163437145,18449.844118490488,11629.945744187973,255.23231326452955,73725.19220151396,395674.6008997501,48943.52483521942,34577.25483413911,10428.363750692633,5159.748428688566,59008.85508861954,54149.5980582864,1167.4908441428909,14101.470421015872,19251.808721674548,9299.170104589122,0.0,93320.82117355394,16589.96003413192,22212.061566862456,17719.980151123036,67149.08621236889,67353.13036848251,16503.8881642693,66683.60879067302,55162.71375852413,24009.38584150518,205.0596759308866,11454.837251146178,4544.177389951555,63035.47535915162,2816.9370518897827,96.41155221910182,10438.924701103371,60177.549223282185,18857.920489443626,15878.680552789227,129698.74328606758,73253.28127647449,19279.80277276857,38682.19412342557,110507.6727973483,22741.1657234358,10335.822766426094,25145.42389365637,6513.365797220644,34164.87477143119,159665.89862835442,19863.92774203718,73735.0465610606,311.97334567987434,6233.259013342158,71283.3183106235,47906.60183058168,9189.806001180357,2455.8574853497594
2022-06-03,4162.541556891491,17990.407932770668,12248.03409380016,294.91025952365527,73102.13642160529,396497.7558692406,49224.03591712359,34396.07431192971,9974.91452572984,4982.980546024531,58312.25728565973,55119.31032999705,1277.9676975407542,14409.104442827758,19582.902467223892,8750.945074183299,0.0,92565.51679406477,16663.03262745637,22179.083596368233,17677.841693951665,66571.16814855853,67367.6093888528,16351.130184530703,65519.70027754094,55367.60488367073,23498.7910319742,206.8065730862737,11032.803045563727,4722.587021752203,62353.601201426136,2825.631805708297,100.49020315953419,10720.176101678335,61554.21920529277,18259.76016924162,15698.479431600885,126106.78859245521,73461.52257436694,19182.832702892312,38493.440366912924,108874.7151558768,21182.68324708871,10306.314216271237,25117.200053663033,6518.430357945783,34239.48955293166,160061.9054996886,18822.620321578135,73609.48996661422,312.19996261931425,6226.367130605694,71168.08217144586,47958.99943642927,9119.820390954197,2478.904981210094
2022-06-04,4156.833472776639,17961.214625015124,12274.895824178571,293.66331128937253,72311.60124739552,395763.83686208515,49378.54567308112,34440.89087108576,10044.704841688681,4786.852256132237,58033.71349923617,55197.55833399028,1159.4336697501424,14406.49282490423,19772.75739903714,8313.917039964053,0.0,92323.08742613706,16877.619976081354,22058.045692444834,17551.018367864166,66736.91217818744,67128.17233237489,16299.791436752941,65265.37525515838,55691.95483574356,23667.357113335787,207.17431473820812,11370.786731955184,4554.70928062001,62054.06174762009,2800.712623875452,106.19118283396762,11523.674618020554,60824.75585410254,18329.614918963543,15789.319640099167,126744.04710949045,73803.91680919229,19254.11554564879,38581.3270337518,108661.88033105276,21526.462098533426,10198.513754003598,25118.417070938205,6464.183688482088,35044.56869685808,160292.1741460385,18308.29320540511,73629.61925931537,293.13949251541675,6169.537792444373,71297.48320221363,48460.65298020123,9091.651643452733,2516.378079609404
2022-06-05,3985.4303387502746,17960.4293349737,12044.68028016891,284.4483656513526,71272.2497554866,395067.49928071717,49201.06978415633,34174.058653264125,9689.37970632398,4551.0274684838205,58032.85413323608,54633.58667850455,1143.0486630078278,14273.696291238783,19682.70065894145,8134.335023029188,0.0,92021.01648206894,16941.294790402615,21904.993328369663,17443.9090677523,66614.23913612906,66944.63411061866,16141.582118881553,64915.37103018023,55517.66273524702,23695.88749881874,203.22958871948646,10988.26186949273,4528.2282398804555,62200.063916298976,2743.7667302670734,100.01612128017325,11818.953172738708,60474.19153169103,18303.045889608486,15679.80364136276,128544.30856366771,73970.64274518612,19144.50885076605,38493.64151032251,108469.23040103128,21570.491702344054,9943.124146968692,25092.544968294376,6238.919687867828,35453.78210717013,160394.8559169058,17642.793703214644,73431.08587128582,285.7325689670774,6028.114151931358,71075.2841951917,48348.79799040691,8990.8804118883,2409.1075105896234
2022-06-06,4192.655724791836,18793.651649744454,12233.62017499295,284.42161435024383,71286.26277992806,394968.9781431212,49409.87285037699,34342.40475753998,10308.047187747232,4587.271381671114,58949.99458978426,54768.09794199777,1222.7557013046094,14677.486869512166,19882.282722241576,8544.41512105224,0.0,92417.78126128223,17074.076530216225,22196.232561499466,17668.113535618802,66875.81214307083,67417.55938271992,16542.742266100217,65618.6495985978,56102.352188911966,24064.599800281347,219.09737810347772,11243.470288967537,4467.740761777969,63088.9391336342,2791.810524094991,86.53702798637744,12266.044475038128,60534.48974488343,18702.420887499185,15966.147131772153,132760.04997288264,74242.16950392978,19429.805933305277,38853.090305579615,109347.25611869677,22879.46054059089,10050.467070343382,25201.6034001103,6341.299922406789,36137.52261530797,160951.0883709793,17888.70033361,73552.59987459886,290.24238264424184,6131.938856003996,71300.94344882856,48837.46748745848,9342.511801302287,2530.534990115463
2022-06-07,4144.629593955204,19042.93551204603,12061.028448495112,269.8102765061348,71476.47880485114,391107.41720041743,49428.141469824215,34104.014805190236,9923.251951278746,4639.296562446454,58621.82930126363,54410.36873274142,1220.2680927206452,14800.618143404234,19840.70846693148,9072.35496542658,0.0,92154.40314370151,16915.16700815389,21741.896135449413,17648.99102030469,66605.92409666989,67218.63008600727,16657.012033586572,66397.04192076786,55527.96440113565,23717.42597974688,198.52219485417407,10875.075699492007,4682.040139222452,62492.101014124884,2786.084119278464,88.30426606570843,11875.199438199452,60184.86295906742,18643.982760015664,15890.546442640947,133559.07133000286,74131.38704842664,19346.841938936563,38360.95941144332,107876.35451555757,23767.23071018567,9883.314158064906,25060.398753805093,6479.152576046979,35650.58672276855,160004.57739506132,17910.970488192386,73362.66185040436,291.31453153870217,6105.479484419505,71041.09150160357,47672.65826591508,9423.99787303753,2513.3510736976914
2022-06-08,4049.47283193007,18710.444392863985,11885.497362003476,265.9584633449819,72952.56367104764,400974.60616044287,49292.54132224874,34005.91890558632,10027.282271945855,4790.131519352226,59111.38047256334,54642.99771045552,1317.2004400794006,14933.55563887683,19739.800008409376,9465.925774676294,0.0,93174.76828924524,16816.800684305887,22685.553233758077,17927.944254632283,67154.70053859676,67919.40158650448,16435.198758228566,64471.10205134513,55863.021578406384,23895.776489617914,202.7014427711878,11202.693466321616,4728.6754740640135,63033.91590463182,2772.8746876966984,82.47076980003955,10190.12556058177,60712.88618383271,18321.582838635375,15881.193390813869,132331.79492489583,74911.12861723994,19422.01315770527,39061.85214778897,108652.50073246237,22603.395780131774,9998.931010864695,25055.718574892027,6466.6816613559095,35461.21969085655,161007.07567476624,18721.449045237016,73257.64158236951,302.5564768444725,6285.053345514958,71374.47190991775,47514.50384867292,9234.584623016894,2535.452469026553
2022-06-09,4103.374163437145,18449.844118490488,11629.945744187973,255.23231326452955,73725.19220151396,395674.6008997501,48943.52483521942,34577.25483413911,10428.363750692633,5159.748428688566,59008.85508861954,54149.5980582864,1167.4908441428909,14101.470421015872,19251.808721674548,9299.170104589122,0.0,93320.82117355394,16589.96003413192,22212.061566862456,17719.980151123036,67149.08621236889,67353.13036848251,16503.8881642693,66683.60879067302,55162.71375852413,24009.38584150518,205.0596759308866,11454.837251146178,4544.177389951555,63035.47535915162,2816.9370518897827,96.41155221910182,10438.924701103371,60177.549223282185,18857.920489443626,15878.680552789227,129698.74328606758,73253.28127647449,19279.80277276857,38682.19412342557,110507.6727973483,22741.1657234358,10335.822766426094,25145.42389365637,6513.365797220644,34164.87477143119,159665.89862835442,19863.92774203718,73735.0465610606,311.97334567987434,6233.259013342158,71283.3183106235,47906.60183058168,9189.806001180357,2455.8574853497594
2022-06-10,4162.541556891491,17990.407932770668,12248.03409380016,294.91025952365527,73102.13642160529,396497.7558692406,49224.03591712359,34396.07431192971,9974.91452572984,4982.980546024531,58312.25728565973,55119.31032999705,1277.9676975407542,14409.104442827758,19582.902467223892,8750.945074183299,0.0,92565.51679406477,16663.03262745637,22179.083596368233,17677.841693951665,66571.16814855853,67367.6093888528,16351.130184530703,65519.70027754094,55367.60488367073,23498.7910319742,206.8065730862737,11032.803045563727,4722.587021752203,62353.601201426136,2825.631805708297,100.49020315953419,10720.176101678335,61554.21920529277,18259.76016924162,15698.479431600885,126106.78859245521,73461.52257436694,19182.832702892312,38493.440366912924,108874.7151558768,21182.68324708871,10306.314216271237,25117.200053663033,6518.430357945783,34239.48955293166,160061.9054996886,18822.620321578135,73609.48996661422,312.19996261931425,6226.367130605694,71168.08217144586,47958.99943642927,9119.820390954197,2478.904981210094
2022-06-11,4156.833472776639,17961.214625015124,12274.895824178571,293.66331128937253,72311.60124739552,395763.83686208515,49378.54567308112,34440.89087108576,10044.704841688681,4786.852256132237,58033.71349923617,55197.55833399028,1159.4336697501424,14406.49282490423,19772.75739903714,8313.917039964053,0.0,92323.08742613706,16877.619976081354,22058.045692444834,17551.018367864166,66736.91217818744,67128.17233237489,16299.791436752941,65265.37525515838,55691.95483574356,23667.357113335787,207.17431473820812,11370.786731955184,4554.70928062001,62054.06174762009,2800.712623875452,106.19118283396762,11523.674618020554,60824.75585410254,18329.614918963543,15789.319640099167,126744.04710949045,73803.91680919229,19254.11554564879,38581.3270337518,108661.88033105276,21526.462098533426,10198.513754003598,25118.417070938205,6464.183688482088,35044.56869685808,160292.1741460385,18308.29320540511,73629.61925931537,293.13949251541675,6169.537792444373,71297.48320221363,48460.65298020123,9091.651643452733,2516.378079609404
2022-06-12,3985.4303387502746,17960.4293349737,12044.68028016891,284.4483656513526,71272.2497554866,395067.49928071717,49201.06978415633,34174.058653264125,9689.37970632398,4551.0274684838205,58032.85413323608,54633.58667850455,1143.0486630078278,14273.696291238783,19682.70065894145,8134.335023029188,0.0,92021.01648206894,16941.294790402615,21904.993328369663,17443.9090677523,66614.23913612906,66944.63411061866,16141.582118881553,64915.37103018023,55517.66273524702,23695.88749881874,203.22958871948646,10988.26186949273,4528.2282398804555,62200.063916298976,2743.7667302670734,100.01612128017325,11818.953172738708,60474.19153169103,18303.045889608486,15679.80364136276,128544.30856366771,73970.64274518612,19144.50885076605,38493.64151032251,108469.23040103128,21570.491702344054,9943.124146968692,25092.544968294376,6238.919687867828,35453.78210717013,160394.8559169058,17642.793703214644,73431.08587128582,285.7325689670774,6028.114151931358,71075.2841951917,48348.79799040691,8990.8804118883,2409.1075105896234
2022-06-13,166.1567914274421,2443.597633593844,1893.685053668385,32.446864520715295,6804.568358641375,44768.23936601905,6396.07964464703,2854.2723618147315,0.0,1046.6550414383364,17057.057157679126,6051.1601029174435,210.93902775570797,3116.278516274562,2639.2602294819635,1449.7508313646304,0.0,3919.0067504075146,0.0,2649.3793069809917,2714.3677992462417,8415.080651758328,8052.0033211978325,1799.2819581695912,7308.471716316428,8018.801728901723,4896.466359833642,22.639049486357777,1598.999545495114,757.7729822994268,8765.675661050707,511.577093499601,3135.586354485123,1404.3910619845992,7313.592982541083,2789.270631278532,2500.9527827412594,17323.915318592208,0.0,2398.334750388857,3906.3928376591575,14252.66659989852,3271.2781801169904,1080.993424525879,3546.7553408379777,937.0310568115176,4560.911111300394,24939.988297187254,2917.9212185542574,8374.16483099427,29.358170014794972,880.677988880868,10751.920260337993,4479.83089847118,1206.3747261064977,330.1581179395927
2022-06-14,536.8109393714873,2619.7889632277474,2190.210941080998,22.738378876178857,6692.79011392755,43887.47778907761,7424.6263605256945,2678.0311996051455,0.0,721.2555656280165,9985.839629607139,7182.076594845225,190.11943450177145,2746.9961260905584,2563.594799837488,1283.8057225208618,0.0,3971.6067241874302,0.0,2682.5565227562456,2706.5764251622268,7785.561134400836,7826.735950072605,1666.773736067058,7396.325112764338,6320.4880810508375,4827.820024374333,20.513042339198442,1570.1809397162738,794.1202743671051,8574.09267767197,394.58948448186106,6.575849600637862,943.5664894329846,7047.31718524251,2856.4801998246003,2399.891070093143,19038.751359723497,0.0,1765.9662324142657,4483.96765347397,13023.090360848017,2471.453496949321,1052.3918748928302,3408.8449067414567,817.0724209569429,4347.787985232421,22147.70948244651,2921.5538221187735,8319.036182446853,31.002792891879405,852.5554894426473,10376.297107269345,5680.602629675765,852.5888796883858,309.610489594348
2022-06-15,588.9042668221445,2103.636446138119,1614.3842666445146,19.133702398919564,6776.516280175018,43831.15430646988,7700.40523633808,2472.1325666988128,0.0,734.4000007707972,16305.578645547132,7034.547110109612,271.7171535885796,2699.341910503389,2452.3920661357547,1300.5546283476706,0.0,38092.62744617321,0.0,2762.096320547799,2715.5686304599994,7691.047849242127,7536.417321472287,1436.3602346951802,7199.769289699601,5333.300486770617,4759.096757489657,42.87374485835823,1590.901444963095,799.9754820970817,8490.360630302239,322.0378085454239,1859.7283925299994,801.1255732287423,7087.260949748415,2320.1948825356817,2304.2940420423015,19206.14999330542,7069.768327470527,2434.3307226197417,4449.079144667597,12904.69230832583,3192.7245877351274,1027.086935295092,2980.756936144218,792.9467261696238,4271.524699663732,22107.445949093682,3051.280263551422,8166.1861660969025,29.008291193387247,865.5486193990857,10347.39430595199,5507.367436407991,1127.323255671779,312.91470510053637
