,ak,al,ar,as,az,ca,co,ct,dc,de,fl,ga,gu,hi,ia,id,il,in,ks,ky,la,ma,md,me,mi,mn,mo,mp,ms,mt,nc,nd,ne,nh,nj,nm,nv,ny,oh,ok,or,pa,pr,ri,sc,sd,tn,tx,ut,va,vi,vt,wa,wi,wv,wy
2022-05-18,7805.3635782815145,34436.145245105334,12193.978761735547,592.2055284569869,53145.591594605125,285597.0498076144,48876.39267548357,43074.203157312906,6851.776474171071,9985.130522370571,130520.22056143195,56888.0265409594,4383.752981745554,13928.848617919484,21969.246355912146,22155.948419487075,0.0,34119.187780007764,22477.543903881266,27221.934609368203,25078.860106720855,83602.74352364193,77202.79947108818,20825.452888725853,117935.44003302138,56176.164347975646,38387.62562812405,420.8327589094356,12088.753175696245,7641.166469007821,72627.01575379823,2984.245961466133,2216.0905845790157,11953.592359547856,84315.36687570473,24890.39069479388,4422.1803868105635,198389.22731377167,151709.24052128667,22887.624831983296,43143.61765930231,79435.11207691074,18221.591405538595,11220.70887149322,30437.666023899073,6828.840641440683,38972.68403067109,189108.60650939835,24438.825116066328,80465.32989867002,391.61552143696895,8695.877525096286,78341.47936571896,37746.66057269027,9758.287801901577,2736.527816499803
2022-05-19,5740.278312917083,28195.302250282326,16199.738321499553,530.8859810323356,77040.0599605586,365179.6085344204,49275.195209948426,39538.869913919116,9736.165921605178,129690.9664227892,181807.6932080668,85771.27032920066,2619.3309018789128,22655.435081997624,22643.701105407767,14213.119709689567,0.0,34236.787881686665,21735.832951861314,26940.841713996582,22201.576522862968,84040.17023272207,75046.21210557304,22042.668392729647,78443.36936824385,52827.049911554,35755.04262157601,177.39544346948497,12555.344286837619,6266.346623691283,63350.52704303927,3051.1333342836024,7024.958289416922,19230.242526397713,85696.42931830545,22954.461921320057,23760.70287444826,188355.26463136767,153735.53766536072,20699.954253242024,87405.37373280874,28308.58674057084,-49703.79030626753,12062.557113984978,44878.82966064708,7346.657761487753,38725.05302133329,182530.7875191518,24640.521664315467,79378.67101193531,484.0992922970453,8822.019308561185,85426.43111462658,41070.34438320374,35804.40158606773,2807.0719108789503
2022-05-20,5178.189256182137,-179578.51896545314,22349.246088118103,-73110.2322703657,59379.57784093854,297926.47230714577,49328.911835830964,38231.09406971841,9508.443739321232,13178.481270286022,168302.30080025655,73704.72828133518,-3174.1745755368174,25799.191407323306,25561.894700532983,12043.662736938059,0.0,36100.83796582571,21747.67623063152,27172.901853292453,22015.708287508056,92119.73165830341,85202.03099042625,46461.64910072839,73633.97670930493,72968.39570989698,37248.286542526395,123.65887924343261,17709.49454920867,-32953.461606025085,56549.417911442,2940.7129493616835,67189.27132422762,22021.35370052422,83203.25170880006,22756.55688880298,19689.724968502476,157771.94781747228,953675.3387601003,20410.279233007834,44173.05244743004,116755.90477035208,31296.613036098075,16585.849996704244,31576.14146101033,6941.898565496112,38338.211853169654,196162.42405728894,866314.0403692187,80140.29602557822,551.2184498703673,8381.21690624118,77673.5227498506,452877.8493200522,7185.608518304234,2775.2404026656627
2022-05-21,-12384.878956893015,20800.267725398495,15257.923404609684,370.91891207068136,13524.649658621405,4105012.504475847,128476.88449355355,39024.80189384575,9408.114649943313,11290.832012905836,163281.7282115186,80165.13428022986,1531.2997125187417,18814.447331281204,23139.375007871604,258439.11328224416,0.0,35069.99655781663,40046.78275634255,24176.606756854457,23150.36098587237,256351.63496286608,78985.91725906437,25359.7858811819,60990.33473350183,53657.00262104885,36141.23079328902,146.1735579481525,17977.86369919977,4114.463833572727,78295.74286877546,3123.908816395916,2098.669667239161,-21279.90200407057,-110623.60671523935,56.555691131565254,31535.83118201248,150061.66046815005,119235.67176437408,16419.98449095736,41797.2275425478,117428.93363979374,31273.55383141802,12021.481590822277,31513.65713165582,6820.665457415061,410876.45595814753,296460.63599892845,19048.641198704394,80460.83729325584,217.1443540171149,8902.927912031939,78811.82693439661,52697.57235808729,-91543.43848199962,3272.200393146204
2022-05-22,3396.6097384143313,17988.46830622969,165652.60481871245,379.5552362129599,46557.453324114016,407889.6129857231,46508.12081575019,40758.88161792827,12889.612092950127,11443.789699587443,152645.01154204138,73952.69197312639,812.4087603455648,-10410.716287020623,22487.776530522726,25259.328838470065,0.0,31840.359553776187,20569.89735702032,42363.58200970618,62611.27699150398,97405.33820003604,79254.65917709845,19663.73635333163,75725.08485690932,57567.59384497226,-1018655.2799986601,4067.576737677183,10465.734806410677,9097.70543608766,67656.6636189768,2860.2220270419234,-4878.587494636065,9963.279532969023,94403.47543000856,19729.03373470115,18433.809992836235,147459.75677581463,-664746.0467052246,19422.80699651772,41395.66552045319,120002.95673963998,71826.72617785801,5423.512680160638,41211.32026032056,4714.299838369829,42609.582376189624,184159.6699338434,22265.470970055077,80383.5809866104,632.7912773033572,9701.809996779506,75870.2289750861,34884.83803567919,10535.310092984148,2651.837302506291
2022-05-23,3688.9352491538366,19989.884509225376,18466.179232747512,445.6012368972959,51580.03486749364,408287.6992644314,46472.99792311419,38608.00483762104,6995.286081229104,10550.606405195347,158665.85711946987,61979.75054320248,1186.007369301172,15203.618446694336,23383.225470574656,24375.391020339055,0.0,40463.362098516576,19598.80292769106,25692.458975277244,19881.66371977431,-232665.89065775392,77604.64005434792,19762.92669878222,-15617.252417754033,48544.84135548095,35429.54248617074,46.548541059901005,14404.504082174048,2155.5663035243215,68847.82710479986,3013.121258421651,108.45043350089024,18380.586643397728,81317.45309485903,20022.48991934015,18554.774261912957,134380.17592153768,81408.30993417437,19471.462884086846,42055.704739110275,115355.46076890896,40352.31315379708,11508.988064428697,-188078.506590541,6534.614016801712,48535.32841668409,184431.32004445838,20523.8578586,79535.615800342,609.9893652617269,8441.140369041972,76489.15741361855,54634.18489068465,10421.609560274126,2655.6097925415634
2022-05-24,3702.969779104429,20223.38045481441,15757.070575356789,367.3162110806927,50326.43559547371,410004.97778914444,44454.43335295882,76932.0335486168,5437.0714946259595,9846.430172567914,158888.817569048,54248.037816995056,1221.126279819136,15547.925936494503,23308.92207345681,33856.12270948055,0.0,38503.1302565738,18621.448907204613,22282.520611540498,24237.810457386815,80684.15783044085,78199.76155562203,19004.769024481968,55272.58019192336,59786.65437285796,35497.25940076761,17.001724171176768,14117.515883846134,8367.617535541027,73503.1777025959,1401.2121401278418,-176.28382582615814,21489.02261564143,79785.84057952516,20319.598851324743,18662.381006018928,135903.1657909528,85784.02333506694,20443.65835506344,42046.8728636639,115242.63908913572,42369.07511128451,5528.511276861886,49366.242908705055,4723.117635548275,44103.42933103665,198566.8248301585,20296.537936868717,79542.6773037374,588.5917153787038,9335.444630221053,76550.42117729415,54098.15028740685,9950.903252817428,4254.501377215289
2022-05-25,2968.0899242119613,32772.86392810973,16800.209753425675,394.5028432188732,50855.905661464945,413134.27515001025,45391.68122941214,38345.679066876364,6374.919954523261,10259.224958923143,211048.69757733028,61131.500675264164,2019.1554624626806,19323.623164507168,23134.296783967395,44703.44498445377,0.0,38928.013556772334,18382.832408831502,22689.054040360577,27450.669894258714,80761.04533686448,83065.1604227064,19277.19099660091,51312.02365595264,64208.15997839018,60106.38417131663,8.90852772220343,13672.562970378538,9877.758096697271,77549.44870065142,2886.8888662574373,50.56802874598483,25978.92395188456,79753.01165422157,23667.827592644942,15114.67052530023,135834.82044386322,88550.84835057941,19199.49930810426,39737.684656466765,109862.8052598245,55342.00668280598,11252.954883806544,56188.09246017058,6381.641319216666,46025.75932116315,204739.86742486633,20711.13518193926,78624.33882254624,777.6805808442891,11486.246839369687,75265.98478985264,47569.31114287756,9791.91881469022,2553.2692285137723
2022-05-26,3841.5364889592774,22156.81821131298,16003.800991674769,386.08457703446715,53012.274416076725,417088.25692348136,-242638.6164661625,38460.717733766796,-19076.12261908682,44363.02138353023,175928.86853826226,59341.93003949721,1356.423156931039,16284.451398015748,27669.2759215588,39129.29679870006,0.0,39843.7748720891,19084.7312576988,11613.327827759495,34340.48545263145,84591.71152431803,79982.83033685642,20449.764305650468,56801.369292190626,62380.88817229851,38217.83260605622,-1192.044399620026,14334.773339040383,8738.339368837103,90520.92395315936,3953.230440300111,78.77486723822861,24038.85159663886,76596.12975326885,20966.374585954032,19216.59202314858,-9789.440056708176,89524.64363821586,19656.168221491334,43203.30331234637,124160.98482546944,69956.0749362699,11510.94845059327,85749.98706324521,17804.390496646003,51236.60595914452,198174.62725978647,20939.983343544278,79729.55725954025,882.6994968098479,9653.728106741186,84014.26083308278,58825.401244343375,49583.27711354094,2806.3052896610534
2022-05-27,-7498.995254018082,21622.395295914223,16481.551335864944,-335.8598218366551,56382.35234815178,414932.67350388836,52533.8285797706,45302.301703253936,10304.753988750324,6500.893518933828,172265.84869453876,69000.94017787685,-16224.720730861605,17894.172601437152,24305.023444378596,46075.739935471516,0.0,42526.79406102584,19425.437191357014,21616.871032457115,30389.91079849111,82915.30192374274,84868.81839567126,-4015.0080632338213,839971.9810844334,62518.17404117345,39569.024322451056,157.5166547801714,13900.739665045228,8765.761147282738,78560.59640203233,3913.54987587497,190949926.64824578,13896.397689156807,67575.56142920512,20999.80486294604,19161.26880281634,153490.64176273675,91841.30129657839,24844.298212385213,42803.10588306956,121257.37420833064,28248.4423782703,11457.184022713911,34054.581048768254,5463.1385325112715,46688.61202204712,182281.26415081555,18745404.536850605,79648.95508923088,559.5718460712418,2786.7005244383618,75148.50596647397,56906.41148723032,13979.771439853123,2716.6313086591026
2022-05-28,4516.857182615867,21445.32107020406,-18880.12025727681,182.53978157445528,54451.71604026467,658726.9296672139,47491.70366201014,37866.58312393744,31769.92167779198,12784.013791972186,176586.52037290338,123856.5972000173,1069.6496216039002,12074.877810424354,26923.01092802253,91697.11027971258,0.0,40412.240507751914,14301.010810927488,44772.25060609331,29539.51131349695,82276.04380216464,86897.96429855724,15851.934843964751,81060.80994219726,90523.82306353044,39794.962121894416,2766.872843780672,35275.10591989459,83658.719935003,71955.40760155574,2870.6698619105355,20848.86123176091,15729.729077418411,85046.25008358774,26353.03033645393,18337.201498477414,152067.2904931507,94700.93589174723,20640.209509961936,42487.10310289139,131749.42037512537,25908.75703877692,12100.626459832027,50575.762442937936,6050.89913262874,405981.979005649,211822.17399027152,-504.09856743899377,82292.30845336954,2586.4609920509583,7759.573092237828,75693.92275762453,63070.88641182921,-25627.0123628071,3193.8506580084504
2022-05-29,4501.9452207292425,21269.132055491413,8502.818374676717,263.09692942006285,1143086.37040657,435361.83012166223,59623.28928843421,74562.44151191734,11162.608284816797,13397.82054328253,180725.7432087803,48936.139921886206,1821.8877223756717,17003.529694006196,23696.29476350843,25035.21138980373,0.0,67824399.83158037,17096.443891253497,25996.24165433829,-30076.425083593233,103212.79257395118,83606.36345275414,18938.870909338457,86262.49124986124,70001.93071584415,42377.94541538355,275.4984999612284,16952.840087992412,6116.423478566177,81722.97923938575,2910.9777190413324,21531.49803496138,18059.828976305686,85808.66618520531,21990.140490064783,22003.280698850067,152346.51325687123,92745.08397874248,21057.338982117944,46510.45716776217,125164.41923195182,23602.578329361957,11187.603348612549,53645.23833383058,12471.080963858505,40601.03017456549,209825.25660588904,441.98804148089283,98088.99784199183,449.30450980305153,7796.665867907146,107242.34394334385,62973.43844698329,10979.659754594586,1759.7352295704877
2022-05-30,4539.118880810624,28288.832129911432,10061.112369892659,279.8763869859671,77379.38029338399,434893.9252196799,76689.59552788857,41852.7470724506,11619.510016609318,14061.674961493984,329324.86685115425,63545.22705824469,1301.7436581899283,10224.637145026572,28425.55050174291,4498.429638189322,0.0,103243.58735699489,21257.058159185275,18630.579887619242,33343.47752509544,83873.85312008392,134213.9172804437,31918.13750836972,94688.52973395307,72604.20323012005,43695.03293915535,265.3254022718745,-35617.31884190776,39337.49451995133,89598.38330559112,2295.1015882104207,38178.4563435382,17303.735811175327,104683.21353676188,23031.980545254817,21126.292647695132,-597595.7111460865,98737.87900325743,26997.262085874332,54058.24440540347,311664.1081071573,22206.34012421972,11493.10057043914,47092.61884942814,6552.965559399813,43714.58934912755,244125.2260382953,-54326.32205727605,82493.09213196815,489.0248128173359,6300.772678069494,89858.43698089945,63842.19618397724,15368.14676377095,3297.61989736778
2022-05-31,3363.3557786110505,18168.2806573633,7303.295539764034,158.48783095287303,73521.26617795702,435469.6361598927,33216.80663450142,37686.91702885653,11619.159465560617,9389.819416846742,103696.85725907671,35109.54132830992,1066.6660285469875,12225.77927607967,17558.315204182014,14188.468004262291,0.0,98446.94269387436,15228.289418069831,24806.925645555722,23385.355308876424,78246.12811210763,75525.46591884502,14705.470193049146,61611.5107056165,51979.70182534932,30718.835592119045,207.24410367757093,10168.077328681287,8135.682573425909,74027.30424193636,2104.886538334283,1762.441402706192,9468.753551572976,73489.42589236273,18879.451086940575,15498.18857151083,147360.91509265365,85816.52043510096,15867.114114072967,32192.021949768132,79149.01164540355,19316.432058755785,10451.136929148364,27582.56129478856,6476.516607845442,30845.599190184403,187147.5048816498,3923.3193402187085,79345.541230425,318.38801187778785,6366.8140520816105,56487.41497402814,46265.27269864242,8113.531983966697,1417.888545380315
2022-06-01,4253.401347822948,18889.13831056396,6482.613319182634,147.27504093657242,74722.84093160821,439241.00677381526,26280.860529792466,37878.09700709115,9829.524718571884,9839.06623172143,83272.29880224241,27425.61572735964,1108.0630791354897,12141.893654494745,16541.088259734424,12969.185507588387,0.0,98269.21889512012,14030.835000619489,25321.66880524803,21121.162682495855,78012.96064602444,74809.55997043922,14825.919132902007,57448.298324723124,49414.44109414267,29027.716662503066,235.73200732268845,9831.644131880283,4378.360875857933,73362.17920730916,2147.0009844704327,-1060.6905358228569,8901.079519169853,70614.30319701917,19186.669302665578,15408.806901909456,148365.37396987187,84139.79490501543,15413.323315047353,29668.919695237397,66401.60056244032,20570.588419937176,11274.851208987986,21642.0546419461,5344.913646072273,28676.54308937468,181407.29730629345,6598.7355801269505,79361.61144102344,289.5431508868255,6685.314015825637,50941.831822041284,44241.80927632645,8341.624512177244,1655.9695236658583
