state,0.2,0.5,0.8,delta,lower_bound,upper_bound
01000,-2.0,0.0,2.0,6.0,-8.0,8.0
01001,-65.0,-1.0,7.0,108.0,-173.0,115.0
01003,-249.0,-11.0,33.0,423.0,-672.0,456.0
01005,-41.0,-3.0,1.0,63.0,-104.0,64.0
01007,-25.0,-4.0,1.0,39.0,-64.0,40.0
01009,-38.0,-3.0,11.0,73.5,-111.5,84.5
01011,-14.0,-1.0,3.0,25.5,-39.5,28.5
01013,-23.0,2.0,6.0,43.5,-66.5,49.5
01015,-137.0,-2.0,12.0,223.5,-360.5,235.5
01017,-62.0,2.0,6.0,102.0,-164.0,108.0
01019,-22.0,-5.0,1.0,34.5,-56.5,35.5
01021,-45.0,-4.0,3.0,72.0,-117.0,75.0
01023,-3.0,-1.0,1.0,6.0,-9.0,7.0
01025,-33.0,-4.0,1.0,51.0,-84.0,52.0
01027,-26.0,0.0,7.0,49.5,-75.5,56.5
01029,-8.0,-1.0,1.0,13.5,-21.5,14.5
01031,-69.0,-1.0,9.0,117.0,-186.0,126.0
01033,-59.0,-12.0,1.0,90.0,-149.0,91.0
01035,-5.0,0.0,2.0,10.5,-15.5,12.5
01037,-6.0,0.0,3.0,13.5,-19.5,16.5
01039,-19.0,0.0,9.0,42.0,-61.0,51.0
01041,-7.0,-1.0,3.0,15.0,-22.0,18.0
01043,-92.0,-6.0,6.0,147.0,-239.0,153.0
01045,-41.0,-7.0,3.0,66.0,-107.0,69.0
01047,-34.0,3.0,8.0,63.0,-97.0,71.0
01049,-96.0,-7.0,3.0,148.5,-244.5,151.5
01051,-71.0,8.0,21.0,138.0,-209.0,159.0
01053,-28.0,1.0,11.0,58.5,-86.5,69.5
01055,-107.0,-17.0,2.0,163.5,-270.5,165.5
01057,-10.0,-1.0,4.0,21.0,-31.0,25.0
01059,-20.0,-1.0,4.0,36.0,-56.0,40.0
01061,-15.0,-1.0,2.0,25.5,-40.5,27.5
01063,-9.0,-1.0,1.0,15.0,-24.0,16.0
01065,-14.0,-2.0,1.0,22.5,-36.5,23.5
01067,-8.0,0.0,2.0,15.0,-23.0,17.0
01069,-86.0,-7.0,8.0,141.0,-227.0,149.0
01071,-50.0,-18.0,1.0,76.5,-126.5,77.5
01073,-1064.0,-13.0,124.0,1782.0,-2846.0,1906.0
01075,-12.0,0.0,2.0,21.0,-33.0,23.0
01077,-137.0,-34.0,5.0,213.0,-350.0,218.0
01079,-25.0,-14.0,1.0,39.0,-64.0,40.0
01081,-158.0,-7.0,39.0,295.5,-453.5,334.5
01083,-119.0,-15.0,16.0,202.5,-321.5,218.5
01085,-1.0,0.0,4.0,7.5,-8.5,11.5
01087,-24.0,-1.0,2.0,39.0,-63.0,41.0
01089,-524.0,-47.0,51.0,862.5,-1386.5,913.5
01091,-18.0,-8.0,1.0,28.5,-46.5,29.5
01093,-11.0,-2.0,3.0,21.0,-32.0,24.0
01095,-106.0,-3.0,2.0,162.0,-268.0,164.0
01097,-989.0,1.0,50.0,1558.5,-2547.5,1608.5
01099,-25.0,-1.0,5.0,45.0,-70.0,50.0
01101,-297.0,-1.0,33.0,495.0,-792.0,528.0
01103,-152.0,-32.0,12.0,246.0,-398.0,258.0
