state,0.2,0.5,0.8,delta,lower_bound,upper_bound
01000,-2.0,0.0,2.0,6.0,-8.0,8.0
01001,-6.8,-1.0,6.400000000000002,21.0,-27.8,27.400000000000002
01003,-28.799999999999997,-7.0,4.0000000000000036,51.0,-79.8,55.0
01005,-5.0,-2.0,1.0,9.0,-14.0,10.0
01007,-3.8,0.0,2.0,9.0,-12.8,11.0
01009,-12.0,-2.5,5.800000000000001,27.0,-39.0,32.8
01011,-1.0,0.0,2.0,4.5,-5.5,6.5
01013,-1.7999999999999998,0.0,3.0,7.5,-9.3,10.5
01015,-26.799999999999997,-2.5,8.8,54.0,-80.8,62.8
01017,-5.8,0.0,5.800000000000001,18.0,-23.8,23.8
01019,-10.8,-1.5,1.0,18.0,-28.8,19.0
01021,-13.399999999999999,-2.0,4.800000000000001,28.5,-41.9,33.3
01023,-2.8,0.0,1.0,6.0,-8.8,7.0
01025,-6.3999999999999995,-1.0,1.0,12.0,-18.4,13.0
01027,-6.999999999999999,0.0,3.0,15.0,-22.0,18.0
01029,-3.0,0.0,2.8000000000000007,9.0,-12.0,11.8
01031,-5.6,0.5,9.0,22.5,-28.1,31.5
01033,-14.399999999999999,-5.5,4.600000000000001,30.0,-44.4,34.6
01035,-2.0,0.0,1.8000000000000007,6.0,-8.0,7.800000000000001
01037,-2.8,0.0,2.8000000000000007,9.0,-11.8,11.8
01039,-6.0,-1.0,2.8000000000000007,13.5,-19.5,16.3
01041,-2.8,-1.0,2.6000000000000014,9.0,-11.8,11.600000000000001
01043,-22.0,-2.5,5.800000000000001,42.0,-64.0,47.8
01045,-14.6,-2.5,3.0,27.0,-41.6,30.0
01047,-5.8,0.0,4.0,15.0,-20.8,19.0
01049,-22.0,-4.0,1.8000000000000007,36.0,-58.0,37.8
01051,-16.8,-1.0,13.600000000000005,46.5,-63.3,60.10000000000001
01053,-7.0,0.0,9.200000000000003,25.5,-32.5,34.7
01055,-60.79999999999999,-5.0,0.8000000000000007,93.0,-153.79999999999998,93.8
01057,-3.0,-1.0,2.0,7.5,-10.5,9.5
01059,-12.2,-1.0,4.0,25.5,-37.7,29.5
01061,-4.8,0.0,7.400000000000002,19.5,-24.3,26.900000000000002
01063,-3.0,0.0,1.0,6.0,-9.0,7.0
01065,-6.999999999999999,-1.0,1.8000000000000007,13.5,-20.5,15.3
01067,-2.0,0.0,3.0,7.5,-9.5,10.5
01069,-18.2,-4.0,4.800000000000001,36.0,-54.2,40.8
01071,-17.4,-2.5,1.8000000000000007,30.0,-47.4,31.8
01073,-117.8,-3.0,39.6,237.0,-354.8,276.6
01075,-6.3999999999999995,0.0,2.0,13.5,-19.9,15.5
01077,-30.799999999999997,-3.5,8.600000000000005,60.0,-90.8,68.60000000000001
01079,-13.2,-1.5,1.8000000000000007,24.0,-37.2,25.8
01081,-39.4,-5.0,4.800000000000001,67.5,-106.9,72.3
01083,-20.8,-2.5,6.200000000000003,42.0,-62.8,48.2
01085,-1.0,0.0,2.0,4.5,-5.5,6.5
