state,0.2,0.5,0.8,delta,lower_bound,upper_bound
01000,-2.0,0.0,2.0,6.0,-8.0,8.0
01001,-48.0,-8.5,3.0,76.5,-124.5,79.5
01003,-88.0,-33.5,1.0,133.5,-221.5,134.5
01005,-14.0,-3.0,1.0,22.5,-36.5,23.5
01007,-8.6,-4.0,1.8000000000000007,16.5,-25.1,18.3
01009,-26.6,-13.0,1.0,42.0,-68.6,43.0
01011,-4.0,0.0,1.0,7.5,-11.5,8.5
01013,-7.0,-2.0,1.0,12.0,-19.0,13.0
01015,-72.4,-14.0,4.600000000000001,117.0,-189.4,121.6
01017,-15.6,-3.5,4.800000000000001,31.5,-47.1,36.3
01019,-6.6,-2.0,2.6000000000000014,15.0,-21.6,17.6
01021,-20.0,-8.5,1.0,31.5,-51.5,32.5
01023,-4.6,-1.0,0.8000000000000007,9.0,-13.6,9.8
01025,-17.2,-5.0,1.8000000000000007,30.0,-47.2,31.8
01027,-8.0,-2.0,1.0,13.5,-21.5,14.5
01029,-8.8,-1.5,1.8000000000000007,16.5,-25.3,18.3
01031,-25.4,-4.5,1.6000000000000014,42.0,-67.4,43.6
01033,-20.0,-4.0,4.800000000000001,37.5,-57.5,42.3
01035,-3.0,-1.0,1.8000000000000007,7.5,-10.5,9.3
01037,-6.8,-2.0,1.0,12.0,-18.8,13.0
01039,-18.0,-4.0,3.8000000000000007,33.0,-51.0,36.8
01041,-7.0,-2.0,0.8000000000000007,12.0,-19.0,12.8
01043,-51.4,-25.0,1.4000000000000021,81.0,-132.4,82.4
01045,-28.799999999999997,-5.0,1.8000000000000007,46.5,-75.3,48.3
01047,-19.2,-5.0,1.0,31.5,-50.7,32.5
01049,-33.2,-11.0,2.8000000000000007,55.5,-88.7,58.3
01051,-34.8,-21.0,5.0000000000000036,61.5,-96.3,66.5
01053,-15.799999999999999,-3.0,3.6000000000000014,30.0,-45.8,33.6
01055,-49.2,-11.5,2.6000000000000014,79.5,-128.7,82.1
01057,-11.6,-2.0,2.0,21.0,-32.6,23.0
01059,-19.8,-6.0,1.6000000000000014,33.0,-52.8,34.6
01061,-12.8,-5.0,1.0,21.0,-33.8,22.0
01063,-4.0,-1.0,0.8000000000000007,7.5,-11.5,8.3
01065,-10.399999999999999,-2.0,1.0,18.0,-28.4,19.0
01067,-10.8,-3.0,1.0,18.0,-28.8,19.0
01069,-49.8,-10.5,4.0000000000000036,82.5,-132.3,86.5
01071,-26.4,-8.5,3.8000000000000007,46.5,-72.9,50.3
01073,-240.0,-45.5,18.000000000000014,388.5,-628.5,406.5
01075,-10.6,-2.0,1.8000000000000007,19.5,-30.1,21.3
01077,-43.6,-8.0,4.0,72.0,-115.6,76.0
01079,-11.6,-5.0,2.6000000000000014,22.5,-34.1,25.1
01081,-93.8,-11.0,8.600000000000005,154.5,-248.3,163.1
01083,-34.199999999999996,-14.0,1.2000000000000028,55.5,-89.69999999999999,56.7
01085,-3.0,-1.0,1.0,6.0,-9.0,7.0
01087,-4.6,-1.0,1.8000000000000007,10.5,-15.1,12.3
01089,-78.8,-26.0,25.800000000000004,157.5,-236.3,183.3
01091,-11.6,-2.0,0.8000000000000007,19.5,-31.1,20.3
01093,-26.4,-5.5,2.6000000000000014,45.0,-71.4,47.6
01095,-52.6,-11.5,1.0,81.0,-133.6,82.0
01097,-182.0,-33.5,1.0,274.5,-456.5,275.5
01099,-10.0,-1.0,1.0,16.5,-26.5,17.5
01101,-83.0,-13.5,7.400000000000002,136.5,-219.5,143.9
01103,-62.8,-19.5,0.8000000000000007,96.0,-158.8,96.8
01105,-2.0,0.0,1.8000000000000007,6.0,-8.0,7.800000000000001
01107,-8.8,-2.0,2.0,16.5,-25.3,18.5
01109,-23.6,-3.0,1.0,37.5,-61.1,38.5
01111,-12.399999999999999,-3.0,1.6000000000000014,22.5,-34.9,24.1
01113,-17.0,-3.5,4.600000000000001,33.0,-50.0,37.6
01115,-47.4,-9.5,0.6000000000000014,73.5,-120.9,74.1
01117,-124.2,-22.5,2.400000000000002,192.0,-316.2,194.4
01119,-3.8,-1.5,1.0,7.5,-11.3,8.5
01121,-40.6,-12.0,1.0,63.0,-103.6,64.0
01123,-31.799999999999997,-7.0,1.0,49.5,-81.3,50.5
01125,-81.0,-31.0,1.0,123.0,-204.0,124.0
01127,-30.4,-10.0,1.0,48.0,-78.4,49.0
01129,-6.0,-0.5,1.8000000000000007,12.0,-18.0,13.8
01131,-4.8,-2.0,1.0,9.0,-13.8,10.0
01133,-19.4,-3.5,1.8000000000000007,33.0,-52.4,34.8
