state,0.2,0.5,0.8,delta,lower_bound,upper_bound
01000,-2.0,0.0,2.0,6.0,-8.0,8.0
01001,-9.4,4.5,31.8,63.0,-72.4,94.8
01003,-48.199999999999996,11.0,152.20000000000002,303.0,-351.2,455.20000000000005
01005,-3.1999999999999997,1.0,10.200000000000003,22.5,-25.7,32.7
01007,-13.0,-2.0,7.600000000000002,31.5,-44.5,39.1
01009,-11.399999999999999,8.0,23.8,54.0,-65.4,77.8
01011,-5.8,-0.5,11.0,25.5,-31.3,36.5
01013,-1.5999999999999999,5.0,21.400000000000002,36.0,-37.6,57.400000000000006
01015,-34.0,7.5,71.00000000000001,159.0,-193.0,230.0
01017,-10.0,-4.0,3.6000000000000023,21.0,-31.0,24.6
01019,-5.3999999999999995,-1.0,6.400000000000003,19.5,-24.9,25.900000000000002
01021,-13.2,7.5,26.200000000000003,61.5,-74.7,87.7
01023,-4.6,1.5,18.000000000000004,36.0,-40.6,54.0
01025,-8.0,-1.5,48.8,85.5,-93.5,134.3
01027,-5.199999999999999,0.0,3.200000000000002,15.0,-20.2,18.200000000000003
01029,-1.3999999999999997,1.5,13.8,24.0,-25.4,37.8
01031,-1.3999999999999995,4.5,46.6,73.5,-74.9,120.1
01033,-1.0,18.0,26.400000000000006,42.0,-43.0,68.4
01035,-5.799999999999999,0.0,3.4000000000000012,15.0,-20.799999999999997,18.400000000000002
01037,-1.5999999999999999,4.5,10.200000000000001,19.5,-21.1,29.700000000000003
01039,-1.0,8.0,33.8,52.5,-53.5,86.3
01041,-1.0,2.0,17.2,28.5,-29.5,45.7
01043,-18.0,6.5,41.400000000000006,90.0,-108.0,131.4
01045,-3.3999999999999986,11.5,63.0,100.5,-103.9,163.5
01047,-2.8,5.0,23.400000000000006,40.5,-43.3,63.900000000000006
01049,-4.6,19.5,35.0,60.0,-64.6,95.0
01051,-12.6,-2.0,38.4,78.0,-90.6,116.4
01053,-14.999999999999998,3.5,12.600000000000001,42.0,-57.0,54.6
01055,-18.2,13.0,47.20000000000001,100.5,-118.7,147.70000000000002
01057,-13.2,-3.5,8.8,34.5,-47.7,43.3
