state,0.2,0.5,0.8,delta,lower_bound,upper_bound
01000,-2.0,0.0,2.0,6.0,-8.0,8.0
01001,-6.0,4.0,11.0,25.5,-31.5,36.5
01003,-1.0,25.0,78.0,118.5,-119.5,196.5
01005,-1.0,2.0,6.0,10.5,-11.5,16.5
01007,-1.0,6.0,14.0,22.5,-23.5,36.5
01009,-1.0,10.0,16.0,25.5,-26.5,41.5
01011,-1.0,1.0,5.0,9.0,-10.0,14.0
01013,-1.0,2.0,5.0,9.0,-10.0,14.0
01015,-1.0,15.0,41.0,63.0,-64.0,104.0
01017,-1.0,1.0,10.0,16.5,-17.5,26.5
01019,-2.0,4.0,10.0,18.0,-20.0,28.0
01021,-3.0,4.0,13.0,24.0,-27.0,37.0
01023,-1.0,2.0,11.0,18.0,-19.0,29.0
01025,-1.0,4.0,15.0,24.0,-25.0,39.0
01027,-2.0,3.0,12.0,21.0,-23.0,33.0
01029,-1.0,1.0,4.0,7.5,-8.5,11.5
01031,-1.0,6.0,18.0,28.5,-29.5,46.5
01033,-1.0,7.0,18.0,28.5,-29.5,46.5
01035,-2.0,1.0,3.0,7.5,-9.5,10.5
01037,-1.0,3.0,6.0,10.5,-11.5,16.5
01039,-1.0,4.0,11.0,18.0,-19.0,29.0
01041,-1.0,3.0,8.0,13.5,-14.5,21.5
01043,-1.0,24.0,49.0,75.0,-76.0,124.0
01045,-1.0,5.0,18.0,28.5,-29.5,46.5
01047,-6.0,4.0,15.0,31.5,-37.5,46.5
01049,-1.0,11.0,25.0,39.0,-40.0,64.0
01051,-3.0,8.0,37.0,60.0,-63.0,97.0
01053,-4.0,3.0,16.0,30.0,-34.0,46.0
01055,-1.0,15.0,66.0,100.5,-101.5,166.5
01057,-1.0,4.0,7.0,12.0,-13.0,19.0
01059,-1.0,8.0,22.0,34.5,-35.5,56.5
01061,-1.0,3.0,5.0,9.0,-10.0,14.0
01063,-1.0,1.0,3.0,6.0,-7.0,9.0
01065,-1.0,3.0,10.0,16.5,-17.5,26.5
01067,-2.0,1.0,5.0,10.5,-12.5,15.5
01069,-1.0,8.0,21.0,33.0,-34.0,54.0
01071,-1.0,15.0,30.0,46.5,-47.5,76.5
01073,-5.0,54.0,144.0,223.5,-228.5,367.5
01075,-1.0,3.0,8.0,13.5,-14.5,21.5
01077,-1.0,11.0,28.0,43.5,-44.5,71.5
01079,-1.0,6.0,12.0,19.5,-20.5,31.5
01081,-1.0,22.0,40.0,61.5,-62.5,101.5
01083,-1.0,15.0,39.0,60.0,-61.0,99.0
01085,-2.0,0.0,2.0,6.0,-8.0,8.0
01087,-1.0,2.0,6.0,10.5,-11.5,16.5
01089,-23.0,14.0,92.0,172.5,-195.5,264.5
01091,-1.0,1.0,7.0,12.0,-13.0,19.0
01093,-1.0,6.0,19.0,30.0,-31.0,49.0
01095,-1.0,18.0,54.0,82.5,-83.5,136.5
01097,-1.0,32.0,146.0,220.5,-221.5,366.5
01099,-1.0,3.0,6.0,10.5,-11.5,16.5
01101,-10.0,3.0,41.0,76.5,-86.5,117.5
01103,-4.0,13.0,47.0,76.5,-80.5,123.5
01105,-1.0,1.0,2.0,4.5,-5.5,6.5
01107,-1.0,4.0,10.0,16.5,-17.5,26.5
01109,-1.0,4.0,11.0,18.0,-19.0,29.0
01111,-5.0,1.0,8.0,19.5,-24.5,27.5
01113,-2.0,3.0,6.0,12.0,-14.0,18.0
01115,-1.0,20.0,45.0,69.0,-70.0,114.0
01117,-11.0,27.0,57.0,102.0,-113.0,159.0
01119,-1.0,1.0,4.0,7.5,-8.5,11.5
01121,-1.0,10.0,42.0,64.5,-65.5,106.5
01123,-1.0,12.0,26.0,40.5,-41.5,66.5
01125,-1.0,27.0,84.0,127.5,-128.5,211.5
01127,-1.0,30.0,55.0,84.0,-85.0,139.0
01129,-1.0,2.0,11.0,18.0,-19.0,29.0
01131,-1.0,1.0,5.0,9.0,-10.0,14.0
01133,-1.0,8.0,21.0,33.0,-34.0,54.0
02000,-5.0,0.0,1.0,9.0,-14.0,10.0
02013,-3.0,0.0,1.0,6.0,-9.0,7.0
02016,-5.0,0.0,1.0,9.0,-14.0,10.0
02020,-941.0,-316.0,1.0,1413.0,-2354.0,1414.0
02050,-39.0,-17.0,1.0,60.0,-99.0,61.0
02060,-2.0,0.0,2.0,6.0,-8.0,8.0
02063,-11.0,-4.0,1.0,18.0,-29.0,19.0
02066,-11.0,-5.0,1.0,18.0,-29.0,19.0
02068,-3.0,0.0,1.0,6.0,-9.0,7.0
02070,-13.0,-6.0,1.0,21.0,-34.0,22.0
02090,-179.0,-73.0,1.0,270.0,-449.0,271.0
02100,-5.0,-1.0,1.0,9.0,-14.0,10.0
02105,-2.0,0.0,2.0,6.0,-8.0,8.0
02110,-68.0,-27.0,1.0,103.5,-171.5,104.5
02122,-127.0,-54.0,1.0,192.0,-319.0,193.0
02130,-33.0,-19.0,1.0,51.0,-84.0,52.0
02150,-43.0,-17.0,1.0,66.0,-109.0,67.0
02164,-8.0,-3.0,1.0,13.5,-21.5,14.5
