state,0.2,0.5,0.8,delta,lower_bound,upper_bound
01000,-2.0,0.0,2.0,6.0,-8.0,8.0
01001,-9.0,4.0,30.0,58.5,-67.5,88.5
01003,-30.0,11.0,144.0,261.0,-291.0,405.0
01005,-2.0,1.0,8.0,15.0,-17.0,23.0
01007,-9.0,-1.0,5.0,21.0,-30.0,26.0
01009,-9.0,8.0,22.0,46.5,-55.5,68.5
01011,-5.0,0.0,11.0,24.0,-29.0,35.0
01013,-2.0,2.0,20.0,33.0,-35.0,53.0
01015,-42.0,0.0,54.0,144.0,-186.0,198.0
01017,-9.0,-3.0,1.0,15.0,-24.0,16.0
01019,-10.0,-1.0,3.0,19.5,-29.5,22.5
01021,-14.0,7.0,25.0,58.5,-72.5,83.5
01023,-7.0,0.0,15.0,33.0,-40.0,48.0
01025,-7.0,-1.0,48.0,82.5,-89.5,130.5
01027,-4.0,0.0,2.0,9.0,-13.0,11.0
01029,-1.0,1.0,13.0,21.0,-22.0,34.0
01031,-3.0,3.0,43.0,69.0,-72.0,112.0
01033,-1.0,17.0,20.0,31.5,-32.5,51.5
01035,-3.0,0.0,2.0,7.5,-10.5,9.5
01037,-1.0,4.0,9.0,15.0,-16.0,24.0
01039,-1.0,8.0,33.0,51.0,-52.0,84.0
01041,-1.0,2.0,17.0,27.0,-28.0,44.0
01043,-16.0,5.0,31.0,70.5,-86.5,101.5
01045,-6.0,7.0,59.0,97.5,-103.5,156.5
01047,-3.0,5.0,19.0,33.0,-36.0,52.0
01049,-4.0,19.0,33.0,55.5,-59.5,88.5
01051,-12.0,-1.0,37.0,73.5,-85.5,110.5
01053,-7.0,4.0,12.0,28.5,-35.5,40.5
01055,-13.0,6.0,36.0,73.5,-86.5,109.5
01057,-12.0,-2.0,8.0,30.0,-42.0,38.0
01059,-7.0,4.0,30.0,55.5,-62.5,85.5
01061,-2.0,5.0,18.0,30.0,-32.0,48.0
01063,-1.0,1.0,12.0,19.5,-20.5,31.5
01065,-12.0,-1.0,7.0,28.5,-40.5,35.5
01067,-4.0,4.0,18.0,33.0,-37.0,51.0
01069,-2.0,17.0,108.0,165.0,-167.0,273.0
01071,-16.0,-1.0,12.0,42.0,-58.0,54.0
01073,-107.0,91.0,366.0,709.5,-816.5,1075.5
01075,-1.0,3.0,9.0,15.0,-16.0,24.0
01077,-2.0,17.0,42.0,66.0,-68.0,108.0
01079,-1.0,6.0,21.0,33.0,-34.0,54.0
01081,-61.0,-5.0,20.0,121.5,-182.5,141.5
01083,-24.0,7.0,44.0,102.0,-126.0,146.0
01085,-1.0,1.0,8.0,13.5,-14.5,21.5
