state,0.2,0.5,0.8,delta,lower_bound,upper_bound
01000,-2.0922742523420688,-0.09227425234206854,1.9077257476579315,7.5,-9.592274252342069,9.407725747657931
01001,-33.737171666744345,-16.79349995802201,1.0,52.5,-86.23717166674435,53.5
01003,-76.90881407211356,-30.63898146561688,0.43550949338501743,117.0,-193.90881407211356,117.43550949338501
01005,-16.223182563786374,-2.585257347687909,0.6714923410176739,27.0,-43.223182563786374,27.671492341017675
01007,-7.201420517404742,-1.5462354228164779,3.0801878572099097,18.0,-25.201420517404742,21.08018785720991
01009,-44.90558014296177,-21.664480757176097,2.935864126483372,72.0,-116.90558014296177,74.93586412648337
01011,-16.62848436964148,-1.7306856308551712,0.9930081089273057,27.0,-43.628484369641484,27.993008108927306
01013,-7.137557043098155,-0.4515894367078753,3.954955952590175,18.0,-25.137557043098155,21.954955952590176
01015,-90.15095657440607,0.22132376369635764,15.315556870454301,160.5,-250.65095657440605,175.81555687045432
01017,-40.054036144339214,-3.8134729481311034,1.0,63.0,-103.05403614433922,64.0
01019,-3.707091603416737,0.4332151928327046,14.129708635737153,28.5,-32.207091603416735,42.62970863573715
01021,-18.59837279788366,1.9743308864117761,13.653601491665697,49.5,-68.09837279788366,63.1536014916657
01023,-12.70863007679601,-1.4102940747153527,39.4654268131766,79.5,-92.20863007679601,118.9654268131766
01025,-12.688707513157123,0.8275067574394207,3.8462028741092764,25.5,-38.18870751315713,29.346202874109277
01027,-26.933162397778325,-5.442397391578068,1.0,42.0,-68.93316239777832,43.0
01029,-4.192685682554332,0.14780001693379563,3.0688035351305425,13.5,-17.692685682554334,16.56880353513054
01031,-44.98112894871119,-11.864845025062422,2.411541596712075,72.0,-116.98112894871119,74.41154159671207
01033,-32.43183371561008,-11.901173554969109,1.0,51.0,-83.43183371561008,52.0
01035,-3.763365529670414,0.6176654008713981,11.92950668819389,24.0,-27.763365529670413,35.92950668819389
01037,-2.779844355809246,1.1868219418052273,8.927887054643081,18.0,-20.779844355809246,26.92788705464308
01039,-10.800707735847194,-2.82867923869175,0.28136963126838677,18.0,-28.800707735847194,18.281369631268387
01041,-15.914948504969335,-4.755575449772842,1.0,25.5,-41.41494850496933,26.5
01043,-40.71384315391405,-15.359000601660584,4.341283888313006,69.0,-109.71384315391404,73.341283888313
01045,-18.337527748981103,-12.253695199233526,1.0,30.0,-48.3375277489811,31.0
01047,-19.613501866826553,0.647800016933796,10.791868484924201,46.5,-66.11350186682655,57.2918684849242
01049,-17.958488351947707,-0.9550353550812946,14.084969536244573,49.5,-67.45848835194771,63.58496953624457
01051,-38.88646843019499,-15.256263526290947,3.0707009221437698,64.5,-103.38646843019498,67.57070092214377
01053,-11.058360029450236,1.4587046380074775,11.509199123622803,36.0,-47.058360029450235,47.50919912362281
01055,-78.39958526264957,-23.40800094482538,1.0,120.0,-198.39958526264957,121.0
01057,-6.799913485576092,-1.893691938349613,6.7996124762126255,21.0,-27.79991348557609,27.799612476212626
01059,-9.267729008541844,-2.711711760722898,0.7487880290985868,16.5,-25.767729008541842,17.248788029098588
01061,-11.8771552079403,-1.6312961772135,4.436755257701317,25.5,-37.3771552079403,29.936755257701318
01063,-4.189839602034491,-0.716356931610523,0.11349654601396832,9.0,-13.18983960203449,9.113496546013968
01065,-11.714673274362093,0.7766261637353186,3.5104567036004397,24.0,-35.71467327436209,27.51045670360044
01067,-3.763365529670414,-0.15124593530721409,0.798421100805969,7.5,-11.263365529670414,8.29842110080597
01069,-39.56150020129185,-15.45968760446191,6.023809514883649,70.5,-110.06150020129185,76.52380951488365
01071,-40.29396526318571,-6.618434849157513,1.368900416077387,64.5,-104.79396526318571,65.86890041607738
01073,-621.6498100761921,-79.43793448979639,35.004954217809946,987.0,-1608.6498100761921,1022.00495421781
01075,-10.799759042340579,-0.9444742354082725,1.0454872611545276,19.5,-30.29975904234058,20.545487261154527
01077,-48.030912948293256,-4.536945081041228,8.328495420128045,87.0,-135.03091294829326,95.32849542012805
01079,-9.480491697970571,-4.886773330340899,1.0,16.5,-25.98049169797057,17.5
01081,-98.02033000274929,-8.137507015935228,3.8300750844968423,154.5,-252.5203300027493,158.33007508449685
01083,-65.71656991053209,-14.557582915653047,4.523734050946303,106.5,-172.2165699105321,111.0237340509463
01085,-3.8006655857918177,1.5072134979450458,12.323898518722936,25.5,-29.30066558579182,37.823898518722935
01087,-9.709382177011737,-2.861883511423228,2.194984133256889,19.5,-29.209382177011737,21.694984133256888
01089,-197.38415537542846,-37.426447772066474,35.418342751179374,351.0,-548.3841553754285,386.41834275117935
01091,-6.906138971356345,-0.44210250164173803,2.8531947651819696,15.0,-21.906138971356345,17.853194765181968
01093,-1.0,4.519268760068603,6.894135152094315,12.0,-13.0,18.894135152094314
