state,0.2,0.5,0.8,delta,lower_bound,upper_bound
01000,-2.0,0.0,2.0,6.0,-8.0,8.0
01001,-6.399999999999999,5.0,20.200000000000003,42.0,-48.4,62.2
01003,-18.8,4.0,41.60000000000001,91.5,-110.3,133.10000000000002
01005,-10.399999999999999,0.0,6.800000000000001,27.0,-37.4,33.8
01007,-8.6,0.0,7.0,24.0,-32.6,31.0
01009,-11.8,3.0,18.6,46.5,-58.3,65.1
01011,-2.8,0.0,2.0,7.5,-10.3,9.5
01013,-4.8,0.0,3.8000000000000007,13.5,-18.3,17.3
01015,-26.6,2.0,16.6,66.0,-92.6,82.6
01017,-3.8,1.0,6.800000000000001,16.5,-20.3,23.3
01019,-14.6,-1.5,4.800000000000001,30.0,-44.6,34.8
01021,-6.6,2.5,15.8,34.5,-41.1,50.3
01023,-4.8,0.5,2.0,10.5,-15.3,12.5
01025,-7.3999999999999995,0.5,5.0,19.5,-26.9,24.5
01027,-5.0,0.5,5.0,15.0,-20.0,20.0
01029,-3.8,-0.5,4.600000000000001,13.5,-17.3,18.1
01031,-10.399999999999999,0.0,8.600000000000001,30.0,-40.4,38.6
01033,-20.4,-1.0,11.400000000000002,49.5,-69.9,60.900000000000006
01035,-1.0,0.5,3.8000000000000007,7.5,-8.5,11.3
01037,-3.8,1.0,3.0,10.5,-14.3,13.5
01039,-16.799999999999997,-1.0,5.800000000000001,34.5,-51.3,40.3
01041,-3.0,-0.5,2.8000000000000007,9.0,-12.0,11.8
01043,-15.8,0.0,18.0,51.0,-66.8,69.0
01045,-12.399999999999999,-2.5,4.600000000000001,27.0,-39.4,31.6
01047,-9.6,0.0,14.200000000000003,37.5,-47.1,51.7
01049,-17.4,0.0,24.600000000000005,64.5,-81.9,89.10000000000001
01051,-11.6,5.5,35.80000000000001,72.0,-83.6,107.80000000000001
01053,-12.399999999999999,0.0,12.800000000000004,39.0,-51.4,51.800000000000004
01055,-30.2,0.5,19.000000000000004,76.5,-106.7,95.5
01057,-10.8,-0.5,9.0,30.0,-40.8,39.0
01059,-16.0,-2.5,2.0,27.0,-43.0,29.0
01061,-5.6,0.0,3.8000000000000007,15.0,-20.6,18.8
01063,-4.0,0.0,3.6000000000000014,12.0,-16.0,15.600000000000001
01065,-5.0,-2.0,2.0,10.5,-15.5,12.5
