state,0.2,0.5,0.8,delta,lower_bound,upper_bound
01000,-2.0,0.0,2.0,6.0,-8.0,8.0
01001,-2.0,7.0,17.0,28.5,-30.5,45.5
01003,-1.0,33.0,78.0,118.5,-119.5,196.5
01005,-2.0,0.0,8.0,15.0,-17.0,23.0
01007,-1.0,4.0,20.0,31.5,-32.5,51.5
01009,-4.0,9.0,14.0,27.0,-31.0,41.0
01011,-1.0,3.0,10.0,16.5,-17.5,26.5
01013,-11.0,-1.0,3.0,21.0,-32.0,24.0
01015,-1.0,19.0,42.0,64.5,-65.5,106.5
01017,-15.0,0.0,6.0,31.5,-46.5,37.5
01019,-1.0,8.0,11.0,18.0,-19.0,29.0
01021,-4.0,8.0,16.0,30.0,-34.0,46.0
01023,-1.0,11.0,16.0,25.5,-26.5,41.5
01025,-1.0,12.0,18.0,28.5,-29.5,46.5
01027,-2.0,9.0,30.0,48.0,-50.0,78.0
01029,-1.0,3.0,8.0,13.5,-14.5,21.5
01031,-1.0,4.0,18.0,28.5,-29.5,46.5
01033,-1.0,8.0,37.0,57.0,-58.0,94.0
01035,-3.0,0.0,3.0,9.0,-12.0,12.0
01037,-1.0,3.0,6.0,10.5,-11.5,16.5
01039,-11.0,1.0,7.0,27.0,-38.0,34.0
01041,-1.0,2.0,13.0,21.0,-22.0,34.0
01043,-1.0,37.0,69.0,105.0,-106.0,174.0
01045,-1.0,5.0,16.0,25.5,-26.5,41.5
01047,-14.0,6.0,20.0,51.0,-65.0,71.0
01049,-1.0,11.0,23.0,36.0,-37.0,59.0
01051,-1.0,14.0,31.0,48.0,-49.0,79.0
01053,-4.0,5.0,28.0,48.0,-52.0,76.0
01055,-1.0,66.0,91.0,138.0,-139.0,229.0
01057,-1.0,5.0,10.0,16.5,-17.5,26.5
01059,-1.0,12.0,24.0,37.5,-38.5,61.5
01061,-1.0,2.0,5.0,9.0,-10.0,14.0
01063,-1.0,2.0,3.0,6.0,-7.0,9.0
01065,-1.0,3.0,16.0,25.5,-26.5,41.5
01067,-1.0,1.0,4.0,7.5,-8.5,11.5
01069,-1.0,8.0,19.0,30.0,-31.0,49.0
01071,-1.0,24.0,52.0,79.5,-80.5,131.5
01073,-1.0,124.0,319.0,480.0,-481.0,799.0
01075,-1.0,2.0,8.0,13.5,-14.5,21.5
01077,-1.0,20.0,89.0,135.0,-136.0,224.0
01079,-1.0,6.0,12.0,19.5,-20.5,31.5
01081,-3.0,22.0,65.0,102.0,-105.0,167.0
01083,-1.0,15.0,39.0,60.0,-61.0,99.0
01085,-3.0,0.0,3.0,9.0,-12.0,12.0
01087,-1.0,2.0,19.0,30.0,-31.0,49.0
01089,-24.0,60.0,144.0,252.0,-276.0,396.0
01091,-1.0,7.0,9.0,15.0,-16.0,24.0
01093,-1.0,6.0,35.0,54.0,-55.0,89.0
01095,-1.0,27.0,69.0,105.0,-106.0,174.0
01097,-1.0,73.0,165.0,249.0,-250.0,414.0
01099,-1.0,3.0,8.0,13.5,-14.5,21.5
01101,-1.0,33.0,112.0,169.5,-170.5,281.5
01103,-1.0,24.0,69.0,105.0,-106.0,174.0
01105,-1.0,1.0,3.0,6.0,-7.0,9.0
01107,-1.0,4.0,10.0,16.5,-17.5,26.5
01109,-4.0,4.0,33.0,55.5,-59.5,88.5
01111,-5.0,1.0,8.0,19.5,-24.5,27.5
01113,-1.0,6.0,43.0,66.0,-67.0,109.0
01115,-1.0,35.0,67.0,102.0,-103.0,169.0
01117,-1.0,25.0,53.0,81.0,-82.0,134.0
01119,-1.0,4.0,7.0,12.0,-13.0,19.0
01121,-1.0,16.0,42.0,64.5,-65.5,106.5
01123,-1.0,7.0,32.0,49.5,-50.5,81.5
01125,-1.0,44.0,102.0,154.5,-155.5,256.5
01127,-1.0,36.0,72.0,109.5,-110.5,181.5
01129,-1.0,5.0,12.0,19.5,-20.5,31.5
01131,-1.0,2.0,5.0,9.0,-10.0,14.0
01133,-1.0,14.0,23.0,36.0,-37.0,59.0
02000,-25.0,-1.0,1.0,39.0,-64.0,40.0
02013,-16.0,-2.0,1.0,25.5,-41.5,26.5
02016,-17.0,-4.0,1.0,27.0,-44.0,28.0
02020,-1778.0,-713.0,1.0,2668.5,-4446.5,2669.5
02050,-85.0,-23.0,1.0,129.0,-214.0,130.0
02060,-2.0,0.0,2.0,6.0,-8.0,8.0
02063,-22.0,-9.0,1.0,34.5,-56.5,35.5
02066,-10.0,-4.0,1.0,16.5,-26.5,17.5
02068,-5.0,-2.0,1.0,9.0,-14.0,10.0
02070,-12.0,-6.0,1.0,19.5,-31.5,20.5
02090,-271.0,-107.0,1.0,408.0,-679.0,409.0
02100,-12.0,-4.0,1.0,19.5,-31.5,20.5
02105,-2.0,0.0,2.0,6.0,-8.0,8.0
02110,-190.0,-68.0,1.0,286.5,-476.5,287.5
02122,-233.0,-86.0,1.0,351.0,-584.0,352.0
02130,-41.0,-28.0,1.0,63.0,-104.0,64.0
02150,-69.0,-41.0,1.0,105.0,-174.0,106.0
02164,-6.0,-3.0,1.0,10.5,-16.5,11.5
02170,-367.0,-174.0,1.0,552.0,-919.0,553.0
02180,-186.0,-63.0,1.0,280.5,-466.5,281.5
02185,-50.0,-29.0,1.0,76.5,-126.5,77.5
02188,-125.0,-35.0,1.0,189.0,-314.0,190.0
02195,-5.0,-1.0,1.0,9.0,-14.0,10.0
02198,-45.0,-11.0,1.0,69.0,-114.0,70.0
02220,-40.0,-23.0,1.0,61.5,-101.5,62.5
02230,-2.0,-1.0,1.0,4.5,-6.5,5.5
02240,-24.0,-12.0,1.0,37.5,-61.5,38.5
02261,-2.0,0.0,2.0,6.0,-8.0,8.0
02270,-42.0,-30.0,1.0,64.5,-106.5,65.5
02275,-10.0,-2.0,1.0,16.5,-26.5,17.5
02282,-7.0,-3.0,1.0,12.0,-19.0,13.0
02290,-36.0,-14.0,1.0,55.5,-91.5,56.5
04000,-2.0,0.0,2.0,6.0,-8.0,8.0
04001,-40.0,-16.0,1.0,61.5,-101.5,62.5
