,0,1,2,3,4,5
us,0.00876304105254233,0.2075082092172308,-0.214887114368865,-0.24467595198463693,0.19826756065427384,-0.04298373693000069
01000,0.01671140032839309,0.03494398064071908,-0.037921426079265956,-0.030590106970602722,-0.037921455870811444,0.034943967227850585
01001,0.34924640623607023,-0.05820704489221547,-0.3661085844466436,-0.5176311906651352,0.3075470902614167,0.1520230914803396
01003,0.19304872586773802,0.2960532265195132,-0.4545056361581722,-0.5464161542886665,0.2018607028255056,0.08322797454839681
01005,0.10828631286284454,0.13105910408224594,-0.5317063659333991,-0.42863628196675874,0.3653711325793933,0.4272616070107281
01007,0.2937497576029014,0.09843628835540916,-0.4777421173222347,-0.5654017358630089,0.1509034251099123,0.16068861069569074
01009,0.34242905713971006,0.1792691288594316,-0.31087222504224965,-0.5544060778234589,0.09001494023409498,0.1839871713436836
01011,0.28924466038489594,0.1334702605431372,-0.6107655396618547,-0.5559644247595618,0.2505041791700717,0.2202504204177464
01013,0.07461340959984082,-0.0050778081819758385,-0.4224241864174478,-0.6584368207942756,0.29964711920884296,0.42028865836379814
01015,0.12516138474907296,0.22985927967376305,-0.19202756667131426,-0.6463432997684279,0.16737945515755398,0.13123835953925186
01017,0.11477081264973965,-0.0004315178409582556,-0.48504073041063356,-0.4966568574933582,0.41074645931586734,0.3651731256543329
01019,0.14222088225022236,-0.07906880523090208,-0.4633971582954753,-0.44079622843650884,0.0942018823481543,0.3466000455759939
01021,0.10557434199032426,0.30427090645664656,-0.36750724207796903,-0.5859424803759123,0.15623556680118506,0.2688477284732819
01023,0.23508161386627813,0.22559665820193284,-0.4839308017856481,-0.6688064297425478,0.299750223985207,0.27001103368364743
01025,0.1546406443817574,-0.007020147535488637,-0.11414169803094588,-0.5993100102332659,0.1765956252511238,0.06910300854860901
01027,0.28101257579393035,0.3653935450445733,-0.532274993482817,-0.6060236837245419,-0.00632694578940899,0.17154352116584035
01031,0.2000684565677948,0.10508505361457511,-0.5532621696827907,-0.5912226766965764,0.5008752589700545,0.2310706228849903
01033,0.19428881069678836,0.1963335943357842,-0.459330135606135,-0.567569317963291,0.2332164336351557,0.18453190892996457
01035,0.35255999763818185,-0.16448766662879424,-0.49180595979260605,-0.42842380912819833,0.5057506822481124,-0.2146420139114199
01037,0.1870439923501601,0.0014981375858280227,-0.5414410493028482,-0.5475241056999508,0.19779760415863484,0.40235357142045297
01039,0.26143682359759085,-0.1678274167787495,-0.35470868575514986,-0.6384950391527511,0.2800136102289564,0.25717826486834255
01041,0.20472384868064425,0.26731635803430964,-0.5491021359458151,-0.5991025725363265,0.2967265514148689,0.17867759479152534
01043,0.18711537284227667,0.10857192523431661,-0.32440042907916317,-0.5447677683353913,0.10227684629185979,0.22967526949298045
01045,0.39544679918940523,0.02457804092319833,-0.5822288015851349,-0.5675035443509504,0.32795800244933276,0.24908329749677321
01047,0.368494478565617,-0.005898029193340953,-0.36188520403202146,-0.5553921389793784,0.28135538289511675,0.17892125227022276
01049,0.17791165643029883,0.1657322221620609,-0.3336243557057572,-0.6039581302615327,0.334833745895591,0.07041358701729192
01051,0.1541093131212489,-0.04838217287739814,-0.3302784602355397,-0.5968619628132692,0.3350245057173553,0.2765558706140597
01053,0.2665600776547048,-0.04868400466858242,-0.44686905002432314,-0.5453975637248702,0.07174779581576299,0.39542906176462816
01055,0.13524277933552042,0.3094231377292748,-0.5046089714615356,-0.4415314478292489,0.22201732895373497,0.19333454278433787
01057,0.31419563784725707,0.08336348541919399,-0.477161157493818,-0.5470838068494266,0.010521096103277798,0.3066814631208169
01059,0.36250450579789323,0.0578053291353055,-0.2870466037337347,-0.6631216878647361,0.21501136340200136,0.07396757701481535
01061,0.3091133660337034,-0.016593134693226118,-0.30955627948004794,-0.5960259806752991,0.3552118733502373,0.06314200691773082
01063,-0.06967536293356415,0.2822418289171873,-0.24161508945041127,-0.48760636060186757,0.2911251288566707,0.14193853522335623
01065,0.09904615737711205,0.08263530192704577,-0.2530698431859846,-0.6445380159780749,0.28972486867753305,0.08495067496922852
01067,0.30841394098655067,0.059787077296293734,-0.34759182274522377,-0.6498862364261633,0.2722511921950211,0.37261957155423864
01069,0.29355707057146313,0.08383246920927107,-0.48452553244581287,-0.5783058830374752,0.4165550687341249,0.2211428596686837
01071,0.15023593264057292,0.09716600661009267,-0.3779643733914405,-0.4188060329622201,0.01812013550780198,0.2458099972405823
01073,0.2460976076093908,0.1499355756806764,-0.550340023884489,-0.5722819988714668,0.353546832497065,0.21199606442594882
01075,0.039276661588854775,0.016328551122253412,-0.31067997592587204,-0.6215905429447436,0.12965695726834367,0.3315230748541773
01077,0.2303837009028661,0.1236190541686264,-0.428419522246493,-0.539158778696001,0.19179616969324323,0.15162884690964015
01079,0.24069232616682146,0.20279171740911145,-0.3430318959509245,-0.508433246858505,0.19845720095231903,0.052789729151682334
01081,0.25798607955200387,0.08656406384712656,-0.49663566028411815,-0.5704661946357311,0.28698634141022594,0.24903865218432567
01083,0.27075723231921567,0.12733109989685826,-0.41634176242010273,-0.5350213589368984,0.3026980855038122,0.03724675323692785
01085,0.2731140137863765,-0.046754921440665634,-0.5736460145543925,-0.513178090564662,0.42483450613593415,0.22196320518418655
01087,0.17662590399990158,0.18750491890158094,-0.34673806200101986,-0.6444925734680779,0.045213490706283124,0.3643722959665522
01089,0.266665913992426,0.16185410629040262,-0.5272081297822494,-0.5627248582621337,0.4566833619460557,-0.050748858227384966
01091,0.1529304294942402,-0.013737448586844668,-0.42244632361746703,-0.4985441572292853,0.36388473572770963,0.21533216211019673
01093,0.12176047124760846,0.12343891581548666,-0.3059726917475343,-0.5691736396634396,0.15466142341352818,0.2834167117591687
01095,0.14228384340763123,0.07774092674996579,-0.45938143995210784,-0.5231598416872372,0.3584443674312135,0.276827493663921
01097,0.18582248064075874,0.08572812340180311,-0.2722907099035697,-0.5650111073613838,0.3396806897091651,0.16805903599130761
01099,0.09084886010119471,0.08124828712105683,-0.5153054363802235,-0.5874066706301845,0.427015439253121,0.36690855344331663
01101,0.1996681891802463,0.12722011092473012,-0.5147929057957907,-0.5394935528115393,0.3866118490492137,0.17530702774452586
01103,0.21972962533225143,0.138916330383022,-0.45874286672768233,-0.5395854830362306,0.17374223992735155,0.21876499749232212
01105,0.3361483253295793,0.011512900371343374,-0.32974938738434767,-0.43548272869027527,0.08762559452403303,-0.08636696523621241
01107,0.02680299901578035,0.11209915599718315,-0.23697307858217836,-0.6538498007304352,0.0007913354934624793,0.36514470634214075
01109,-0.003408674727571315,0.34054172990400333,-0.4603604020165951,-0.470067233686765,0.11586304334742183,0.20920967374780308
01111,-0.06649557887499724,0.23345194542353223,-0.22001002643050044,-0.6091145295461472,0.30349221702567747,0.26388590069360846
