state,0.2,0.5,0.8,delta,lower_bound,upper_bound
01000,-2.0,0.0,2.0,6.0,-8.0,8.0
01001,-12.0,-4.0,7.0,28.5,-40.5,35.5
01003,-12.0,-3.0,47.0,88.5,-100.5,135.5
01005,-4.0,0.0,6.0,15.0,-19.0,21.0
01007,-8.0,-1.0,10.0,27.0,-35.0,37.0
01009,-19.0,-3.0,13.0,48.0,-67.0,61.0
01011,-3.0,0.0,1.0,6.0,-9.0,7.0
01013,-7.0,-1.0,3.0,15.0,-22.0,18.0
01015,-17.0,0.0,19.0,54.0,-71.0,73.0
01017,-9.0,-1.0,3.0,18.0,-27.0,21.0
01019,-5.0,0.0,6.0,16.5,-21.5,22.5
01021,-13.0,0.0,7.0,30.0,-43.0,37.0
01023,-4.0,-1.0,4.0,12.0,-16.0,16.0
01025,-4.0,1.0,8.0,18.0,-22.0,26.0
01027,-5.0,0.0,4.0,13.5,-18.5,17.5
01029,-2.0,0.0,2.0,6.0,-8.0,8.0
01031,-14.0,-2.0,1.0,22.5,-36.5,23.5
01033,-11.0,-3.0,9.0,30.0,-41.0,39.0
01035,-3.0,-1.0,4.0,10.5,-13.5,14.5
01037,-3.0,0.0,4.0,10.5,-13.5,14.5
01039,-6.0,0.0,6.0,18.0,-24.0,24.0
01041,-7.0,-2.0,1.0,12.0,-19.0,13.0
01043,-28.0,0.0,11.0,58.5,-86.5,69.5
01045,-12.0,-2.0,3.0,22.5,-34.5,25.5
01047,-10.0,0.0,10.0,30.0,-40.0,40.0
01049,-14.0,0.0,13.0,40.5,-54.5,53.5
01051,-12.0,0.0,24.0,54.0,-66.0,78.0
01053,-7.0,-2.0,8.0,22.5,-29.5,30.5
01055,-22.0,0.0,9.0,46.5,-68.5,55.5
01057,-4.0,-1.0,8.0,18.0,-22.0,26.0
01059,-6.0,0.0,8.0,21.0,-27.0,29.0
01061,-6.0,0.0,4.0,15.0,-21.0,19.0
01063,-4.0,0.0,1.0,7.5,-11.5,8.5
01065,-3.0,0.0,3.0,9.0,-12.0,12.0
01067,-4.0,-1.0,2.0,9.0,-13.0,11.0
01069,-30.0,-9.0,3.0,49.5,-79.5,52.5
01071,-16.0,-3.0,2.0,27.0,-43.0,29.0
01073,-108.0,0.0,53.0,241.5,-349.5,294.5
01075,-7.0,0.0,4.0,16.5,-23.5,20.5
01077,-12.0,-2.0,19.0,46.5,-58.5,65.5
01079,-5.0,0.0,6.0,16.5,-21.5,22.5
01081,-10.0,1.0,15.0,37.5,-47.5,52.5
01083,-16.0,0.0,9.0,37.5,-53.5,46.5
01085,-2.0,0.0,2.0,6.0,-8.0,8.0
