state,0.2,0.5,0.8,delta,lower_bound,upper_bound
01000,-2.0,0.0,2.0,6.0,-8.0,8.0
01001,-8.0,0.5,6.0,21.0,-29.0,27.0
01003,-27.4,4.5,39.40000000000001,102.0,-129.4,141.4
01005,-3.8,-0.5,3.8000000000000007,12.0,-15.8,15.8
01007,-5.8,-0.5,3.0,13.5,-19.3,16.5
01009,-8.8,1.0,11.8,31.5,-40.3,43.3
01011,-2.0,0.0,1.8000000000000007,6.0,-8.0,7.800000000000001
01013,-4.0,0.0,7.200000000000003,18.0,-22.0,25.200000000000003
01015,-14.0,0.0,31.40000000000001,69.0,-83.0,100.4
01017,-8.8,-1.0,1.0,15.0,-23.8,16.0
01019,-3.0,1.5,9.8,19.5,-22.5,29.3
01021,-11.2,1.0,8.0,30.0,-41.2,38.0
01023,-1.7999999999999998,0.0,4.0,9.0,-10.8,13.0
01025,-6.6,0.0,5.0,18.0,-24.6,23.0
01027,-4.8,0.0,2.0,10.5,-15.3,12.5
01029,-0.7999999999999998,1.0,5.800000000000001,10.5,-11.3,16.3
01031,-7.8,0.5,10.8,28.5,-36.3,39.3
01033,-3.0,5.0,18.8,33.0,-36.0,51.8
01035,-3.0,0.0,3.6000000000000014,10.5,-13.5,14.100000000000001
01037,-4.0,0.0,5.0,13.5,-17.5,18.5
01039,-3.0,3.0,15.0,27.0,-30.0,42.0
01041,-1.0,0.0,3.0,6.0,-7.0,9.0
01043,-10.8,-4.0,15.200000000000006,40.5,-51.3,55.7
01045,-5.8,2.0,23.6,45.0,-50.8,68.6
01047,-4.6,0.0,7.400000000000002,19.5,-24.1,26.900000000000002
01049,-5.8,6.0,24.000000000000004,46.5,-52.3,70.5
01051,-14.0,-2.5,9.200000000000003,36.0,-50.0,45.2
01053,-5.6,0.0,7.400000000000002,21.0,-26.6,28.400000000000002
01055,-13.8,0.0,18.600000000000005,49.5,-63.3,68.10000000000001
01057,-4.0,-0.5,7.200000000000003,18.0,-22.0,25.200000000000003
01059,-6.3999999999999995,0.5,14.600000000000005,33.0,-39.4,47.60000000000001
01061,-5.0,1.5,8.0,19.5,-24.5,27.5
01063,-0.7999999999999998,1.0,4.800000000000001,9.0,-9.8,13.8
01065,-5.8,0.0,4.400000000000002,16.5,-22.3,20.900000000000002
01067,-3.8,1.0,6.0,15.0,-18.8,21.0
01069,-1.7999999999999998,9.0,31.8,51.0,-52.8,82.8
01071,-6.8,-1.0,11.600000000000001,28.5,-35.3,40.1
01073,-79.8,-5.0,102.20000000000002,274.5,-354.3,376.70000000000005
01075,-2.0,0.0,8.0,15.0,-17.0,23.0
01077,-1.0,13.0,29.000000000000004,46.5,-47.5,75.5
01079,-4.6,1.0,6.0,16.5,-21.1,22.5
01081,-25.8,-3.0,12.8,58.5,-84.3,71.3
01083,-21.0,-4.5,17.6,58.5,-79.5,76.1
01085,-1.0,0.0,3.0,6.0,-7.0,9.0
01087,-3.0,-0.5,7.0,15.0,-18.0,22.0
01089,-13.599999999999998,16.5,79.4,141.0,-154.6,220.4
01091,-1.0,1.5,8.8,15.0,-16.0,23.8
01093,-6.6,-1.0,7.600000000000001,22.5,-29.1,30.1
01095,-13.6,0.0,35.20000000000002,75.0,-88.6,110.20000000000002
01097,-1.0,20.0,230.00000000000006,348.0,-349.0,578.0
01099,-4.8,-0.5,5.400000000000002,16.5,-21.3,21.900000000000002
01101,-16.0,-4.5,53.000000000000014,105.0,-121.0,158.0
01103,-10.399999999999999,2.0,20.8,48.0,-58.4,68.8
01105,-1.0,0.0,2.8000000000000007,6.0,-7.0,8.8
01107,-3.0,1.0,9.600000000000001,19.5,-22.5,29.1
01109,-8.0,-1.0,10.600000000000005,28.5,-36.5,39.10000000000001
01111,-1.7999999999999998,0.0,6.400000000000002,13.5,-15.3,19.900000000000002
01113,-6.0,-1.0,4.800000000000001,16.5,-22.5,21.3
01115,-16.0,-6.5,6.600000000000001,34.5,-50.5,41.1
01117,-16.2,9.0,47.80000000000001,97.5,-113.7,145.3
01119,-1.0,1.0,5.800000000000001,10.5,-11.5,16.3
01121,-9.399999999999999,3.5,33.0,64.5,-73.9,97.5
01123,-14.399999999999999,-0.5,25.600000000000005,61.5,-75.9,87.10000000000001
01125,-8.8,10.0,52.60000000000001,93.0,-101.8,145.60000000000002
01127,-27.6,-9.5,3.200000000000003,48.0,-75.6,51.2
01129,-1.0,0.5,9.400000000000002,16.5,-17.5,25.900000000000002
01131,-2.0,0.0,4.0,9.0,-11.0,13.0
01133,-12.8,-2.0,4.800000000000001,27.0,-39.8,31.8
02000,-1.0,1.0,6.600000000000001,12.0,-13.0,18.6
02013,-1.0,0.0,3.6000000000000014,7.5,-8.5,11.100000000000001
02016,-1.0,0.0,8.000000000000004,15.0,-16.0,23.000000000000004
02020,-1.0,151.5,618.2,930.0,-931.0,1548.2
02050,-8.6,9.0,42.400000000000006,78.0,-86.6,120.4
02060,-2.0,0.0,2.0,6.0,-8.0,8.0
02063,-3.3999999999999995,2.0,13.8,27.0,-30.4,40.8
02066,-0.7999999999999998,1.0,8.800000000000004,15.0,-15.8,23.800000000000004
02068,-1.0,0.0,2.0,4.5,-5.5,6.5
02070,-1.0,1.0,11.200000000000003,19.5,-20.5,30.700000000000003
02090,-1.0,45.5,169.80000000000007,256.5,-257.5,426.30000000000007
02100,-0.7999999999999998,0.0,9.600000000000001,16.5,-17.3,26.1
02105,-2.0,0.0,2.0,6.0,-8.0,8.0
02110,-1.7999999999999998,11.5,70.80000000000001,109.5,-111.3,180.3
02122,-5.199999999999999,28.5,89.20000000000002,144.0,-149.2,233.20000000000002
02130,-3.8,9.0,28.200000000000003,49.5,-53.3,77.7
02150,-4.0,8.0,24.8,43.5,-47.5,68.3
02164,-1.0,1.0,4.0,7.5,-8.5,11.5
02170,-26.0,42.0,221.00000000000003,372.0,-398.0,593.0
02180,-3.0,4.0,51.20000000000001,82.5,-85.5,133.70000000000002
02185,-6.999999999999999,2.0,36.80000000000001,66.0,-73.0,102.80000000000001
02188,-2.0,2.5,25.000000000000007,42.0,-44.0,67.0
02195,-1.0,1.0,4.800000000000001,9.0,-10.0,13.8
02198,-2.8,3.0,12.600000000000001,24.0,-26.8,36.6
02220,-2.8,4.0,19.8,34.5,-37.3,54.3
02230,-1.0,0.0,1.8000000000000007,4.5,-5.5,6.300000000000001
02240,-1.0,2.5,16.400000000000002,27.0,-28.0,43.400000000000006
02261,-2.0,0.0,2.0,6.0,-8.0,8.0
02270,-1.0,4.5,20.6,33.0,-34.0,53.6
02275,-1.0,1.0,3.0,6.0,-7.0,9.0
02282,-0.7999999999999998,0.0,3.8000000000000007,7.5,-8.3,11.3
