name,fips,county,state
"Box Elder County, Utah, United States",49003,Box Elder County,Utah
"Cache County, Utah, United States",49005,Cache County,Utah
"Carbon County, Utah, United States",49007,Carbon County,Utah
"Daggett County, Utah, United States",49009,Daggett County,Utah
"Davis County, Utah, United States",49011,Davis County,Utah
"Duchesne County, Utah, United States",49013,Duchesne County,Utah
"Emery County, Utah, United States",49015,Emery County,Utah
"Garfield County, Utah, United States",49017,Garfield County,Utah
"Grand County, Utah, United States",49019,Grand County,Utah
"Iron County, Utah, United States",49021,Iron County,Utah
"Juab County, Utah, United States",49023,Juab County,Utah
"Kane County, Utah, United States",49025,Kane County,Utah
"Millard County, Utah, United States",49027,Millard County,Utah
"Morgan County, Utah, United States",49029,Morgan County,Utah
"Piute County, Utah, United States",49031,Piute County,Utah
"Rich County, Utah, United States",49033,Rich County,Utah
"Salt Lake County, Utah, United States",49035,Salt Lake County,Utah
"San Juan County, Utah, United States",49037,San Juan County,Utah
"Sanpete County, Utah, United States",49039,Sanpete County,Utah
"Sevier County, Utah, United States",49041,Sevier County,Utah
"Summit County, Utah, United States",49043,Summit County,Utah
"Tooele County, Utah, United States",49045,Tooele County,Utah
"Uintah County, Utah, United States",49047,Uintah County,Utah
"Utah County, Utah, United States",49049,Utah County,Utah
"Wasatch County, Utah, United States",49051,Wasatch County,Utah
"Washington County, Utah, United States",49053,Washington County,Utah
"Wayne County, Utah, United States",49055,Wayne County,Utah
"Weber County, Utah, United States",49057,Weber County,Utah
"Addison County, Vermont, United States",50001,Addison County,Vermont
"Bennington County, Vermont, United States",50003,Bennington County,Vermont
"Caledonia County, Vermont, United States",50005,Caledonia County,Vermont
"Chittenden County, Vermont, United States",50007,Chittenden County,Vermont
"Essex County, Vermont, United States",50009,Essex County,Vermont
"Franklin County, Vermont, United States",50011,Franklin County,Vermont
"Grand Isle County, Vermont, United States",50013,Grand Isle County,Vermont
"Lamoille County, Vermont, United States",50015,Lamoille County,Vermont
"Orange County, Vermont, United States",50017,Orange County,Vermont
"Orleans County, Vermont, United States",50019,Orleans County,Vermont
"Rutland County, Vermont, United States",50021,Rutland County,Vermont
"Washington County, Vermont, United States",50023,Washington County,Vermont
"Windham County, Vermont, United States",50025,Windham County,Vermont
"Windsor County, Vermont, United States",50027,Windsor County,Vermont
"Adams County, Washington, United States",53001,Adams County,Washington
"Asotin County, Washington, United States",53003,Asotin County,Washington
"Benton County, Washington, United States",53005,Benton County,Washington
"Chelan County, Washington, United States",53007,Chelan County,Washington
"Clallam County, Washington, United States",53009,Clallam County,Washington
"Clark County, Washington, United States",53011,Clark County,Washington
"Columbia County, Washington, United States",53013,Columbia County,Washington
"Cowlitz County, Washington, United States",53015,Cowlitz County,Washington
"Douglas County, Washington, United States",53017,Douglas County,Washington
"Ferry County, Washington, United States",53019,Ferry County,Washington
"Franklin County, Washington, United States",53021,Franklin County,Washington
"Garfield County, Washington, United States",53023,Garfield County,Washington
"Grant County, Washington, United States",53025,Grant County,Washington
"Grays Harbor County, Washington, United States",53027,Grays Harbor County,Washington
"Island County, Washington, United States",53029,Island County,Washington
"Jefferson County, Washington, United States",53031,Jefferson County,Washington
"King County, Washington, United States",53033,King County,Washington
"Kitsap County, Washington, United States",53035,Kitsap County,Washington
"Kittitas County, Washington, United States",53037,Kittitas County,Washington
"Klickitat County, Washington, United States",53039,Klickitat County,Washington
"Lewis County, Washington, United States",53041,Lewis County,Washington
"Lincoln County, Washington, United States",53043,Lincoln County,Washington
"Mason County, Washington, United States",53045,Mason County,Washington
"Okanogan County, Washington, United States",53047,Okanogan County,Washington
"Pacific County, Washington, United States",53049,Pacific County,Washington
"Pend Oreille County, Washington, United States",53051,Pend Oreille County,Washington
"Pierce County, Washington, United States",53053,Pierce County,Washington
"San Juan County, Washington, United States",53055,San Juan County,Washington
"Skagit County, Washington, United States",53057,Skagit County,Washington
"Skamania County, Washington, United States",53059,Skamania County,Washington
"Spokane County, Washington, United States",53063,Spokane County,Washington
"Stevens County, Washington, United States",53065,Stevens County,Washington
"Thurston County, Washington, United States",53067,Thurston County,Washington
"Wahkiakum County, Washington, United States",53069,Wahkiakum County,Washington
"Walla Walla County, Washington, United States",53071,Walla Walla County,Washington
"Whatcom County, Washington, United States",53073,Whatcom County,Washington
"Whitman County, Washington, United States",53075,Whitman County,Washington
"Yakima County, Washington, United States",53077,Yakima County,Washington
"Barbour County, West Virginia, United States",54001,Barbour County,West Virginia
"Berkeley County, West Virginia, United States",54003,Berkeley County,West Virginia
"Boone County, West Virginia, United States",54005,Boone County,West Virginia
"Braxton County, West Virginia, United States",54007,Braxton County,West Virginia
"Brooke County, West Virginia, United States",54009,Brooke County,West Virginia
"Cabell County, West Virginia, United States",54011,Cabell County,West Virginia
"Calhoun County, West Virginia, United States",54013,Calhoun County,West Virginia
"Clay County, West Virginia, United States",54015,Clay County,West Virginia
"Doddridge County, West Virginia, United States",54017,Doddridge County,West Virginia
"Fayette County, West Virginia, United States",54019,Fayette County,West Virginia
"Gilmer County, West Virginia, United States",54021,Gilmer County,West Virginia
"Grant County, West Virginia, United States",54023,Grant County,West Virginia
"Greenbrier County, West Virginia, United States",54025,Greenbrier County,West Virginia
"Hampshire County, West Virginia, United States",54027,Hampshire County,West Virginia
"Hancock County, West Virginia, United States",54029,Hancock County,West Virginia
"Hardy County, West Virginia, United States",54031,Hardy County,West Virginia
"Harrison County, West Virginia, United States",54033,Harrison County,West Virginia
"Jackson County, West Virginia, United States",54035,Jackson County,West Virginia
"Jefferson County, West Virginia, United States",54037,Jefferson County,West Virginia
"Kanawha County, West Virginia, United States",54039,Kanawha County,West Virginia
"Lewis County, West Virginia, United States",54041,Lewis County,West Virginia
"Lincoln County, West Virginia, United States",54043,Lincoln County,West Virginia
"Logan County, West Virginia, United States",54045,Logan County,West Virginia
"McDowell County, West Virginia, United States",54047,McDowell County,West Virginia
"Marion County, West Virginia, United States",54049,Marion County,West Virginia
"Marshall County, West Virginia, United States",54051,Marshall County,West Virginia
"Mason County, West Virginia, United States",54053,Mason County,West Virginia
"Mercer County, West Virginia, United States",54055,Mercer County,West Virginia
"Mineral County, West Virginia, United States",54057,Mineral County,West Virginia
"Mingo County, West Virginia, United States",54059,Mingo County,West Virginia
"Monongalia County, West Virginia, United States",54061,Monongalia County,West Virginia
"Monroe County, West Virginia, United States",54063,Monroe County,West Virginia
"Morgan County, West Virginia, United States",54065,Morgan County,West Virginia
"Nicholas County, West Virginia, United States",54067,Nicholas County,West Virginia
"Ohio County, West Virginia, United States",54069,Ohio County,West Virginia
"Pendleton County, West Virginia, United States",54071,Pendleton County,West Virginia
"Pleasants County, West Virginia, United States",54073,Pleasants County,West Virginia
"Pocahontas County, West Virginia, United States",54075,Pocahontas County,West Virginia
"Preston County, West Virginia, United States",54077,Preston County,West Virginia
"Putnam County, West Virginia, United States",54079,Putnam County,West Virginia
"Raleigh County, West Virginia, United States",54081,Raleigh County,West Virginia
"Randolph County, West Virginia, United States",54083,Randolph County,West Virginia
"Ritchie County, West Virginia, United States",54085,Ritchie County,West Virginia
"Roane County, West Virginia, United States",54087,Roane County,West Virginia
"Summers County, West Virginia, United States",54089,Summers County,West Virginia
"Taylor County, West Virginia, United States",54091,Taylor County,West Virginia
"Tucker County, West Virginia, United States",54093,Tucker County,West Virginia
"Tyler County, West Virginia, United States",54095,Tyler County,West Virginia
"Upshur County, West Virginia, United States",54097,Upshur County,West Virginia
"Wayne County, West Virginia, United States",54099,Wayne County,West Virginia
"Webster County, West Virginia, United States",54101,Webster County,West Virginia
"Wetzel County, West Virginia, United States",54103,Wetzel County,West Virginia
"Wirt County, West Virginia, United States",54105,Wirt County,West Virginia
"Wood County, West Virginia, United States",54107,Wood County,West Virginia
