,weekday_outlier,global_outlier,stream_individual,stream_group,evd_ranking
05109,0.0,0,0.7688953488372093,0.6608869111554396,0.0
05111,0.0,0,0.3459302325581395,0.633049460385658,0.0
05113,0.0,0,0.22965116279069764,0.6629712035190016,0.0
05115,0.0,0,0.5988372093023255,0.4156309140197433,0.0
05117,0.0,0,0.5203488372093024,0.89189811262851,0.0
05119,0.0,0,0.9331395348837209,0.6866912178405197,0.0
05121,0.0,0,0.043604651162790664,0.5743951716024756,0.0
05123,0.0,0,0.8313953488372093,0.7503963991611682,0.0
05125,0.0,0,0.6191860465116279,0.20247046186895812,0.0
05127,0.0,0,0.6816860465116279,0.6208633829471638,0.0
05129,0.0,0,0.5363372093023255,0.10357526469234313,0.0
05131,0.0,0,0.03197674418604646,0.5485013554293898,0.0
05133,0.0,0,0.8197674418604651,0.6644161423968084,0.0
05135,0.0,0,0.07267441860465118,0.6195207406270778,0.0
05137,0.0,0,0.03197674418604646,0.5770420950335021,0.0
05139,0.0,0,0.6540697674418605,0.8474502582988083,0.0
05141,0.0,0,0.5276162790697675,0.005882052068947874,0.0
05143,0.0,0,0.688953488372093,0.3322080711984041,0.0
05145,0.0,0,0.09011627906976749,0.5198327451281264,0.0
05147,0.0,0,0.5130813953488372,0.1554396194568053,0.0
05149,0.0,0,0.6947674418604651,0.39350928341261315,0.0
06,0.0,0,0.5305232558139535,0.09029603868012559,0.0
06000,0.0,0,1.0,1.0,0.0
06001,0.0,0,0.8181818181818182,0.7356009839681059,0.0
06003,0.0,0,0.5718475073313782,0.24374416829247603,0.0
06005,0.0,0,0.9765395894428153,0.9046144711171431,0.44298172757475085
06007,0.0,0,0.6187683284457478,0.7213504114004581,0.0
06009,0.0,0,0.6510263929618768,0.5516583255577233,0.0
06011,0.0,0,0.8123167155425219,0.7968445160743065,8.305647840531562e-05
06013,0.0,0,0.8797653958944281,0.8407837814912207,0.013205980066445184
06015,0.0,0,0.8709677419354839,0.8061752481126474,0.00029069767441860465
06017,0.0,0,0.6627565982404692,0.6898379845618797,0.0
06019,0.0,0,0.7096774193548387,0.47811519212825515,0.0
06021,0.0,0,0.33137829912023464,0.633980829586903,0.0
06023,0.0,0,0.7478005865102639,0.7346679107642717,0.0
06025,0.0,0,0.18475073313782986,0.00576808889642888,0.0
06027,0.0,0,0.12609970674486803,0.6642632962931546,0.0
06029,0.0,0,0.9648093841642229,0.9826957333107134,0.9211378737541528
06031,0.0,0,0.8651026392961877,0.8029943167359403,0.00016611295681063124
06033,0.0,0,0.841642228739003,0.7994316735940283,8.305647840531562e-05
06035,0.0,0,0.5630498533724341,0.36805496649418945,0.0
06037,0.0,0,0.9956395348837209,0.9868097378912546,0.9379983388704319
06039,0.0,0,0.07917888563049857,0.2689371447959963,0.0
06041,0.0,0,0.8797653958944281,0.8501145135295615,0.02749169435215947
06043,0.0,0,0.622093023255814,0.900988209347697,0.0
06045,0.0,0,0.7243401759530792,0.7152854355755365,0.0
06047,0.0,0,0.3196480938416423,0.058783611841547234,0.0
06049,0.0,0,1.0,0.21693951989142424,0.0
06051,0.0,0,0.7008797653958945,0.7906098905759606,0.0
06053,0.0,0,0.7859237536656891,0.7692340317244889,0.0
06055,0.0,0,0.8768328445747801,0.8379845618797184,0.009883720930232558
06057,0.0,0,0.8387096774193549,0.7724997879379082,0.0
06059,0.0,0,0.8592375366568915,0.7582068029519043,0.0
06061,0.0,0,0.8299120234604106,0.7615997964203919,0.0
06063,0.0,0,0.8123167155425219,0.778692001017898,0.0
06065,0.0,0,0.21407624633431088,0.5414157265247265,0.0
06067,0.0,0,0.8592375366568915,0.8090592925608618,0.0004983388704318936
06069,0.0,0,0.8475073313782991,0.8133853592331834,0.0007890365448504984
06071,0.0,0,0.8680351906158358,0.8212740690474171,0.002159468438538206
06073,0.0,0,0.8709677419354839,0.780006785986937,0.0
06075,0.0,0,0.8651026392961877,0.7700822800916108,0.0
06077,0.0,0,0.7653958944281525,0.8070659088981254,0.00037375415282392025
06079,0.0,0,0.46041055718475077,0.611544660276529,0.0
06081,0.0,0,0.8563049853372434,0.8031639664093646,0.00016611295681063124
06083,0.0,0,0.5102639296187683,0.5484349817626601,0.0
06085,0.0,0,0.873900293255132,0.8210195945372805,0.002159468438538206
06087,0.0,0,0.8005865102639296,0.8335736703706845,0.00681063122923588
06089,0.0,0,0.7771260997067448,0.8101620154381203,0.0005398671096345515
06091,0.0,0,1.0,0.5032445500042413,0.0
06093,0.0,0,0.7624633431085044,0.8133853592331834,0.0007890365448504984
06095,0.0,0,0.8093841642228738,0.8370939010942404,0.009053156146179402
06097,0.0,0,0.8797653958944281,0.8621596403426923,0.07616279069767441
06099,0.0,0,0.7917888563049853,0.7012045126813131,0.0
06101,0.0,0,0.8504398826979472,0.862498939689541,0.07923588039867109
06103,0.0,0,0.6803519061583577,0.7526083637288998,0.0
06105,0.0,0,0.5366568914956011,0.9927050640427517,0.5432724252491694
06107,0.0,0,0.14369501466275658,0.41733819662397154,0.0
06109,0.0,0,0.6011730205278593,0.520103486300789,0.0
06111,0.0,0,0.5278592375366569,0.3547374671303758,0.0
06113,0.0,0,0.8563049853372434,0.7981168886249894,8.305647840531562e-05
06115,0.0,0,0.7008797653958945,0.7472219865976758,0.0
08,0.0,0,0.9113372093023255,0.6529189197025268,0.0
08000,0.0,0,0.688953488372093,0.46515707223728275,0.0
08001,0.0,0,0.7732558139534884,0.5806961337179803,0.0
08003,0.0,0,0.9607558139534884,0.927516272596802,0.0001245847176079734
08005,0.0,0,0.9912790697674418,0.9730940403879329,0.48546511627906974
08007,0.0,0,0.875,0.8568591351241646,0.0
08009,0.0,0,0.5726744186046512,0.36014264797552953,0.0
08011,0.0,0,0.7674418604651163,0.4594163610269495,0.0
08013,0.0,0,0.998546511627907,0.9770081616677055,0.6409053156146179
08014,0.0,0,0.9709302325581395,0.9395195778547716,0.0009966777408637873
08015,0.0,0,0.9869186046511628,0.9483335991070004,0.004526578073089701
08017,0.0,0,0.7558139534883721,0.27954074310317334,0.0
08019,0.0,0,0.5755813953488372,0.3169713399341848,0.0
08021,0.0,0,0.9505813953488372,0.8968121656688074,0.0
08023,0.0,0,0.7296511627906976,0.6285064003131298,0.0
08025,0.0,0,0.9331395348837209,0.873936301300358,0.0
08027,0.0,0,0.005813953488372103,0.22253953987329844,0.0
08029,0.0,0,0.9840116279069767,0.9531755120975341,0.008098006644518272
08031,0.0,0,0.9840116279069767,0.9676142705962512,0.1786544850498339
08033,0.0,0,0.5135135135135135,0.632072599701367,0.0
08035,0.0,0,0.9854651162790697,0.9667444658674128,0.1392857142857143
08037,0.0,0,0.563953488372093,0.11671329786462936,0.0
08039,0.0,0,0.7354651162790697,0.4947304330177875,0.0
08041,0.0,0,0.9709302325581395,0.9039010742088401,0.0
08043,0.0,0,0.9840116279069767,0.9612357025847698,0.03276578073089701
08045,0.0,0,0.18895348837209303,0.5076760267319986,0.0
08047,0.0,0,0.688953488372093,0.46022817877386524,0.0
08049,0.0,0,0.5988372093023255,0.2539394905843638,0.0
08051,0.0,0,0.7340116279069767,0.7012800626259406,0.0
08053,0.0,0,1.0,0.10482596657050491,0.0
08055,0.0,0,0.7427325581395349,0.35086473086792014,0.0
08057,0.0,0,0.8504398826979472,0.5221872689581188,0.0
08059,0.0,0,0.9796511627906976,0.960539858801699,0.030066445182724253
08061,0.0,0,1.0,0.26556588045983676,0.0
08063,0.0,0,0.9244186046511628,0.7570925327264029,0.0
08065,0.0,0,0.5973837209302325,0.11039271683507057,0.0
08067,0.0,0,0.6119186046511628,0.08667604122874417,0.0
08069,0.0,0,0.6700581395348837,0.1427204592568968,0.0
08071,0.0,0,0.7093023255813954,0.3679998840260361,0.0
08073,0.0,0,0.5508720930232558,0.18325335962076517,0.0
08075,0.0,0,0.9665697674418605,0.9222684507328105,4.152823920265781e-05
08077,0.0,0,0.9883720930232558,0.9656137197199228,0.10008305647840532
08079,0.0,0,0.8313953488372093,0.9390121917629493,0.0
08081,0.0,0,0.7398255813953488,0.5700555225351909,0.0
08083,0.0,0,0.8982558139534884,0.9276902335425697,0.0
08085,0.0,0,0.7950581395348837,0.642452269465505,0.0
08087,0.0,0,0.7427325581395349,0.4450065960191937,0.0
08089,0.0,0,0.872093023255814,0.7975384526173874,0.0
08091,0.0,0,0.7151162790697675,0.44297705165190415,0.0
08093,0.0,0,0.8677325581395349,0.6538177179223265,0.0
08095,0.0,0,0.906158357771261,0.8699641930386628,0.0
08097,0.0,0,0.9956395348837209,0.9636711558255172,0.057848837209302326
08099,0.0,0,0.502906976744186,0.22601875878865196,0.0
08101,0.0,0,0.9622093023255814,0.940505356547455,0.0012043189368770764
08103,0.0,0,0.7456395348837209,0.25266377698206754,0.0
08105,0.0,0,0.9840116279069767,0.9479566837245038,0.004401993355481727
08107,0.0,0,0.5465116279069767,0.027819254577347352,0.0
08109,0.0,0,0.936046511627907,0.8407097606587322,0.0
08111,0.0,0,0.6104651162790697,0.21601600440701063,0.0
08113,0.0,0,0.877906976744186,0.9261390817761412,0.0
08115,0.0,0,0.8575581395348837,0.6657630361983735,0.0
08117,0.0,0,0.6540697674418605,0.4167089488409852,0.0
08119,0.0,0,0.9709302325581395,0.9301256867833172,0.00016611295681063124
08121,0.0,0,0.9325513196480938,0.8571200765428162,0.0
08123,0.0,0,0.9694767441860465,0.9304156216929299,0.00016611295681063124
08125,0.0,0,0.5712209302325582,0.27814905553703195,0.0
09,0.0,0,0.27034883720930236,0.6372477287970246,0.0
09000,0.0,0,0.8706395348837209,0.8600085360648742,0.0
09001,0.0,0,0.625,0.528169014084507,0.0
09003,0.0,0,0.5319767441860465,0.5762758368392171,0.0
09005,0.0,0,0.5232558139534884,0.8510761538930554,0.0
09007,0.0,0,0.7223837209302325,0.2639473202853485,0.0
09009,0.0,0,0.23546511627906974,0.8240656057557466,0.0
09011,0.0,0,0.16860465116279066,0.6745930126211817,0.0
09013,0.0,0,0.5726744186046512,0.8118407414182062,0.0
09015,0.0,0,0.34883720930232553,0.7712639473202854,0.0
10,0.0,0,1.0,0.9542265513248416,0.7338455149501661
10000,0.0,0,0.6947674418604651,0.6498194945848376,0.0
10001,0.0,0,0.9941860465116279,0.9299775219671684,0.2269518272425249
10003,0.0,0,0.998546511627907,0.9448947619371977,0.5919435215946844
10005,0.0,0,1.0,0.9455077991962401,0.5998754152823921
11,0.0,0,0.9534883720930233,0.9311798756521118,0.44393687707641194
11000,0.0,0,1.0,0.298220538840849,0.0
11001,0.0,0,0.9534883720930233,0.9311798756521118,0.44393687707641194
12,0.0,0,0.5726744186046512,0.038977214447944886,0.0
12000,0.0,0,0.9883720930232558,0.9934793757784454,0.9822674418604651
12001,0.0,0,,,
12003,0.0,0,,,
12005,0.0,0,,,
12007,0.0,0,,,
12009,0.0,0,,,
12011,0.0,0,,,
12013,0.0,0,,,
12015,0.0,0,,,
12017,0.0,0,,,
12019,0.0,0,,,
12021,0.0,0,,,
12023,0.0,0,,,
12027,0.0,0,,,
12029,0.0,0,,,
12031,0.0,0,,,
12033,0.0,0,,,
12035,0.0,0,,,
12037,0.0,0,,,
12039,0.0,0,,,
12041,0.0,0,,,
12043,0.0,0,,,
12045,0.0,0,,,
12047,0.0,0,,,
12049,0.0,0,,,
12051,0.0,0,,,
12053,0.0,0,,,
12055,0.0,0,,,
12057,0.0,0,,,
12059,0.0,0,,,
12061,0.0,0,,,
12063,0.0,0,,,
12065,0.0,0,,,
12067,0.0,0,,,
12069,0.0,0,,,
12071,0.0,0,,,
12073,0.0,0,,,
12075,0.0,0,,,
12077,0.0,0,,,
12079,0.0,0,,,
12081,0.0,0,,,
12083,0.0,0,,,
12085,0.0,0,,,
12086,0.0,0,,,
12087,0.0,0,,,
12089,0.0,0,,,
12091,0.0,0,,,
12093,0.0,0,,,
12095,0.0,0,,,
12097,0.0,0,,,
12099,0.0,0,,,
12101,0.0,0,,,
12103,0.0,0,,,
12105,0.0,0,,,
12107,0.0,0,,,
12109,0.0,0,,,
12111,0.0,0,,,
12113,0.0,0,,,
12115,0.0,0,,,
12117,0.0,0,,,
12119,0.0,0,,,
12121,0.0,0,,,
12123,0.0,0,,,
12125,0.0,0,,,
12127,0.0,0,,,
12129,0.0,0,,,
12131,0.0,0,,,
12133,0.0,0,,,
13,0.0,0,0.9864864864864865,0.997284737089447,0.9882890365448505
13000,0.0,0,0.9864864864864865,0.9701321079839172,0.8026993355481727
13001,0.0,0,0.972972972972973,0.8882042713174246,8.305647840531562e-05
13003,0.0,0,0.5058139534883721,0.29105529737350533,0.0
13005,0.0,0,0.972972972972973,0.9447548430891337,0.20299003322259135
13007,0.0,0,0.7162162162162162,0.7423633230640698,0.0
13009,0.0,0,1.0,0.9334238420970185,0.032516611295681064
13011,0.0,0,0.9864864864864865,0.9314396115085374,0.023837209302325583
13013,0.0,0,0.9864864864864865,0.9468435068664822,0.27632890365448504
13015,0.0,0,0.9864864864864865,0.9518562999321184,0.47545681063122924
13017,0.0,0,0.8243243243243243,0.7661218735314083,0.0
13019,0.0,0,0.972972972972973,0.925539136337528,0.012790697674418604
13021,0.0,0,0.9864864864864865,0.9585400240196335,0.631312292358804
13023,0.0,0,0.972972972972973,0.8931648477886273,0.00016611295681063124
13025,0.0,0,0.9594594594594594,0.8906584512558091,0.0001245847176079734
13027,0.0,0,0.9459459459459459,0.8526447705080675,0.0
13029,0.0,0,0.9864864864864865,0.94146519763981,0.11935215946843854
13031,0.0,0,0.9864864864864865,0.9418307138008459,0.13035714285714287
13033,0.0,0,0.972972972972973,0.9049135815362122,0.0012043189368770764
13035,0.0,0,0.9864864864864865,0.9391676674847267,0.09123754152823921
13037,0.0,0,0.8648648648648649,0.8957234609158791,0.00029069767441860465
13039,0.0,0,1.0,0.9438671609837607,0.18214285714285713
13043,0.0,0,0.8243243243243243,0.8486240927366717,0.0
13045,0.0,0,0.9864864864864865,0.9467912902720484,0.2735880398671096
13047,0.0,0,0.9864864864864865,0.9514385671766488,0.4623338870431894
13049,0.0,0,0.972972972972973,0.875672288653334,0.0
13051,0.0,0,0.9864864864864865,0.9612030703357527,0.6776993355481727
13053,0.0,0,0.8783783783783784,0.8340556628896664,0.0
13055,0.0,0,0.9864864864864865,0.9300297634588273,0.02080564784053156
13057,0.0,0,0.9864864864864865,0.9628217847631977,0.7042358803986711
13059,0.0,0,0.9864864864864865,0.9535272309539972,0.5146594684385382
13061,0.0,0,0.7162162162162162,0.574800271526291,0.0
13063,0.0,0,0.9864864864864865,0.9625607017910291,0.7019933554817276
13065,0.0,0,0.6216216216216216,0.5797608479974936,0.0
13067,0.0,0,0.9864864864864865,0.979217795415383,0.879734219269103
13069,0.0,0,0.8648648648648649,0.8000626599133205,0.0
13071,0.0,0,0.9864864864864865,0.9391154508902929,0.0888704318936877
13073,0.0,0,0.9864864864864865,0.9545715628426714,0.5406976744186046
13075,0.0,0,0.9864864864864865,0.8899796355281708,8.305647840531562e-05
13077,0.0,0,0.9864864864864865,0.9577567751031277,0.6087624584717608
13079,0.0,0,0.972972972972973,0.9230849563991437,0.009426910299003322
13081,0.0,0,0.9324324324324325,0.9302908464309958,0.02117940199335548
13083,0.0,0,0.9864864864864865,0.9420917967730145,0.13990863787375415
13085,0.0,0,0.9864864864864865,0.9388021513236907,0.08255813953488372
13087,0.0,0,1.0,0.9226150070492403,0.008887043189368771
13089,0.0,0,0.9864864864864865,0.9823507910814057,0.90265780730897
13091,0.0,0,0.918918918918919,0.9271056341705394,0.0151578073089701
13093,0.0,0,0.8648648648648649,0.8983342906375646,0.0004983388704318936
13095,0.0,0,0.9864864864864865,0.9505508850712756,0.42782392026578075
13097,0.0,0,0.9864864864864865,0.9553025951647434,0.5556478405315615
13099,0.0,0,0.9594594594594594,0.9364524045741737,0.050872093023255814
13101,0.0,0,0.7837837837837838,0.7311367552608219,0.0
13103,0.0,0,1.0,0.9490888204271317,0.35980066445182723
13105,0.0,0,0.972972972972973,0.9320662106417419,0.027408637873754152
13107,0.0,0,0.9864864864864865,0.9315440446974048,0.02479235880398671
13109,0.0,0,0.9594594594594594,0.8645501540389535,0.0
13111,0.0,0,1.0,0.9334238420970185,0.03214285714285714
13113,0.0,0,0.9864864864864865,0.9585922406140671,0.632641196013289
13115,0.0,0,0.9864864864864865,0.949402119993734,0.38509136212624584
13117,0.0,0,0.9864864864864865,0.9639183332463057,0.7257475083056478
13119,0.0,0,0.9459459459459459,0.9291942979478879,0.018770764119601328
