fips,zip,pop_prop,hrrnum,cbsa_id,population,state_id
48003,79714,1.0,400.0,,18705.0,tx
48005,75901,0.353968416,397.0,,30694.37119344,tx
48005,75904,0.38722330200000005,397.0,,33578.06863293,tx
48005,75941,0.100344487,397.0,,8701.372190205,tx
48005,75949,0.08528030699999999,397.0,,7395.0818215049985,tx
48005,75969,0.045078845,397.0,,3909.012044175,tx
48005,75980,0.028104642000000003,397.0,,2437.09403103,tx
48007,78358,0.025339898,390.0,,595.74100198,tx
48007,78382,0.9746601020000001,390.0,,22914.258998020003,tx
48009,76351,0.331874189,420.0,48660.0,2838.519938517,tx
48009,76366,0.298476005,420.0,48660.0,2552.865270765,tx
48009,76370,0.041666667000000004,420.0,48660.0,356.37500285100003,tx
48009,76379,0.098897536,420.0,48660.0,845.8706254079999,tx
48009,76389,0.229085603,420.0,48660.0,1959.3691624589999,tx
48011,79019,0.972131148,383.0,11100.0,1834.411476276,tx
48011,79094,0.027868852000000003,383.0,11100.0,52.588523724000005,tx
48013,78008,0.00445696,412.0,41700.0,227.98687488000002,tx
48013,78011,0.0389984,412.0,41700.0,1994.8851552,tx
48013,78012,0.00650311,412.0,41700.0,332.65358583,tx
48013,78026,0.120236624,412.0,41700.0,6150.464027472,tx
48013,78050,0.008994956,412.0,41700.0,460.118984268,tx
48013,78052,0.14914608699999998,412.0,41700.0,7629.2697883109995,tx
48013,78064,0.325013675,412.0,41700.0,16625.424517275,tx
48013,78065,0.217479387,412.0,41700.0,11124.723083211,tx
48013,78069,0.129170803,412.0,41700.0,6607.474085859,tx
48015,77418,0.317529746,397.0,26420.0,9536.053331872,tx
48015,77473,0.002752883,397.0,26420.0,82.674582256,tx
48015,77474,0.39228581,397.0,26420.0,11781.127445920001,tx
48015,77485,0.136879454,397.0,26420.0,4110.763762528,tx
48015,78931,0.00773866,397.0,26420.0,232.40743712,tx
48015,78940,0.071789068,397.0,26420.0,2155.969290176,tx
48015,78944,0.016425535,397.0,26420.0,493.29166712000006,tx
48015,78950,0.054598844,397.0,26420.0,1639.712483008,tx
48017,79324,0.005025808,400.0,,35.180656,tx
48017,79344,0.012496604,400.0,,87.47622799999999,tx
48017,79347,0.982477588,400.0,,6877.343116,tx
48019,78003,0.44746223799999996,412.0,41700.0,10341.747244655999,tx
48019,78055,0.085233136,412.0,41700.0,1969.908239232,tx
48019,78063,0.449901492,412.0,41700.0,10398.123283104,tx
48019,78883,0.013368983999999999,412.0,41700.0,308.983958208,tx
48019,78885,0.00403415,412.0,41700.0,93.23727480000001,tx
48021,78602,0.337530635,385.0,12420.0,29946.730529105003,tx
48021,78612,0.167232075,385.0,12420.0,14837.331390225001,tx
