zip,pop
01570,17413
01571,11828
01581,18976
01583,7883
01585,4729
01588,10108
01590,9217
01602,23698
01603,20683
01604,36013
01605,27231
01606,19812
01607,8672
01608,4037
01609,23285
01610,24867
01611,2328
01612,5031
01701,33463
01702,39883
01718,502
01719,5355
01720,22898
01721,17787
01730,14172
01731,1496
01740,5085
01741,5201
01742,19001
01745,412
01746,14521
01747,6138
01748,15999
01749,20434
01752,41269
01754,10833
01756,6064
01757,29142
01760,35145
01770,4415
01772,9731
01773,5479
01775,7064
01776,18929
01778,14052
01801,41702
01803,26249
01810,35281
01821,32491
01824,26703
01826,31539
01827,3407
01830,26712
01832,23442
01833,8695
01834,6863
01835,14539
01840,5029
01841,50184
01843,25955
01844,50209
01845,30128
01850,16333
01851,32362
01852,35919
01854,29592
01860,6735
01862,10963
01863,9530
01864,15963
01867,25680
01876,30730
01879,12118
01880,26513
01886,23530
01887,23931
01890,22920
01901,1794
01902,47967
01904,19343
01905,26833
01906,28330
01907,14905
01908,3623
01913,17303
01915,41977
01921,8459
01922,3302
01923,27992
01929,3723
01930,30592
01937,160
01938,14000
01940,12868
01944,5457
01945,21049
01949,9550
01950,18507
01951,3780
01952,8802
01960,54136
01966,7387
01969,6222
01970,43684
01982,8250
01983,6470
01984,5180
01985,4500
02019,17216
02021,22728
02025,7950
02026,26048
02030,5891
02032,4454
02035,17777
02038,33347
02043,23362
02045,10852
02047,189
02048,23894
02050,26812
02052,12674
02053,13442
02054,8318
02056,11575
02061,11077
02062,30150
02066,18616
02067,18432
02071,1799
02072,28460
02081,19471
02090,15428
02093,11548
02108,4269
02109,4209
02110,1934
02111,8240
02113,7718
02114,13393
02115,31745
02116,23024
02118,29576
02119,28291
02120,16944
02121,28996
02122,26207
02124,53335
02125,37163
02126,28532
02127,35493
02128,45214
02129,18349
02130,39514
02131,33291
02132,28865
02134,24001
02135,47750
02136,31798
02138,38927
02139,38965
02140,18874
02141,12767
02142,3367
02143,26278
02144,25610
02145,27269
02148,63785
02149,44540
02150,39205
02151,57827
02152,19530
02155,62135
02163,2882
02169,58035
02170,20560
02171,18669
02176,28924
02180,22979
02184,37678
02186,28464
02188,15398
02189,15347
02190,16991
02191,8914
02199,1279
02210,2332
02215,29160
02301,64344
02302,34522
02322,4591
02324,28007
02330,12135
02332,15878
02333,14544
02338,7926
02339,14633
02341,10773
02343,11326
02346,24362
02347,11189
02351,16900
02356,12949
02357,1401
02359,18797
02360,59331
02364,13315
02366,207
02367,2973
02368,33898
02370,18440
02375,9469
02379,7292
02382,15277
02420,15063
02421,18590
02445,21798
02446,30897
02451,18680
02452,15262
02453,31052
02457,1509
02458,13004
02459,20469
02460,9371
02461,7567
02462,1665
02464,3165
02465,12552
02466,8678
02467,24184
02468,5652
02472,34318
02474,28205
02476,17721
02478,26439
02481,17123
02482,10863
02492,21009
02493,12071
02494,9439
02532,12649
02534,830
02535,1242
02536,19314
02537,6206
02538,3798
02539,4294
02540,8108
02542,1123
02543,627
02553,222
02554,10973
02556,3072
02557,4742
02558,2273
02559,3329
02561,531
02562,2936
02563,10216
02564,345
02568,4224
02571,11051
02575,2877
02576,3958
02584,11
02601,13895
02630,1824
02631,9546
02632,10594
02633,3830
02635,3250
02637,249
02638,3162
02639,2835
02641,524
02642,4869
02643,25
02644,3900
02645,9530
02646,1652
02647,127
02648,7200
02649,13813
02650,836
02651,15
02652,1158
02653,5829
02655,3469
02657,2901
02659,1092
02660,6175
02663,170
02664,9242
02666,816
02667,2544
02668,3232
02669,281
02670,1289
02671,1008
02672,177
02673,8286
02675,6486
02702,4251
02703,44929
02713,54
02715,3218
02717,4890
02718,6859
02719,16359
02720,31215
02721,27096
02723,15219
02724,17426
02725,2711
02726,16010
02738,5173
02739,6373
02740,44408
02743,10623
02744,12264
02745,25329
02746,15812
02747,23629
02748,11792
02760,27558
02762,8711
02763,2033
02764,4110
02766,19614
02767,13981
02769,11963
02770,5370
02771,14128
02777,16325
02779,6607
02780,50539
02790,16198
02791,253
02802,799
02804,2584
02806,15869
02807,1041
02808,2380
02809,22318
02812,1483
02813,7762
02814,7620
02815,282
02816,32233
02817,6063
02818,17872
02822,6057
02825,5466
02826,804
02827,2146
02828,7831
02830,6075
02831,3569
02832,4567
02833,777
02835,5377
02836,134
02837,3474
02838,3456
02839,1933
02840,23217
02841,1385
02842,16014
02852,22354
02857,8551
02858,579
02859,6849
02860,45948
02861,26612
02863,19706
02864,33949
02865,17231
02871,17084
02872,216
02873,232
02874,5809
02875,304
02876,437
02878,15700
02879,20193
02881,7772
02882,14060
02885,10339
02886,28929
02888,19681
02889,27890
02891,21013
02892,4944
02893,29286
02894,715
02895,41868
02896,11728
02898,1681
02903,10958
02904,29845
02905,25640
02906,28857
02907,27899
02908,38087
02909,44261
02910,21348
02911,15832
02912,1392
02914,22326
02915,17177
02916,8273
02917,13990
02919,29267
02920,38169
02921,12565
03031,11724
03032,5194
03033,5198
03034,4163
03036,5015
03037,4425
03038,34894
03042,6650
03043,1639
03044,4471
03045,14135
03046,2855
03047,1842
03048,3571
03049,8014
03051,25519
03052,8608
03053,25127
03054,26558
03055,15726
03057,2606
03060,30603
03062,27827
03063,16904
03064,14831
03070,5477
03071,5325
03076,13444
03077,10651
03079,30181
03082,1683
03084,1424
03086,3886
03087,14256
03101,3178
03102,32416
03103,38024
03104,34190
03106,13845
03109,10751
03110,22103
03215,250
03216,2235
03217,2105
03218,980
03220,7593
03221,2164
03222,5428
03223,3475
03224,2399
03225,3740
03226,1141
03227,942
03229,5785
03230,1274
03231,209
03233,119
03234,4733
03235,8863
03237,2303
03238,76
03240,1358
03241,888
03242,5006
03243,1123
03244,8435
03245,2055
03246,16311
03249,7268
03251,1685
03253,6354
03254,4127
03255,2163
03256,2216
03257,4612
03258,2605
03259,375
03260,837
03261,4453
03262,1248
03263,4258
03264,7572
03266,2193
03268,1316
03269,3030
03273,322
03275,11840
03276,8569
03278,3056
03279,840
03280,1110
03281,9158
03282,914
03284,988
03285,2513
03287,1340
03290,4962
03291,40
03293,145
03301,34171
03303,16071
03304,7783
03307,5521
03431,24874
03440,2806
03441,388
03442,1554
03443,730
03444,1564
03445,679
03446,6184
03447,2383
03448,797
03449,1724
03450,945
03451,4011
03452,5369
03455,2052
03456,730
03457,838
03458,6924
03461,5917
03462,1536
03464,1091
03465,2121
03466,1310
03467,1812
03470,4952
03561,6022
03570,9554
03574,2561
03575,117
03576,3077
03579,443
03580,1388
03581,3070
03582,2449
03583,1052
03584,3587
03585,2554
03586,554
03588,1559
03590,999
03592,1088
03593,297
03595,607
03597,495
03598,3122
03601,471
03602,2615
03603,5352
03604,67
03605,1147
03607,318
03608,2765
03609,840
03740,923
03741,4267
03743,13948
03745,1408
03746,213
03748,4824
03750,882
03751,576
03752,801
03753,2938
03754,85
03755,10685
03765,510
03766,9083
03768,1740
03770,518
03771,764
03773,7755
03774,1993
03777,1254
03779,801
03780,415
03781,1819
03782,2912
03784,4143
03785,2433
03801,22584
03809,3797
03810,1571
03811,7082
03812,839
03813,3313
03814,2374
03816,1394
03817,585
03818,3880
03819,4590
03820,31886
03823,1824
03824,15538
03825,9035
03826,2590
03827,3303
03830,1641
03832,402
03833,21978
03835,7203
03836,1517
03837,1552
03838,1050
03839,3964
03840,3740
03841,6643
03842,16094
03844,2347
03845,1010
03846,814
03847,299
03848,6314
03849,1615
03850,379
03851,4288
03852,592
03853,613
03854,1015
03855,2800
03856,1762
03857,9446
03858,4827
03860,4134
03861,4596
03862,4487
03864,1728
03865,7980
03867,22034
03868,5650
03869,2620
03870,5414
03871,142
03872,3882
03873,5990
03874,9204
03875,849
03878,12551
03882,1493
03883,181
03884,4207
03885,7615
03886,2152
03887,2270
03890,333
03894,6436
03901,7644
03902,2332
03903,6552
03904,8126
03905,1877
03906,4902
03907,943
03908,7630
03909,10273
03910,346
03911,263
04001,2562
04002,7755
04003,346
04005,24419
04006,101
04008,2781
04009,5413
04010,1598
04011,21313
04015,4002
04017,358
04019,74
04020,1480
04021,6117
04022,1149
04024,639
04027,6362
04029,1813
04030,2329
04032,8281
04037,3838
04038,17217
04039,7800
04040,3250
04041,1614
04042,4516
04043,11404
04046,7908
04047,1996
04048,3108
04049,3860
04050,241
04051,1154
04055,3986
04056,271
04057,58
04061,3554
04062,17888
04063,434
04064,8663
04066,566
04068,1506
04069,1539
04071,5046
04072,19498
04073,17079
04074,19717
04076,2830
04079,4068
04083,4773
04084,8500
04085,1877
04086,8977
04087,2232
04088,1517
04090,10116
04091,957
04092,18409
04093,8476
04095,1344
04096,8775
04097,3756
04101,18106
04102,18219
04103,32168
04105,11727
04106,26460
04107,9438
04108,906
04109,97
04110,1462
04210,23186
04216,640
04217,3315
04219,1473
04220,3080
04221,1099
04222,3871
04224,3029
04226,190
04227,79
04228,6
04231,236
04234,164
04236,4376
04237,238
04238,1417
04239,4737
04240,36815
04250,4253
04252,4828
04253,2107
04254,3200
04255,802
04256,3082
04257,2683
04258,2633
04259,3266
04260,5824
04261,444
04263,2340
04265,918
04267,37
04268,5028
04270,5886
04271,67
04274,5375
04275,514
04276,5847
04280,6513
04281,5121
04282,5769
04284,1138
04285,422
04286,47
04287,3293
04289,1816
04290,1542
04292,949
04294,3901
04330,26105
04342,1683
04343,25
04344,2953
04345,11654
04346,1773
04347,2356
04348,2995
04349,1158
04350,3579
04351,2572
04352,1633
04353,2315
04354,1573
04355,2601
04357,3472
04358,4279
04359,388
04360,560
04363,2576
04364,6029
04401,44286
04406,788
04408,178
04410,1272
04411,1471
04412,9352
04413,186
04414,1201
04415,265
04416,5536
04417,364
04418,1746
04419,2755
04421,1383
04422,1389
04424,779
04426,4543
04427,2819
04428,3103
04429,4695
04430,1704
04431,82
04434,1229
04435,1077
04438,1152
04441,1771
04442,89
04443,2442
04444,8703
04448,1411
04449,1468
04450,1349
04451,251
04453,768
04454,65
04455,910
04456,2812
04457,5866
04459,757
04460,1398
04461,3028
04462,4767
04463,2740
04464,658
04468,9391
04469,2665
04471,568
04472,2170
04473,7555
04474,3682
04475,412
04476,1274
04478,306
04479,1292
04481,538
04485,224
04487,950
04488,1185
04489,194
04490,259
04491,133
04492,158
04493,1940
04495,401
04496,3850
04497,365
04530,11052
04535,713
04537,2086
04538,2093
04539,1175
04541,80
04543,2232
04544,728
04547,1153
04548,1064
04551,811
04553,1763
04554,714
04555,1653
04556,1257
04558,310
04562,2263
04563,1536
04564,492
04568,393
04570,2
04571,325
04572,5108
04573,504
04574,1512
04575,85
04576,607
04578,4479
04579,3138
04605,13136
04606,1211
04607,1196
04609,5287
04611,483
04612,596
04613,185
04614,2611
04616,834
04617,821
04619,2971
04622,1348
04623,1003
04624,186
04625,47
04626,482
04627,1656
04628,669
04629,108
04630,1331
04631,1267
04634,1947
04635,61
04637,129
04640,2289
04642,124
04643,969
04644,13
04645,73
04646,95
04648,552
04649,1304
04650,237
04652,1609
04653,496
04654,3260
04655,1065
04657,345
04658,1288
04660,1325
04662,494
04664,1253
04666,1115
04667,1559
04668,1599
04669,206
04671,548
04673,113
04674,490
04675,256
04676,1101
04677,277
04679,1789
04680,1076
04681,1056
04683,105
04684,1484
04685,336
04686,108
04691,419
04693,522
04694,2262
04730,9327
04732,1558
04733,207
04734,746
04735,575
04736,9219
04739,1038
04740,1201
04741,2
04742,3263
04743,4365
04745,1010
04746,438
04747,1248
04750,2429
04756,3121
04757,2679
04758,1398
04760,742
04761,493
04762,561
04763,677
04764,61
04765,1243
04766,360
04768,373
04769,9047
04772,711
04773,674
04774,681
04776,863
04777,416
04779,371
04780,754
04781,522
04783,397
04785,2337
04786,1839
04787,507
04841,7307
04843,4857
04847,1538
04848,580
04849,3776
04851,75
04852,69
04853,354
04854,1582
04855,307
04856,3334
04858,1535
04859,725
04860,1593
04861,2784
04862,3597
04863,1166
04864,4757
04901,26267
04910,2042
04911,2074
04912,1017
04915,9026
04917,2851
04918,349
04920,1663
04921,1632
04922,1193
04923,468
04924,2209
04925,72
04926,52
04927,3488
04928,2168
04929,812
04930,4230
04932,1164
04933,64
04936,254
04937,6454
04938,9637
04939,1089
04940,115
04941,1794
04942,1285
04943,1740
04944,40
04945,1206
04947,1808
04949,935
04950,4715
04951,928
04952,1874
04953,3183
04955,1330
04956,742
04957,4142
04958,1897
04961,944
04962,125
04963,7243
04964,215
04965,1919
04966,1642
04967,4108
04969,1343
04970,1581
04971,1947
04973,1423
04974,2676
04975,46
04976,9618
04978,776
04979,1033
04981,2373
04982,615
04983,1710
04984,510
04985,110
04986,1763
04987,1055
04988,2186
04989,4218
04992,100
05001,8859
05031,211
05032,2586
05033,2731
05034,301
05035,619
05036,1032
05037,543
05038,1224
05039,1105
05040,468
05041,352
05042,578
05043,932
05045,1750
05046,1089
05048,2358
05050,139
05051,1542
05052,337
05053,322
05055,3265
05056,550
05058,344
05059,848
05060,4391
05061,1671
05062,681
05065,1033
05067,250
05068,3035
05069,532
05070,481
05071,314
05072,523
05075,1108
05076,410
05077,1209
05079,726
05081,547
05083,150
05084,135
05086,789
05089,4835
05091,3192
05101,4404
05141,106
05142,660
05143,4203
05146,711
05148,1082
05149,2031
05150,806
05151,1508
05152,428
05153,667
05154,627
05155,785
05156,8959
05158,995
05161,536
05201,14213
05250,3261
05251,1292
05252,262
05253,655
05254,261
05255,3944
05257,2601
05260,439
05261,2620
05262,2437
05301,15956
05340,730
05341,386
05342,551
05343,869
05345,2010
05346,4917
05350,730
05352,788
05353,1016
05354,2096
05355,771
05356,680
05358,140
05359,563
05360,238
05361,898
05362,120
05363,1918
05401,29512
05403,18421
05404,7580
05405,4613
05408,10590
05439,1815
05440,2066
05441,990
05442,352
05443,6687
05444,1776
05445,3930
05446,16097
05447,81
05448,1172
05450,5147
05452,20638
05454,4599
05455,1117
05456,1282
05457,1672
05458,2113
05459,2229
05461,4749
05462,2029
05463,487
05464,3123
05465,5607
05468,13518
05471,925
05472,1650
05473,1419
05474,830
05476,3292
05477,4604
05478,14944
05482,7537
05483,1347
05485,96
05486,1710
05487,1506
05488,7953
05489,3323
05491,5936
05492,708
05494,1850
05495,9780
05602,11700
05640,158
05641,16866
05647,1120
05648,415
05649,568
05650,1102
05651,1518
05652,805
05653,568
05654,954
05655,2978
05656,3643
05657,58
05658,1376
05660,1629
05661,5836
05663,6650
05664,78
05667,2126
05669,623
05672,4480
05673,2527
05674,1674
05675,1059
05676,4925
05677,2191
05678,160
05679,3281
05680,2251
05681,449
05682,1228
05701,19615
05730,284
05732,667
05733,5631
05734,1312
05735,4150
05736,644
05737,825
05738,1010
05739,1326
05740,25
05742,562
05743,4082
05744,502
05747,281
05748,324
05751,764
05753,10540
05757,784
05758,739
05759,1722
05760,1125
05761,942
05762,511
05763,2590
05764,3255
05765,1700
05766,574
05767,1109
05769,1221
05770,1141
05772,692
05773,2014
05774,1064
05775,587
05776,683
05777,3224
05778,733
05819,9030
05820,654
05821,1213
05822,1852
05824,1105
05825,188
05826,972
05827,305
05828,1843
05829,1981
05830,1485
05832,939
05833,270
05836,1021
05837,342
05839,766
05841,420
05842,509
05843,2444
05845,1084
05846,1220
05847,869
05850,220
05851,6242
05853,703
05855,7091
05857,1523
05858,358
05859,1799
05860,2529
05862,340
05866,699
05867,859
05868,360
05871,1566
05872,780
05873,645
05874,499
05875,449
05901,19
05902,183
05903,845
05904,260
05905,805
05906,1147
05907,172
06001,18330
06002,20424
06010,60267
06013,9298
06016,6207
06018,2721
06019,10098
06021,298
06022,162
06023,1292
06024,614
06026,5101
06027,1487
06029,15361
06031,1222
06032,17622
06033,28676
06035,7490
06037,18509
06039,1844
06040,35200
06042,22873
06043,4926
06051,30428
06052,7834
06053,34759
06057,6370
06058,1697
06060,2573
06061,160
06062,17662
06063,3120
06065,859
06066,28869
06067,19650
06068,1531
06069,2407
06070,15058
06071,11505
06073,5634
06074,25628
06076,12507
06078,12375
06081,1376
06082,44520
06084,14886
06085,7254
06088,4921
06089,2804
06090,1228
06091,139
06092,4190
06093,3312
06095,28992
06096,12460
06098,11802
06103,1405
06105,19334
06106,39783
06107,18730
06108,24234
06109,26588
06110,12612
06111,30470
06112,22810
06114,27367
06117,17215
06118,26875
06119,15427
06120,12848
06226,19852
06231,4034
06232,3257
06234,8136
06235,2227
06237,5426
06238,12279
06239,11037
06241,6563
06242,1389
06243,59
06247,2803
06248,5535
06249,7087
06250,4763
06254,1863
06255,4682
06256,2125
06259,4439
06260,9386
06262,578
06263,340
06264,163
06266,488
06268,11343
06269,9726
06277,4086
06278,4395
06279,5968
06280,3120
06281,6839
06282,1081
06320,26783
06330,3189
06331,5070
06332,254
06333,6407
06334,2513
06335,6525
06336,81
06339,8051
06340,30299
06350,64
06351,15809
06353,157
06354,6060
06355,12593
06357,12173
06359,5152
06360,36408
06365,4577
06370,7204
06371,9651
06373,340
06374,8263
06375,3549
06376,55
06377,2923
06378,5236
06379,8765
06380,2775
06382,11586
06384,2592
06385,15413
06387,210
06389,39
06390,233
06401,19043
06403,5972
06405,27580
06409,679
06410,28868
06412,3918
06413,12984
06414,209
06415,16356
06416,13739
06417,4541
06418,12784
06419,6401
06420,4056
06422,7248
06423,5000
06424,12565
06426,3183
06437,22150
06438,2501
06441,5335
06442,2693
06443,18085
06444,368
06447,6384
06450,36126
06451,24174
06455,3088
06456,289
06457,46745
06460,37823
06461,14405
06467,156
06468,20064
06469,3148
06470,16484
06471,7642
06472,6784
06473,24143
06475,10048
06477,13815
06478,12555
06479,10399
06480,9327
06481,1252
06482,11904
06483,16373
06484,40748
06488,19704
06489,31971
06492,44786
06498,6831
06510,2709
06511,53061
06512,29561
06513,38586
06514,26001
06515,16968
06516,55006
06517,14703
06518,19648
06519,16263
06524,5507
06525,8899
06604,31224
06605,24100
06606,47625
06607,8078
06608,14081
06610,23418
06611,37175
06612,7677
06614,33918
06615,19007
06702,3617
06704,24886
06705,26849
06706,14180
06708,29119
06710,10607
06712,9281
06716,16512
06750,1373
06751,3397
06752,1647
06754,1613
06755,1076
06756,2709
06757,2144
06758,336
06759,5432
06762,7485
06763,1930
06770,31653
06776,25539
06777,1646
06778,1308
06779,7906
06782,2256
06783,2116
06784,3790
06785,651
06786,9371
06787,7574
06790,34651
06791,5381
06793,1082
06794,1011
06795,13434
06796,958
06798,9482
06801,19139
06804,16960
06807,7364
06810,50969
06811,32343
06812,14298
06820,21355
06824,34919
06825,21757
06830,24749
06831,15236
06840,20331
06850,18621
06851,27505
06853,3755
06854,29974
06855,8129
06856,3
06870,7535
06877,25418
06878,8284
06880,27447
06883,10484
06890,4435
06896,9383
06897,18614
06901,7033
06902,65311
06903,14934
06905,20239
06906,9361
06907,9287
07001,16597
07002,66982
07003,48409
07004,7612
07005,15247
07006,25387
07008,23254
07009,12699
07010,24301
07011,39758
07012,11717
07013,27084
07014,5190
07016,23475
07017,36779
07018,28979
07020,11858
07021,2139
07022,14249
07023,7593
07024,36413
07026,31471
07027,4384
07028,7794
07029,17030
07030,53139
07031,15853
07032,43234
07033,8211
07034,9346
07035,10591
07036,43547
07039,30039
07040,24430
07041,7027
07042,26193
07043,12410
07044,13899
07045,10112
07046,4188
07047,64583
07050,30771
07052,47253
07054,29263
07055,69901
07057,11674
07058,5364
07059,15621
07060,46387
07062,13417
07063,13988
07064,3789
07065,28373
07066,15310
07067,18359
07068,5954
07069,6281
07070,18602
07071,21170
07072,6310
07073,9180
07074,2789
07075,7854
07076,24362
07077,2815
07078,13557
07079,16694
07080,23796
07081,16402
07082,5376
07083,55046
07086,13341
07087,70685
07088,3741
07090,31478
07092,6982
07093,64700
07094,17283
07095,20200
07102,12870
07103,33456
07104,51649
07105,48073
07106,32024
07107,38523
07108,24951
07109,36730
07110,29007
07111,55193
07112,27030
07114,15090
07201,27250
07202,42384
07203,21877
07204,13796
07205,22202
07206,27637
07208,32392
07302,38631
07304,43818
07305,63872
07306,55970
07307,46558
07310,13642
07311,554
07401,6688
07403,7612
07405,17675
07407,19984
07410,33430
07416,5449
07417,10897
07418,2120
07419,8635
07420,4948
07421,7419
07422,6236
07423,4200
07424,26254
07430,26666
07432,7341
07435,2405
07436,13136
07438,11546
07439,2315
07440,4487
07442,11110
07444,11030
07446,14918
07450,25734
07452,11948
07456,12225
07457,3553
07458,11700
07460,3277
07461,18441
07462,6490
07463,9903
07465,6251
07470,54783
07480,16141
07481,17217
07501,33583
07502,15424
07503,18745
07504,12897
07505,2258
07506,18813
07508,22627
07512,10817
07513,11522
07514,18311
07522,20908
07524,12724
07601,44299
07603,8432
07604,12197
07605,9218
07606,2379
07607,9841
07608,69
07620,1904
07621,27563
07624,8624
07626,8792
07627,5027
07628,17955
07630,7600
07631,27932
07632,5468
07640,4803
07641,3483
07642,10513
07643,10944
07644,24859
07645,8066
07646,16830
07647,5306
07648,5901
07649,8217
07650,20188
07652,27131
07656,8928
07657,11362
07660,13110
07661,11680
07662,5695
07663,14068
07666,40968
07670,15009
07675,27128
07676,9347
07677,5901
07701,23409
07702,3744
07703,678
07704,6028
07711,1506
07712,38493
07716,8428
07717,1868
07718,6156
07719,21172
07720,4225
07721,2925
07722,10035
07723,1002
07724,21341
07726,41786
07727,6930
07728,55302
07730,17100
07731,37654
07732,5100
07733,16563
07734,13043
07735,19311
07737,4191
07738,5991
07739,5837
07740,30511
07746,18349
07747,30618
07748,27554
07750,3223
07751,19401
07753,36916
07755,6255
07756,3285
07757,5265
07758,4882
07760,9125
07762,8260
07764,7959
07801,25349
07803,3645
07820,37
07821,8689
07822,836
07823,7345
07825,9270
07826,5825
07827,4000
07828,14129
07830,6367
07832,3786
07833,152
07834,17696
07836,12550
07838,3461
07840,29155
07842,129
07843,11539
07846,86
07847,1667
07848,4737
07849,9038
07850,6426
07851,112
07852,3603
07853,13306
07856,3938
07857,3239
07860,24794
07863,4202
07865,2136
07866,22066
07869,25255
07870,25
07871,19951
07874,8396
07876,10603
07878,932
07880,186
07881,15
07882,14061
07885,10063
07901,23663
07920,27284
07921,7775
07922,12706
07924,7686
07926,119
07927,3398
07928,19116
07930,8546
07931,3345
07932,9853
07933,3246
07934,1531
07935,312
07936,11141
07939,232
07940,17253
07945,9525
07946,3139
07950,19536
07960,43684
07961,3
07970,116
07974,12210
07976,752
07977,682
07979,585
07980,2303
07981,8852
08001,796
08002,21963
08003,30202
08004,12177
08005,23652
08006,545
08007,5176
08008,7349
08009,12674
08010,11472
08011,32
08012,38901
08014,510
08015,20643
08016,33347
08019,919
08020,2228
08021,44208
08022,8732
08023,425
08026,2242
08027,4948
08028,20325
08029,4717
08030,13223
08031,11422
08033,16034
08034,17898
08035,7460
08036,5883
08037,23463
08038,116
08039,138
08041,996
08042,201
08043,28725
08045,2868
08046,31405
08048,12423
08049,5275
08050,25587
08051,10890
08052,19062
08053,45276
08054,41623
08055,27023
08056,4794
08057,20969
08059,5533
08060,24571
08061,2704
08062,15950
08063,3140
08064,309
08065,7355
08066,8541
08067,1542
08068,6688
08069,12335
08070,12319
08071,9668
08072,212
08073,201
08074,58
08075,28728
08077,18201
08078,8268
08079,10364
08080,37894
08081,49937
08083,9323
08084,6941
08085,18958
08086,7793
08087,25352
08088,24522
08089,4193
08090,8461
08091,5282
08092,3870
08093,9861
08094,40268
08095,232
08096,36561
08097,3333
08098,8575
08102,7459
08103,14978
08104,23518
08105,28672
08106,9736
08107,13484
08108,17793
08109,22094
08110,18743
08201,9609
08202,1369
08203,9078
08204,17599
08205,27489
08210,16281
08212,278
08215,12931
08217,67
08221,6810
08223,3912
08224,569
08225,8315
08226,11097
08230,5310
08232,18526
08234,40844
08240,2276
08241,1059
08242,3050
08243,2004
08244,10418
08246,87
08247,877
08248,149
08251,9829
08260,12956
08270,8061
08302,44500
08310,1603
08311,1953
08312,7972
08314,2384
08316,379
08317,1290
08318,11983
08319,1203
08320,1192
08321,234
08322,10653
08323,763
08324,499
08326,1691
08327,2915
08328,1363
08329,209
08330,27049
08332,34915
08340,936
08341,2150
08343,4971
08344,5797
08345,764
08346,809
08348,261
08349,2228
