fips,pop
45017,14513
45019,412615
45021,57331
45023,32186
45025,45631
45027,33803
45029,37705
45031,66656
45033,30352
45035,163517
45037,27349
45039,22322
45041,138128
45043,63025
45045,524748
45047,70963
45049,19316
45051,354418
45053,30294
45055,66748
45057,98280
45059,67448
45061,16856
45063,299421
45065,9462
45067,30565
45069,26157
45071,38408
45073,79450
45075,86231
45077,126974
45079,417027
45081,20381
45083,320254
45085,106635
45087,27221
45089,30256
45091,281499
46003,2749
46005,18389
46007,3364
46009,6911
46011,35463
46013,38883
46015,5222
46017,1982
46019,10418
46021,1380
46023,9286
46025,3740
46027,14096
46029,28092
46031,4076
46033,8929
46035,19865
46037,5414
46039,4334
46041,5872
46043,2911
46045,3857
46047,6688
46049,2307
46051,7102
46053,4183
46055,1866
46057,6224
46059,3170
46061,3463
46063,1307
46065,17487
46067,7287
46069,1295
46071,3335
46073,2014
46075,911
46077,4907
46079,12769
46081,25908
46083,61235
46085,3787
46087,5560
46089,2388
46091,4913
46093,28469
46095,2068
46097,2221
46099,194153
46101,6555
46102,14171
46103,114407
46105,2833
46107,2149
46109,10399
46111,2345
46115,6401
46117,3129
46119,1377
46121,10303
46123,5430
46125,8316
46127,16003
46129,5421
46135,22837
46137,2801
47001,76991
47003,49684
47005,16199
47007,15085
47009,133396
47011,108233
47013,39778
47015,14583
47017,27710
47019,56396
47021,40828
47023,17306
47025,31919
47027,7597
47029,36017
47031,56717
47033,14189
47035,60832
47037,692999
47039,11608
47041,20409
47043,53856
47045,37122
47047,41044
47049,18568
47051,42255
47053,49114
47055,29481
47057,23406
47059,69127
47061,13409
47063,64873
47065,367776
47067,6605
47069,25049
47071,25627
47073,56855
47075,17244
47077,28050
47079,32309
47081,25155
47083,8206
47085,18596
47087,11838
47089,54563
47091,17773
47093,470137
47095,7010
47097,25608
47099,44163
47101,12267
47103,34436
47105,54039
47107,53810
47109,25662
47111,24624
47113,98046
47115,28878
47117,34507
47119,96795
47121,12358
47123,46650
47125,209807
47127,6439
47129,21385
47131,30249
47133,22271
47135,8084
47137,5068
47139,16764
47141,79957
47143,33206
47145,53476
47147,71693
47149,332125
47151,22102
47153,15071
47155,98402
47157,937070
47159,20115
47161,13699
47163,158469
47165,191497
47167,61715
47169,11277
47171,17914
47173,19936
47175,5874
47177,41269
47179,129670
47181,16644
47183,33269
47185,27378
47187,238556
47189,144507
48001,57816
48003,18821
48005,86761
48007,23364
48009,8692
48011,1853
48013,51140
48015,30107
48017,6859
48019,23181
48021,88737
48023,3525
48025,32618
48027,363693
48029,2002445
48031,11971
48033,656
48035,18594
48037,93505
48039,374699
48041,229418
48043,9144
48045,1542
48047,7093
48049,37770
48051,18425
48053,48280
48055,43579
48057,21237
48059,13941
48061,422649
48063,13078
48065,5867
48067,30002
48069,7484
48071,43726
48073,52561
48075,7222
48077,10465
48079,2825
48081,3316
48083,8125
48085,1035072
48087,2921
48089,21467
48091,156435
48093,13629
48095,2749
48097,41074
48099,76543
48101,1385
48103,4759
48105,3468
48107,5701
48109,2146
48111,7255
48113,2635603
48115,12985
48117,18559
48119,5327
48121,888765
48123,20105
48125,2185
48127,10104
48129,3263
48131,11139
48133,18267
48135,166204
48137,1915
48139,184765
48141,837501
48143,42536
48145,17282
48147,35554
48149,25308
48151,3810
48153,5754
48155,1156
48157,812737
48159,10749
48161,19753
48163,20199
48165,21540
48167,341541
48169,6238
48171,26927
48173,1430
48175,7607
48177,20899
48179,21849
48181,136143
48183,124098
48185,28940
48187,166970
48189,33098
48191,2992
48193,8465
48195,5380
48197,3927
48199,57796
48201,4709243
48203,66484
48205,5507
48207,5665
48209,230400
48211,3831
48213,82822
48215,867221
48217,36536
48219,23055
48221,61762
48223,37063
48225,22877
48227,36732
48229,4875
48231,98559
48233,20899
48235,1565
48237,8945
48239,14760
48241,35610
48243,2275
48245,251315
48247,5161
48249,40573
48251,175997
48253,19867
48255,15356
48257,136459
48259,47418
48261,385
48263,758
48265,52422
48267,4362
48269,267
48271,3668
48273,30502
48275,3663
48277,49781
48279,12904
48281,21429
48283,7546
48285,20156
48287,17295
48289,17421
48291,88453
48293,23389
48295,3214
48297,12236
48299,21810
48301,165
48303,311087
48305,5956
48307,8011
48309,257080
48311,733
48313,14382
48315,9848
48317,5743
48319,4287
48321,36655
48323,58357
48325,51608
48327,2099
48329,176444
48331,24721
48333,4872
48335,8161
48337,19848
48339,607583
48341,20931
48343,12343
48345,1200
48347,64846
48349,49978
48351,13673
48353,14833
48355,362347
48357,9815
48359,2115
48361,83086
48363,29114
48365,23103
48367,143149
48369,9555
48371,15757
48373,51254
48375,116818
48377,6612
48379,12401
48381,137770
48383,3842
48385,3460
48387,12095
48389,15951
48391,6824
48393,837
48395,17104
48397,104862
48399,10265
48401,54386
48403,10490
48405,8220
48407,28867
48409,66656
48411,6009
48413,2801
48415,16655
48417,3272
48419,25297
48421,3017
48423,232916
48425,9123
48427,64294
48429,9364
48431,1295
48433,1336
48435,3779
48437,7399
48439,2101282
48441,138141
48443,752
48445,12354
48447,1473
48449,32744
48451,119429
48453,1273567
48455,14675
48457,21523
48459,41705
48461,3644
48463,26794
48465,49041
48467,56744
48469,92021
48471,71700
48473,55311
48475,11985
48477,35626
48479,276387
48481,41671
48483,5026
48485,132328
48487,12695
48489,21280
48491,591823
48493,50950
48495,7970
48497,69877
48499,45621
48501,8686
48503,17937
48505,14221
48507,11807
49001,6725
49003,55957
49005,128309
49007,20476
49009,964
49011,355304
49013,19877
49015,10061
49017,5000
49019,9773
49021,55269
49023,12002
49025,7873
49027,13100
49029,12115
49031,1472
49033,2468
49035,1158585
49037,15228
49039,30986
49041,21636
49043,42081
49045,72110
49047,35806
49049,635675
49051,34210
49053,177938
49055,2703
49057,259680
50001,36994
50003,35532
50005,29860
50007,163918
50009,6145
50011,49384
50013,7208
50015,25420
50017,28809
50019,26934
50021,58125
50023,58458
50025,42227
50027,55032
51001,32325
51003,109843
51005,14898
51007,13058
51009,31678
51011,15902
51013,238392
51015,76120
51017,4169
51019,79431
51021,6292
51023,33500
51025,16176
51027,21031
51029,17134
51031,55371
51033,30745
51035,30022
51036,6969
51037,11849
51041,353376
51043,14576
51045,5127
51047,52722
51049,9967
51051,14295
51053,28804
51057,10936
51059,1152359
51061,71297
51063,15796
51065,27266
51067,56185
51069,89483
51071,16693
51073,37499
51075,23949
51077,15574
51079,19901
51081,11289
51083,34035
51085,107535
51087,332513
51089,50724
51091,2176
51093,37400
51095,76838
51097,7011
51099,26981
51101,17198
51103,10619
51105,23540
51107,414872
51109,37477
51111,12251
51113,13213
51115,8782
51117,30723
51119,10561
51121,98872
51125,14867
51127,22984
51131,11800
51133,12069
51135,15206
51137,36941
51139,23937
51141,17592
51143,60470
51145,29734
51147,22827
51149,38528
51153,471774
51155,34009
51157,7372
51159,9066
51161,94423
51163,22774
51165,82140
51167,26739
51169,21578
51171,43557
51173,30182
51175,17797
51177,136447
51179,153775
51181,6407
51183,11092
51185,40734
51187,40235
51191,53852
51193,18029
51195,37427
51197,28618
51199,68579
51510,159050
51520,17036
51530,6481
51540,47283
51550,245403
51570,17089
51580,5622
51590,40036
51595,5409
51600,23294
51610,14551
51620,7867
51630,29254
51640,6324
51650,135048
51660,53379
51670,22523
51678,7246
51680,81753
51683,40907
51685,18071
51690,12443
51700,179736
51710,243581
51720,3983
51730,30593
51735,12228
51740,94582
51750,18107
51760,231027
51770,99216
51775,25209
51790,24916
51800,92277
51810,450766
51820,22416
51830,15019
51840,28036
53001,19959
53003,22687
53005,204173
53007,77053
53009,77457
53011,489271
53013,4023
53015,110389
53017,43251
53019,7676
53021,95446
53023,2266
53025,97959
53027,75047
53029,85344
53031,32347
53033,2249653
53035,272299
53037,47856
53039,22433
53041,80599
53043,10938
53045,66939
53047,42403
53049,22517
53051,13726
53053,905719
53055,17352
53057,129181
53059,12096
53061,822413
53063,522231
53065,45815
53067,289661
53069,4420
53071,61062
53073,228675
53075,50136
53077,251552
54001,16466
54003,119623
54005,21352
54007,13894
54009,21924
54011,91897
54013,7077
54015,8506
54017,8451
54019,42500
54021,7888
54023,11486
54025,34634
54027,23213
54029,28834
54031,13825
54033,67339
54035,28661
54037,57347
54039,178393
54041,15877
54043,20453
54045,31989
54047,17600
54049,56077
54051,30558
54053,26572
54055,58823
54057,26904
54059,23390
54061,106281
54063,13295
54065,17875
54067,24569
54069,41626
54071,6960
54073,7416
54075,8274
54077,33479
54079,56507
54081,73659
54083,28670
54085,9616
54087,13651
54089,12536
54091,16707
54093,6891
54095,8622
54097,24315
54099,39552
54101,8179
54103,15130
54105,5783
54107,83668
54109,20449
55001,20268
55003,15506
55005,45226
55007,15172
55009,263899
55011,13012
55013,15390
55015,50112
55017,64692
55019,34785
55021,57537
55023,16121
55025,547637
55027,87626
55029,27752
55031,43506
55033,45384
55035,104466
55037,4300
55039,103079
55041,9034
55043,51509
55045,36853
55047,18910
55049,23648
55051,5688
55053,20676
55055,84829
55057,26688
55059,169760
55061,20451
55063,118151
55065,16667
55067,19208
55069,27596
55071,78785
55073,135697
55075,40256
55077,15537
55078,4553
55079,947011
55081,46674
55083,38057
55085,35607
55087,187927
55089,89597
55091,7265
55093,42768
55095,43705
55097,70943
55099,13347
55101,196204
55103,17313
55105,163120
55107,14091
55109,90691
55111,64420
55113,16540
55115,40794
55117,115232
55119,20340
55121,29583
55123,30877
55125,22153
55127,103898
55129,15764
55131,136302
55133,404545
55135,50863
55137,24388
55139,171801
55141,72795
56001,38819
56003,11746
56005,46420
56007,14832
56009,13865
56011,7573
56013,39467
56015,13225
56017,4415
56019,8548
56021,99865
56023,19934
56025,79734
56027,2340
56029,29192
56031,8475
56033,30597
56035,9867
56037,42917
56039,23385
56041,20196
56043,7824
56045,6880
70002,28791
70003,491918
72001,19483
72003,41959
72005,60944
72007,28659
72009,25900
72011,29231
72013,96439
72015,19566
72017,24816
72019,30318
72021,208116
72023,50914
72025,142893
72027,35159
72029,47648
72031,176749
72033,28140
72035,48116
72037,13617
72039,18782
72041,43480
72043,40512
72045,20778
72047,37142
72049,1786
72051,38165
72053,36993
72054,12680
72055,19410
72057,45299
72059,21581
72061,96630
72063,45369
72065,41953
72067,17250
72069,58466
72071,45631
72073,16642
72075,50292
72077,40290
72079,25753
72081,30753
72083,9881
72085,38675
72087,30045
72089,20068
72091,44113
72093,6276
72095,12225
72097,89019
72099,40109
72101,32610
72103,26719
72105,30402
72107,23423
72109,19277
72111,24280
72113,165929
72115,25919
72117,15200
72119,54290
72121,25265
72123,31044
72125,35527
72127,395313
72129,41058
72131,42430
72133,23263
72135,74066
72137,89598
72139,74842
72141,33149
72143,39951
72145,59641
72147,9098
72149,26073
72151,37941
72153,42043
60010,23030
60020,1143
60030,0
60040,17
60050,31329
66010,159358
78010,50601
78020,4170
78030,51634
69085,0
69100,2527
69110,48220
69120,3136
