fips,hhs
27015,5
27017,5
27019,5
27021,5
27023,5
27025,5
27027,5
27029,5
27031,5
27033,5
27035,5
27037,5
27039,5
27041,5
27043,5
27045,5
27047,5
27049,5
27051,5
27053,5
27055,5
27057,5
27059,5
27061,5
27063,5
27065,5
27067,5
27069,5
27071,5
27073,5
27075,5
27077,5
27079,5
27081,5
27083,5
27085,5
27087,5
27089,5
27091,5
27093,5
27095,5
27097,5
27099,5
27101,5
27103,5
27105,5
27107,5
27109,5
27111,5
27113,5
27115,5
27117,5
27119,5
27121,5
27123,5
27125,5
27127,5
27129,5
27131,5
27133,5
27135,5
27137,5
27139,5
27141,5
27143,5
27145,5
27147,5
27149,5
27151,5
27153,5
27155,5
27157,5
27159,5
27161,5
27163,5
27165,5
27167,5
27169,5
27171,5
27173,5
28001,4
28003,4
28005,4
28007,4
28009,4
28011,4
28013,4
28015,4
28017,4
28019,4
28021,4
28023,4
28025,4
28027,4
28029,4
28031,4
28033,4
28035,4
28037,4
28039,4
28041,4
28043,4
28045,4
28047,4
28049,4
28051,4
28053,4
28055,4
28057,4
28059,4
28061,4
28063,4
28065,4
28067,4
28069,4
28071,4
28073,4
28075,4
28077,4
28079,4
28081,4
28083,4
28085,4
28087,4
28089,4
28091,4
28093,4
28095,4
28097,4
28099,4
28101,4
28103,4
28105,4
28107,4
28109,4
28111,4
28113,4
28115,4
28117,4
28119,4
28121,4
28123,4
28125,4
28127,4
28129,4
28131,4
28133,4
28135,4
28137,4
28139,4
28141,4
28143,4
28145,4
28147,4
28149,4
28151,4
28153,4
28155,4
28157,4
28159,4
28161,4
28163,4
29001,7
29003,7
29005,7
29007,7
29009,7
29011,7
29013,7
29015,7
29017,7
29019,7
29021,7
29023,7
29025,7
29027,7
29029,7
29031,7
29033,7
29035,7
29037,7
29039,7
29041,7
29043,7
29045,7
29047,7
29049,7
29051,7
29053,7
29055,7
29057,7
29059,7
29061,7
29063,7
29065,7
29067,7
29069,7
29071,7
29073,7
29075,7
29077,7
29079,7
29081,7
29083,7
29085,7
29087,7
29089,7
29091,7
29093,7
29095,7
29097,7
29099,7
29101,7
29103,7
29105,7
29107,7
29109,7
29111,7
29113,7
29115,7
29117,7
29119,7
29121,7
29123,7
29125,7
29127,7
29129,7
29131,7
29133,7
29135,7
29137,7
29139,7
29141,7
29143,7
29145,7
29147,7
29149,7
29151,7
29153,7
29155,7
29157,7
29159,7
29161,7
29163,7
29165,7
29167,7
29169,7
29171,7
29173,7
29175,7
29177,7
29179,7
29181,7
29183,7
29185,7
29186,7
29187,7
29189,7
29195,7
29197,7
29199,7
29201,7
29203,7
29205,7
29207,7
29209,7
29211,7
29213,7
29215,7
29217,7
29219,7
29221,7
29223,7
29225,7
29227,7
29229,7
29510,7
30001,8
30003,8
30005,8
30007,8
30009,8
30011,8
30013,8
30015,8
30017,8
30019,8
30021,8
30023,8
30025,8
30027,8
30029,8
30031,8
30033,8
30035,8
30037,8
30039,8
30041,8
30043,8
30045,8
30047,8
30049,8
30051,8
30053,8
30055,8
30057,8
30059,8
30061,8
30063,8
30065,8
30067,8
30069,8
30071,8
30073,8
30075,8
30077,8
30079,8
30081,8
30083,8
30085,8
30087,8
30089,8
30091,8
30093,8
30095,8
30097,8
30099,8
30101,8
30103,8
30105,8
30107,8
30109,8
30111,8
31001,7
31003,7
31005,7
31007,7
31009,7
31011,7
31013,7
31015,7
31017,7
31019,7
31021,7
31023,7
31025,7
31027,7
31029,7
31031,7
31033,7
31035,7
31037,7
31039,7
31041,7
31043,7
31045,7
31047,7
31049,7
31051,7
31053,7
31055,7
31057,7
31059,7
31061,7
31063,7
31065,7
31067,7
31069,7
31071,7
31073,7
31075,7
31077,7
31079,7
31081,7
31083,7
31085,7
31087,7
31089,7
31091,7
31093,7
31095,7
31097,7
31099,7
31101,7
31103,7
31105,7
31107,7
31109,7
31111,7
31113,7
31115,7
31117,7
31119,7
31121,7
31123,7
31125,7
31127,7
31129,7
31131,7
31133,7
31135,7
31137,7
31139,7
31141,7
31143,7
31145,7
31147,7
31149,7
31151,7
31153,7
31155,7
31157,7
31159,7
31161,7
31163,7
31165,7
31167,7
31169,7
31171,7
31173,7
31175,7
31177,7
31179,7
31181,7
31183,7
31185,7
32001,9
32003,9
32005,9
32007,9
32009,9
32011,9
32013,9
32015,9
32017,9
32019,9
32021,9
32023,9
32027,9
32029,9
32031,9
32033,9
32510,9
33001,1
33003,1
33005,1
33007,1
33009,1
33011,1
33013,1
33015,1
33017,1
33019,1
34001,2
34003,2
34005,2
34007,2
34009,2
34011,2
34013,2
34015,2
34017,2
34019,2
34021,2
34023,2
34025,2
34027,2
34029,2
34031,2
34033,2
34035,2
34037,2
34039,2
34041,2
35001,6
35003,6
35005,6
35006,6
35007,6
35009,6
35011,6
35013,6
35015,6
35017,6
35019,6
35021,6
35023,6
35025,6
35027,6
35028,6
35029,6
35031,6
35033,6
35035,6
35037,6
35039,6
35041,6
35043,6
35045,6
35047,6
35049,6
35051,6
35053,6
35055,6
35057,6
35059,6
35061,6
36001,2
36003,2
36005,2
36007,2
36009,2
36011,2
36013,2
36015,2
36017,2
36019,2
36021,2
36023,2
36025,2
36027,2
36029,2
36031,2
36033,2
36035,2
36037,2
36039,2
36041,2
36043,2
36045,2
36047,2
36049,2
36051,2
36053,2
36055,2
36057,2
36059,2
36061,2
36063,2
36065,2
36067,2
36069,2
36071,2
36073,2
36075,2
36077,2
36079,2
36081,2
36083,2
36085,2
36087,2
36089,2
36091,2
36093,2
36095,2
36097,2
36099,2
36101,2
36103,2
36105,2
36107,2
36109,2
36111,2
36113,2
36115,2
36117,2
36119,2
36121,2
36123,2
37001,4
37003,4
37005,4
37007,4
37009,4
37011,4
37013,4
37015,4
37017,4
37019,4
37021,4
37023,4
37025,4
37027,4
37029,4
37031,4
37033,4
37035,4
37037,4
37039,4
37041,4
37043,4
37045,4
37047,4
37049,4
37051,4
37053,4
37055,4
37057,4
37059,4
37061,4
37063,4
37065,4
37067,4
37069,4
37071,4
37073,4
37075,4
37077,4
37079,4
37081,4
37083,4
37085,4
37087,4
37089,4
37091,4
37093,4
37095,4
37097,4
37099,4
37101,4
37103,4
37105,4
37107,4
37109,4
37111,4
37113,4
37115,4
37117,4
37119,4
37121,4
37123,4
37125,4
37127,4
37129,4
37131,4
37133,4
37135,4
37137,4
37139,4
37141,4
37143,4
37145,4
37147,4
37149,4
37151,4
37153,4
37155,4
37157,4
37159,4
37161,4
37163,4
37165,4
37167,4
37169,4
37171,4
37173,4
37175,4
37177,4
37179,4
37181,4
37183,4
37185,4
37187,4
37189,4
37191,4
37193,4
37195,4
37197,4
37199,4
38001,8
38003,8
38005,8
38007,8
38009,8
38011,8
38013,8
38015,8
38017,8
38019,8
38021,8
38023,8
38025,8
38027,8
38029,8
38031,8
38033,8
38035,8
38037,8
38039,8
38041,8
38043,8
38045,8
38047,8
38049,8
38051,8
38053,8
38055,8
38057,8
38059,8
38061,8
38063,8
38065,8
38067,8
38069,8
38071,8
38073,8
38075,8
38077,8
38079,8
38081,8
38083,8
38085,8
38087,8
38089,8
38091,8
38093,8
38095,8
38097,8
38099,8
38101,8
38103,8
38105,8
39001,5
39003,5
39005,5
39007,5
39009,5
39011,5
39013,5
39015,5
39017,5
39019,5
39021,5
39023,5
39025,5
39027,5
39029,5
39031,5
39033,5
39035,5
39037,5
39039,5
39041,5
39043,5
39045,5
39047,5
39049,5
39051,5
39053,5
39055,5
39057,5
39059,5
39061,5
39063,5
39065,5
39067,5
39069,5
39071,5
39073,5
39075,5
39077,5
39079,5
39081,5
39083,5
39085,5
39087,5
39089,5
39091,5
39093,5
39095,5
39097,5
39099,5
39101,5
39103,5
39105,5
39107,5
39109,5
39111,5
39113,5
39115,5
39117,5
39119,5
39121,5
39123,5
39125,5
39127,5
39129,5
39131,5
39133,5
39135,5
39137,5
39139,5
39141,5
39143,5
39145,5
39147,5
39149,5
39151,5
39153,5
39155,5
39157,5
39159,5
39161,5
39163,5
39165,5
39167,5
39169,5
39171,5
39173,5
39175,5
40001,6
40003,6
40005,6
40007,6
40009,6
40011,6
40013,6
40015,6
40017,6
40019,6
40021,6
40023,6
40025,6
40027,6
40029,6
40031,6
40033,6
40035,6
40037,6
40039,6
40041,6
40043,6
40045,6
40047,6
40049,6
40051,6
40053,6
40055,6
40057,6
40059,6
40061,6
40063,6
40065,6
40067,6
40069,6
40071,6
40073,6
40075,6
40077,6
40079,6
40081,6
40083,6
40085,6
40087,6
40089,6
40091,6
40093,6
40095,6
40097,6
40099,6
40101,6
40103,6
40105,6
40107,6
40109,6
40111,6
40113,6
40115,6
40117,6
40119,6
40121,6
40123,6
40125,6
40127,6
40129,6
40131,6
40133,6
40135,6
40137,6
40139,6
40141,6
40143,6
40145,6
40147,6
40149,6
40151,6
40153,6
41001,10
41003,10
41005,10
41007,10
41009,10
41011,10
41013,10
41015,10
41017,10
41019,10
41021,10
41023,10
41025,10
41027,10
41029,10
41031,10
41033,10
41035,10
41037,10
41039,10
41041,10
41043,10
41045,10
41047,10
41049,10
41051,10
41053,10
41055,10
41057,10
41059,10
41061,10
41063,10
41065,10
41067,10
41069,10
41071,10
42001,3
42003,3
42005,3
42007,3
42009,3
42011,3
42013,3
42015,3
42017,3
42019,3
42021,3
42023,3
42025,3
42027,3
42029,3
42031,3
42033,3
42035,3
42037,3
42039,3
42041,3
42043,3
42045,3
42047,3
42049,3
42051,3
42053,3
42055,3
42057,3
42059,3
42061,3
42063,3
42065,3
42067,3
42069,3
42071,3
42073,3
42075,3
42077,3
42079,3
42081,3
42083,3
42085,3
42087,3
42089,3
42091,3
42093,3
42095,3
42097,3
42099,3
42101,3
42103,3
42105,3
42107,3
42109,3
42111,3
42113,3
42115,3
42117,3
42119,3
42121,3
42123,3
42125,3
42127,3
42129,3
42131,3
42133,3
44001,1
44003,1
44005,1
44007,1
44009,1
45001,4
45003,4
45005,4
45007,4
45009,4
45011,4
45013,4
45015,4
45017,4
45019,4
45021,4
45023,4
45025,4
45027,4
45029,4
45031,4
45033,4
45035,4
45037,4
45039,4
45041,4
45043,4
45045,4
45047,4
45049,4
45051,4
45053,4
45055,4
45057,4
45059,4
45061,4
45063,4
45065,4
45067,4
45069,4
45071,4
45073,4
45075,4
45077,4
45079,4
45081,4
45083,4
45085,4
45087,4
45089,4
45091,4
46003,8
46005,8
46007,8
46009,8
46011,8
46013,8
46015,8
46017,8
46019,8
46021,8
46023,8
46025,8
46027,8
46029,8
46031,8
46033,8
46035,8
46037,8
46039,8
46041,8
46043,8
46045,8
46047,8
46049,8
46051,8
46053,8
46055,8
46057,8
46059,8
46061,8
46063,8
46065,8
46067,8
46069,8
46071,8
46073,8
46075,8
46077,8
46079,8
46081,8
46083,8
46085,8
46087,8
46089,8
46091,8
46093,8
46095,8
46097,8
46099,8
46101,8
46102,8
46103,8
46105,8
46107,8
46109,8
46111,8
46115,8
46117,8
46119,8
46121,8
46123,8
46125,8
46127,8
46129,8
46135,8
46137,8
47001,4
47003,4
47005,4
47007,4
47009,4
47011,4
47013,4
47015,4
47017,4
47019,4
47021,4
47023,4
47025,4
47027,4
47029,4
47031,4
47033,4
47035,4
47037,4
47039,4
47041,4
47043,4
47045,4
47047,4
47049,4
47051,4
47053,4
47055,4
47057,4
47059,4
47061,4
47063,4
47065,4
47067,4
47069,4
47071,4
47073,4
47075,4
47077,4
47079,4
47081,4
47083,4
47085,4
47087,4
47089,4
47091,4
47093,4
47095,4
47097,4
47099,4
47101,4
47103,4
47105,4
47107,4
47109,4
47111,4
47113,4
47115,4
47117,4
47119,4
47121,4
47123,4
47125,4
47127,4
47129,4
47131,4
47133,4
47135,4
47137,4
47139,4
47141,4
47143,4
47145,4
47147,4
47149,4
47151,4
47153,4
47155,4
47157,4
47159,4
47161,4
47163,4
47165,4
47167,4
47169,4
47171,4
47173,4
47175,4
47177,4
47179,4
47181,4
47183,4
47185,4
47187,4
47189,4
48001,6
48003,6
48005,6
48007,6
48009,6
48011,6
48013,6
48015,6
48017,6
48019,6
48021,6
48023,6
48025,6
48027,6
48029,6
48031,6
48033,6
48035,6
48037,6
48039,6
48041,6
48043,6
48045,6
48047,6
48049,6
48051,6
48053,6
48055,6
48057,6
48059,6
48061,6
48063,6
48065,6
48067,6
48069,6
48071,6
48073,6
48075,6
48077,6
48079,6
48081,6
48083,6
48085,6
48087,6
48089,6
48091,6
48093,6
48095,6
48097,6
48099,6
48101,6
48103,6
48105,6
48107,6
48109,6
48111,6
48113,6
48115,6
48117,6
48119,6
48121,6
48123,6
48125,6
48127,6
48129,6
48131,6
48133,6
48135,6
48137,6
48139,6
48141,6
48143,6
48145,6
48147,6
48149,6
48151,6
48153,6
48155,6
48157,6
48159,6
48161,6
48163,6
48165,6
48167,6
48169,6
48171,6
48173,6
48175,6
48177,6
48179,6
48181,6
48183,6
48185,6
48187,6
48189,6
48191,6
48193,6
48195,6
48197,6
48199,6
48201,6
48203,6
48205,6
48207,6
48209,6
48211,6
48213,6
48215,6
48217,6
48219,6
48221,6
48223,6
48225,6
48227,6
48229,6
48231,6
48233,6
48235,6
48237,6
48239,6
48241,6
48243,6
48245,6
48247,6
48249,6
48251,6
48253,6
48255,6
48257,6
48259,6
48261,6
48263,6
48265,6
48267,6
48269,6
48271,6
48273,6
48275,6
48277,6
48279,6
48281,6
48283,6
48285,6
48287,6
48289,6
48291,6
48293,6
48295,6
48297,6
48299,6
48301,6
48303,6
48305,6
48307,6
48309,6
48311,6
48313,6
48315,6
48317,6
48319,6
48321,6
48323,6
48325,6
48327,6
48329,6
48331,6
48333,6
48335,6
48337,6
48339,6
48341,6
48343,6
48345,6
48347,6
48349,6
48351,6
48353,6
48355,6
48357,6
48359,6
48361,6
48363,6
48365,6
48367,6
48369,6
48371,6
48373,6
48375,6
48377,6
48379,6
48381,6
48383,6
48385,6
48387,6
48389,6
48391,6
48393,6
48395,6
48397,6
48399,6
48401,6
48403,6
48405,6
48407,6
48409,6
48411,6
48413,6
48415,6
48417,6
48419,6
48421,6
48423,6
48425,6
48427,6
48429,6
48431,6
48433,6
48435,6
48437,6
48439,6
48441,6
48443,6
48445,6
48447,6
48449,6
48451,6
48453,6
48455,6
48457,6
48459,6
48461,6
48463,6
48465,6
48467,6
48469,6
48471,6
48473,6
48475,6
48477,6
48479,6
48481,6
48483,6
48485,6
48487,6
48489,6
48491,6
48493,6
48495,6
48497,6
48499,6
48501,6
48503,6
48505,6
48507,6
49001,8
49003,8
49005,8
49007,8
49009,8
49011,8
49013,8
49015,8
49017,8
49019,8
49021,8
49023,8
49025,8
49027,8
49029,8
49031,8
49033,8
49035,8
