zip,weight,state_code,state_id,state_name
00601,0.9943457189014541,72,pr,Puerto Rico
00601,0.005654281098546043,72,pr,Puerto Rico
00602,1.0,72,pr,Puerto Rico
00603,1.0,72,pr,Puerto Rico
00606,0.9487528344671202,72,pr,Puerto Rico
00606,0.01345427059712774,72,pr,Puerto Rico
00606,0.03779289493575208,72,pr,Puerto Rico
00610,0.005514199062586159,72,pr,Puerto Rico
00610,0.9944858009374138,72,pr,Puerto Rico
00612,0.9989255335024624,72,pr,Puerto Rico
00612,0.001074466497537681,72,pr,Puerto Rico
00616,1.0,72,pr,Puerto Rico
00617,0.994308248973452,72,pr,Puerto Rico
00617,0.005691751026547953,72,pr,Puerto Rico
00622,1.0,72,pr,Puerto Rico
00623,1.0,72,pr,Puerto Rico
00624,0.9252696162493808,72,pr,Puerto Rico
00624,0.07473038375061926,72,pr,Puerto Rico
00627,1.0,72,pr,Puerto Rico
00631,0.3299136069114471,72,pr,Puerto Rico
00631,0.6700863930885529,72,pr,Puerto Rico
00637,0.995610392691897,72,pr,Puerto Rico
00637,0.004389607308102977,72,pr,Puerto Rico
00638,0.9826830684757932,72,pr,Puerto Rico
00638,0.017316931524206748,72,pr,Puerto Rico
00641,0.002083934468276105,72,pr,Puerto Rico
00641,0.997916065531724,72,pr,Puerto Rico
00646,0.9988743160815728,72,pr,Puerto Rico
00646,0.0011256839184271838,72,pr,Puerto Rico
00647,0.9888204795852236,72,pr,Puerto Rico
00647,0.01117952041477641,72,pr,Puerto Rico
00650,0.015068675823443125,72,pr,Puerto Rico
00650,0.01913588478463795,72,pr,Puerto Rico
00650,0.011268169089211895,72,pr,Puerto Rico
00650,0.8361114815308708,72,pr,Puerto Rico
00650,0.11841578877183626,72,pr,Puerto Rico
00652,1.0,72,pr,Puerto Rico
00653,1.0,72,pr,Puerto Rico
00656,1.0,72,pr,Puerto Rico
00659,1.0,72,pr,Puerto Rico
00660,1.0,72,pr,Puerto Rico
00662,1.0,72,pr,Puerto Rico
00664,0.9915395614871306,72,pr,Puerto Rico
00664,0.008460438512869399,72,pr,Puerto Rico
00667,0.9890634627233518,72,pr,Puerto Rico
00667,0.010936537276648185,72,pr,Puerto Rico
00669,0.9922001075847231,72,pr,Puerto Rico
00669,0.006186121570736954,72,pr,Puerto Rico
00669,0.0016137708445400753,72,pr,Puerto Rico
00670,0.01121647802589987,72,pr,Puerto Rico
00670,0.9887835219741,72,pr,Puerto Rico
00674,0.9848842701936704,72,pr,Puerto Rico
00674,0.015115729806329713,72,pr,Puerto Rico
00676,0.005134437940271852,72,pr,Puerto Rico
00676,0.994865562059728,72,pr,Puerto Rico
00677,0.004714510214772132,72,pr,Puerto Rico
00677,0.995285489785228,72,pr,Puerto Rico
00678,0.053632409504295625,72,pr,Puerto Rico
00678,0.9317013551888996,72,pr,Puerto Rico
00678,0.0146662353068047,72,pr,Puerto Rico
00680,0.00455796353629171,72,pr,Puerto Rico
00680,0.9701410388716891,72,pr,Puerto Rico
00680,0.025300997592019262,72,pr,Puerto Rico
00682,1.0,72,pr,Puerto Rico
00683,1.0,72,pr,Puerto Rico
00685,0.020008872078634637,72,pr,Puerto Rico
00685,0.9799911279213652,72,pr,Puerto Rico
00687,1.0,72,pr,Puerto Rico
00688,1.0,72,pr,Puerto Rico
00690,1.0,72,pr,Puerto Rico
00692,1.0,72,pr,Puerto Rico
00693,0.03927061830335201,72,pr,Puerto Rico
00693,0.960729381696648,72,pr,Puerto Rico
00694,1.0,72,pr,Puerto Rico
00698,0.0023933751376190703,72,pr,Puerto Rico
00698,0.9976066248623808,72,pr,Puerto Rico
00703,0.9547281943716134,72,pr,Puerto Rico
00703,0.04527180562838665,72,pr,Puerto Rico
00704,0.07718316427655357,72,pr,Puerto Rico
00704,0.9228168357234464,72,pr,Puerto Rico
00705,0.9978513946402062,72,pr,Puerto Rico
00705,0.002148605359793734,72,pr,Puerto Rico
00707,1.0,72,pr,Puerto Rico
00714,1.0,72,pr,Puerto Rico
00715,0.2573851203501094,72,pr,Puerto Rico
00715,0.7426148796498906,72,pr,Puerto Rico
00716,1.0,72,pr,Puerto Rico
00717,1.0,72,pr,Puerto Rico
00718,1.0,72,pr,Puerto Rico
00719,0.014165859954824138,72,pr,Puerto Rico
00719,0.981026137463698,72,pr,Puerto Rico
00719,0.004808002581477896,72,pr,Puerto Rico
00720,0.005231527519564185,72,pr,Puerto Rico
00720,0.9947684724804358,72,pr,Puerto Rico
00723,1.0,72,pr,Puerto Rico
00725,0.015093875176225747,72,pr,Puerto Rico
00725,0.9455882023854812,72,pr,Puerto Rico
00725,0.0043189294425671895,72,pr,Puerto Rico
00725,0.02758072817597959,72,pr,Puerto Rico
00725,0.006042025645042182,72,pr,Puerto Rico
00725,0.0013762391747040527,72,pr,Puerto Rico
00727,1.0,72,pr,Puerto Rico
00728,1.0,72,pr,Puerto Rico
00729,0.8708837209302326,72,pr,Puerto Rico
00729,0.12911627906976744,72,pr,Puerto Rico
00730,1.0,72,pr,Puerto Rico
00731,0.022030404534913683,72,pr,Puerto Rico
00731,0.9779695954650864,72,pr,Puerto Rico
00735,0.991769847050255,72,pr,Puerto Rico
00735,0.008230152949745084,72,pr,Puerto Rico
00736,0.9262206007917412,72,pr,Puerto Rico
00736,0.07377939920825895,72,pr,Puerto Rico
00738,1.0,72,pr,Puerto Rico
00739,1.0,72,pr,Puerto Rico
00740,1.0,72,pr,Puerto Rico
00741,1.0,72,pr,Puerto Rico
00745,0.014020558642984272,72,pr,Puerto Rico
00745,0.9859794413570158,72,pr,Puerto Rico
00751,1.0,72,pr,Puerto Rico
00754,1.0,72,pr,Puerto Rico
00757,1.0,72,pr,Puerto Rico
00765,1.0,72,pr,Puerto Rico
00766,0.0156674720628209,72,pr,Puerto Rico
00766,0.9843325279371792,72,pr,Puerto Rico
00767,0.002051605776059339,72,pr,Puerto Rico
00767,0.9979483942239408,72,pr,Puerto Rico
00769,1.0,72,pr,Puerto Rico
