fips,zip,weight
1001,36749,0.013195309754305249
1001,36068,0.05469823317038883
1001,36703,0.004504936259944407
1001,36066,0.3063676155787725
1001,36051,0.029393910348573436
1001,36006,0.016486149717243364
1001,36003,0.033515447777884275
1001,36758,0.00527173392121154
1001,36091,0.007156778171826576
1001,36022,0.07508227099907346
1001,36067,0.4532413176139813
1001,36008,0.0010862966867951052
1003,36576,0.014571092831962397
1003,36535,0.12681056342383573
1003,36550,0.0008287463665038035
1003,36547,0.04961345785144412
1003,36507,0.06553899437194631
1003,36578,0.009685200074216093
1003,36480,3.710804626136434e-05
1003,36502,0.0008287463665038035
1003,36561,0.10954295256354753
1003,36536,0.011348877481600593
1003,36532,0.12157214422660646
1003,36580,0.02777537262663121
1003,36577,0.005745562496134579
1003,36564,0.0076566268785948416
1003,36549,0.021584513575360256
1003,36511,0.005306450615375101
1003,36559,0.005887810006803142
1003,36555,0.0038963448574432557
1003,36530,0.034201249304224135
1003,36527,0.05154307625703507
1003,36526,0.12522728678335085
1003,36574,0.005634238357350486
1003,36562,0.005139464407198961
1003,36567,0.04337312140515802
1003,36542,0.10153998391984662
1003,36579,0.0055600222648277565
1003,36533,0.011608633805430145
1003,36551,0.02794235883480735
1005,36311,0.01875139105274872
1005,36048,0.04679501446694859
1005,36317,0.0013354106387714222
1005,36072,0.08663476519029602
1005,36027,0.6048297351435566
1005,36016,0.12764300022256844
1005,36374,0.004117516136211885
1005,36053,0.028154907634097486
1005,36017,0.0817382595148008
1007,35456,0.0002734232592052497
1007,35184,0.25729128691214
1007,35074,9.11410864017499e-05
1007,35035,0.07838133430550492
1007,35042,0.3093328472475392
1007,36792,0.03700328107911046
1007,35115,0.008202697776157493
1007,36750,0.0034633612832664965
1007,35111,0.013762304046664236
1007,35188,0.12413415967918337
1007,35034,0.1484688297484506
1007,36793,0.019139628144367482
1007,35080,0.00045570543200874956
1009,35957,0.007880589040638462
1009,35976,0.006778642268006812
1009,35049,0.06588306007279528
1009,35146,0.013390322903796707
1009,35180,0.0992419941897352
1009,35079,0.15317060139579924
1009,35016,0.005676695495375163
1009,35013,3.339232644338331e-05
1009,35121,0.2758874010752329
1009,35031,0.13811066216983336
1009,35980,0.023975690386349217
1009,35952,0.05940494874277891
1009,35172,0.03916919891808862
1009,35133,0.06578288309346512
1009,35097,0.0288175777206398
1009,35063,0.008715397201723044
1009,35126,0.00808094299929876
1011,36860,0.004043344654698367
1011,36081,0.03299369238233867
1011,36031,0.00016173378618793466
1011,36089,0.695455280608119
1011,36830,0.00032346757237586933
1011,36005,0.057415494096716806
1011,36029,0.07536794436357755
1011,36052,0.005013747371825974
1011,36053,0.1292252951641598
1013,36042,0.024522569444444444
1013,36032,0.04383680555555555
1013,36037,0.6384548611111112
1013,36456,0.05830439814814815
1013,36030,0.027560763888888888
1013,36474,0.00043402777777777775
1013,36033,0.20421006944444445
1013,36015,7.233796296296296e-05
1013,36071,0.0026041666666666665
1015,35905,0.00468220366926496
1015,36203,0.13654888616309896
1015,36207,0.15387963439243463
1015,36260,0.01896622218705074
1015,35096,0.0022685606510241497
1015,36206,0.08293435682348752
1015,36279,0.01870243606483863
1015,36202,0.032722668460412295
1015,36253,2.637861222121104e-05
1015,36205,0.01516770202719635
1015,36265,0.1541170419024255
1015,36277,0.0360727522125061
1015,36204,0.010841609622917739
1015,36257,0.005803294688666429
1015,36271,0.04556905261214207
1015,36250,0.030163943074954826
1015,36254,1.318930611060552e-05
1015,36272,0.07186852899668948
1015,36201,0.1796515385325578
1017,36854,0.33359709551293987
1017,36852,0.016291193446285608
1017,36274,0.017222118786073357
1017,36879,0.016384285980264382
1017,36801,0.00712157884937628
1017,36863,0.36296778998324336
1017,36855,0.047523738596164586
1017,36276,0.009541984732824428
1017,36850,0.008983429528951778
1017,36862,0.18036678458387637
1019,35959,0.19391086001255492
1019,35984,0.010734463276836158
1019,36275,6.277463904582549e-05
1019,36272,0.09767733835530445
1019,35901,0.002824858757062147
1019,35983,0.14218455743879474
1019,35903,0.0032015065913370997
1019,35960,0.41487758945386066
1019,35973,0.10445699937225361
1019,35961,0.01876961707470182
1019,35967,0.011299435028248588
1021,35046,0.12733870967741936
1021,35115,0.05241935483870968
1021,36793,0.005040322580645161
1021,36758,0.010524193548387097
1021,36750,0.06286290322580645
1021,36091,0.08379032258064516
1021,36006,0.008709677419354838
1021,36792,0.010403225806451612
1021,35085,0.18528225806451612
1021,35171,0.0664516129032258
1021,36051,0.011129032258064516
1021,35045,0.34935483870967743
1021,35040,0.021411290322580646
1021,36790,0.005282258064516129
1023,36904,0.3307262569832402
1023,36921,0.08193668528864059
1023,36922,0.04432029795158287
1023,36908,0.15021725636250777
1023,36558,0.016139044072004966
1023,36919,0.13916821849782743
1023,36912,0.13469894475481067
1023,36913,0.0037243947858473
1023,36915,0.05102420856610801
1023,36916,0.04283054003724395
1023,36910,0.0052141527001862194
1025,36446,6.535947712418301e-05
1025,36436,0.01954248366013072
1025,36540,0.03366013071895425
1025,36524,0.046209150326797385
1025,36451,0.18045751633986928
1025,36727,0.008104575163398693
1025,36751,0.005359477124183006
1025,36784,0.2932679738562092
1025,36482,0.042418300653594775
1025,36545,0.3709150326797386
1027,36256,0.003660466956865849
1027,36276,0.014938662445587654
1027,36258,0.07716660071230709
1027,35072,0.09467748318163831
1027,36268,0.0028690146418678276
1027,36267,9.893153937475267e-05
1027,36255,0.06984566679857539
1027,35082,9.893153937475267e-05
1027,36251,0.37257617728531855
1027,36266,0.3187574198654531
1027,35160,0.04531064503363672
1029,36262,0.097517533118112
1029,36269,0.08582878771011912
1029,36258,0.04642101747745742
1029,36207,0.003116998775464767
1029,36264,0.5613937437381721
1029,36273,0.1817878214404987
1029,36272,0.023711454970499833
1029,36261,0.00011132138483802739
1029,36268,0.00011132138483802739
1031,36311,0.00392848819788927
1031,36034,0.004794087292339448
1031,36467,0.006258947298332057
1031,36079,0.008223191397276692
1031,36453,0.02333788327729134
1031,36009,0.0019975363718081032
1031,36351,0.07670539667743116
1031,36330,0.6368811798781503
1031,36477,0.006025901388287779
1031,36360,0.00036621500149815227
1031,36010,0.014149215966974065
1031,36323,0.16329859839531244
1031,36316,0.017212105070413156
1031,36346,0.028365016479675067
1031,36318,0.0066584545726936775
1031,36322,0.001797782734627293
1033,35661,0.30799431960571383
1033,35672,0.0024782112327012503
1033,35616,0.07131122434772924
1033,35582,2.7845070030351125e-05
1033,35660,0.1817447720881018
1033,35674,0.3436638543145936
1033,35646,0.0692785342355136
1033,35654,0.017431013838999806
1033,35653,0.006070225266616546
1035,36456,0.03129990418396678
1035,36401,0.6021505376344086
1035,36502,0.005323112956456936
1035,36454,0.005855424252102629
1035,36426,0.010646225912913872
1035,36421,0.012562546577238369
1035,36475,0.0811242414564037
1035,36460,0.0025550942190993293
1035,36330,0.0006387735547748323
1035,36432,0.21505376344086022
1035,36033,0.005748961992973491
1035,36768,0.00010646225912913872
1035,36471,0.005748961992973491
