msa,zip,weight
44140,01022,1.0
44140,01026,1.0
44140,01027,1.0
44140,01028,1.0
38340,01029,1.0
44140,01030,1.0
49340,01031,1.0
44140,01032,1.0
44140,01033,1.0
44140,01034,1.0
44140,01035,1.0
44140,01036,1.0
49340,01037,1.0
44140,01038,1.0
44140,01039,0.9999999999999999
44140,01040,1.0
44140,01050,1.0
44140,01053,1.0
44140,01054,1.0
44140,01056,1.0
44140,01057,1.0
44140,01060,1.0
44140,01062,1.0
44140,01063,1.0
44140,01066,1.0
49340,01068,1.0
44140,01069,1.0
44140,01070,1.0
44140,01071,1.0
44140,01072,1.0
44140,01073,1.0
49340,01074,1.0
44140,01075,1.0
44140,01077,1.0
44140,01079,1.0
44140,01080,1.0
44140,01081,1.0
44140,01082,0.9564037977136214
49340,01082,0.0435962022863786
49340,01083,1.0
44140,01084,1.0
44140,01085,1.0
44140,01086,1.0
44140,01088,1.0
44140,01089,1.0
49340,01092,1.0
44140,01093,1.0
49340,01094,1.0
44140,01095,1.0
44140,01096,1.0
44140,01097,1.0
44140,01098,1.0
44140,01103,1.0
44140,01104,1.0
44140,01105,1.0
44140,01106,1.0
44140,01107,1.0
44140,01108,1.0
44140,01109,1.0
44140,01118,1.0
44140,01119,1.0
44140,01128,1.0
44140,01129,1.0
44140,01151,1.0
38340,01201,1.0
38340,01220,1.0
38340,01222,1.0
38340,01223,1.0
38340,01224,1.0
38340,01225,1.0
38340,01226,1.0
38340,01229,1.0
38340,01230,1.0
38340,01235,1.0
38340,01236,1.0
38340,01237,1.0
38340,01238,1.0
38340,01240,1.0
38340,01242,1.0
44140,01243,1.0
38340,01244,1.0
38340,01245,1.0
38340,01247,1.0
38340,01253,1.0
38340,01254,1.0
38340,01255,1.0
38340,01256,1.0
38340,01257,1.0
38340,01258,1.0
38340,01259,1.0
38340,01260,1.0
38340,01262,1.0
38340,01264,1.0
38340,01266,1.0
38340,01267,1.0
38340,01270,1.0
44140,01301,1.0
44140,01330,1.0
49340,01331,1.0
44140,01337,1.0
44140,01338,1.0
44140,01339,1.0
44140,01340,1.0
44140,01341,1.0
44140,01342,1.0
38340,01343,1.0
44140,01344,1.0
44140,01346,1.0
44140,01347,1.0
44140,01349,1.0
44140,01350,1.0
44140,01351,1.0
44140,01354,1.0
44140,01355,1.0
44140,01360,1.0
44140,01364,1.0
49340,01366,1.0
44140,01367,1.0
49340,01368,1.0
44140,01370,1.0
44140,01373,1.0
44140,01375,1.0
44140,01376,1.0
44140,01378,1.0
44140,01379,1.0
49340,01420,1.0
49340,01430,1.0
14460,01431,1.0
14460,01432,1.0
14460,01434,0.1883008356545961
49340,01434,0.8116991643454039
49340,01436,1.0
49340,01438,1.0
49340,01440,1.0
14460,01450,1.0
49340,01451,1.0
49340,01452,1.0
49340,01453,1.0
14460,01460,1.0
49340,01462,1.0
14460,01463,1.0
14460,01464,1.0
49340,01467,1.0
49340,01468,1.0
14460,01469,1.0
49340,01473,1.0
14460,01474,1.0
49340,01475,1.0
49340,01501,1.0
49340,01503,1.0
49340,01504,1.0
49340,01505,1.0
49340,01506,1.0
49340,01507,1.0
49340,01510,1.0
49340,01515,1.0
49340,01516,1.0
49340,01518,1.0
49340,01519,1.0
49340,01520,1.0
44140,01521,1.0
49340,01522,1.0
49340,01523,1.0
49340,01524,1.0
49340,01525,1.0
49340,01527,1.0
49340,01529,1.0
49340,01531,1.0
49340,01532,1.0
49340,01534,1.0
49340,01535,1.0
49340,01536,1.0
49340,01537,1.0
49340,01540,1.0
49340,01541,1.0
49340,01542,1.0
49340,01543,1.0
49340,01545,1.0
49340,01550,1.0
49340,01560,1.0
49340,01561,1.0
49340,01562,1.0
49340,01564,1.0
49340,01566,1.0
49340,01568,1.0
49340,01569,1.0
49340,01570,1.0
49340,01571,1.0
49340,01581,1.0
49340,01583,1.0
49340,01585,1.0
49340,01588,1.0
49340,01590,1.0
49340,01602,1.0
49340,01603,1.0
49340,01604,1.0
49340,01605,1.0
49340,01606,1.0
49340,01607,1.0
49340,01608,1.0
49340,01609,1.0
49340,01610,1.0
49340,01611,1.0
49340,01612,1.0
14460,01701,1.0
14460,01702,1.0
14460,01718,1.0
14460,01719,1.0
14460,01720,1.0
14460,01721,1.0
14460,01730,1.0
14460,01731,1.0
49340,01740,1.0
14460,01741,1.0
14460,01742,1.0
49340,01745,1.0
14460,01746,1.0
49340,01747,1.0
14460,01748,1.0
14460,01749,1.0
14460,01752,1.0
14460,01754,1.0
49340,01756,1.0
49340,01757,1.0
14460,01760,1.0
14460,01770,1.0
49340,01772,1.0
14460,01773,1.0
14460,01775,1.0
14460,01776,1.0
14460,01778,1.0
14460,01801,1.0
14460,01803,1.0
14460,01810,1.0
14460,01821,1.0
14460,01824,1.0
14460,01826,1.0
14460,01827,1.0
14460,01830,1.0
14460,01832,1.0
14460,01833,1.0
14460,01834,1.0
14460,01835,1.0
14460,01840,1.0
14460,01841,1.0
14460,01843,1.0
14460,01844,1.0
14460,01845,1.0
14460,01850,1.0
14460,01851,1.0
14460,01852,1.0
14460,01854,1.0
14460,01860,1.0
14460,01862,1.0
14460,01863,1.0
14460,01864,1.0
14460,01867,1.0
14460,01876,1.0
14460,01879,1.0
14460,01880,1.0
14460,01886,1.0
14460,01887,1.0
14460,01890,1.0
14460,01901,1.0
14460,01902,1.0
14460,01904,1.0
14460,01905,1.0
14460,01906,1.0
14460,01907,1.0
14460,01908,1.0
14460,01913,1.0
14460,01915,1.0
14460,01921,1.0
14460,01922,1.0
14460,01923,1.0
14460,01929,1.0
14460,01930,1.0
14460,01937,1.0
14460,01938,1.0
14460,01940,1.0
14460,01944,1.0
14460,01945,1.0
14460,01949,1.0
14460,01950,1.0
14460,01951,1.0
14460,01952,1.0
14460,01960,1.0
14460,01966,1.0
14460,01969,1.0
14460,01970,1.0
14460,01982,1.0
14460,01983,1.0
14460,01984,1.0
14460,01985,1.0
14460,02019,1.0
14460,02021,1.0
14460,02025,1.0
14460,02026,1.0
14460,02030,1.0
14460,02032,1.0
14460,02035,1.0
14460,02038,1.0
14460,02043,1.0
14460,02045,1.0
14460,02047,1.0
39300,02048,1.0
14460,02050,1.0
14460,02052,1.0
14460,02053,1.0
14460,02054,1.0
14460,02056,1.0
14460,02061,1.0
14460,02062,1.0
14460,02066,1.0
14460,02067,1.0
14460,02071,1.0
14460,02072,1.0
14460,02081,1.0
14460,02090,1.0
14460,02093,1.0
14460,02108,1.0
14460,02109,1.0
14460,02110,1.0
14460,02111,1.0
14460,02113,1.0
14460,02114,1.0
14460,02115,1.0
14460,02116,1.0
14460,02118,1.0
14460,02119,1.0
14460,02120,1.0
14460,02121,1.0
14460,02122,1.0
14460,02124,1.0
14460,02125,1.0
14460,02126,1.0
14460,02127,1.0
14460,02128,1.0
14460,02129,1.0
14460,02130,1.0
14460,02131,1.0
14460,02132,1.0
14460,02134,1.0
14460,02135,1.0
14460,02136,1.0
14460,02138,1.0
14460,02139,1.0
14460,02140,1.0
14460,02141,1.0
14460,02142,1.0
14460,02143,1.0
14460,02144,1.0
14460,02145,1.0
14460,02148,1.0
14460,02149,1.0
14460,02150,1.0
14460,02151,1.0
14460,02152,1.0
14460,02155,1.0
14460,02163,1.0
14460,02169,1.0
14460,02170,1.0
14460,02171,1.0
14460,02176,1.0
14460,02180,1.0
14460,02184,1.0
14460,02186,1.0
14460,02188,1.0
14460,02189,1.0
14460,02190,1.0
14460,02191,1.0
14460,02199,1.0
14460,02210,1.0
14460,02215,1.0
14460,02301,1.0
14460,02302,1.0
14460,02322,1.0
14460,02324,1.0
14460,02330,1.0
14460,02332,1.0
14460,02333,1.0
14460,02338,1.0
14460,02339,1.0
14460,02341,1.0
14460,02343,1.0
14460,02346,1.0
14460,02347,1.0
14460,02351,1.0
39300,02356,1.0
39300,02357,1.0
14460,02359,1.0
14460,02360,1.0
14460,02364,1.0
14460,02366,1.0
14460,02367,1.0
14460,02368,1.0
14460,02370,1.0
39300,02375,1.0
14460,02379,1.0
14460,02382,1.0
14460,02420,1.0
14460,02421,1.0
14460,02445,1.0
14460,02446,1.0
14460,02451,1.0
14460,02452,1.0
14460,02453,1.0
14460,02457,1.0
14460,02458,1.0
14460,02459,1.0
14460,02460,1.0
14460,02461,1.0
14460,02462,1.0
14460,02464,1.0
14460,02465,1.0
14460,02466,1.0
14460,02467,1.0
14460,02468,1.0
14460,02472,1.0
14460,02474,1.0
14460,02476,1.0
14460,02478,1.0
14460,02481,1.0
14460,02482,1.0
14460,02492,1.0
14460,02493,1.0
14460,02494,1.0
12700,02532,0.844996059889677
14460,02532,0.1550039401103231
12700,02534,1.0
12700,02536,1.0
12700,02537,1.0
14460,02538,1.0
12700,02540,1.0
12700,02542,1.0
12700,02543,0.9637795275590552
12700,02553,1.0
12700,02556,1.0
14460,02558,1.0
12700,02559,1.0
12700,02561,1.0
12700,02562,1.0
12700,02563,1.0
14460,02571,1.0
14460,02576,1.0
12700,02601,1.0
12700,02630,1.0
12700,02631,1.0
12700,02632,1.0
12700,02633,1.0
12700,02635,1.0
12700,02637,1.0
12700,02638,1.0
12700,02639,1.0
12700,02641,1.0
12700,02642,1.0
12700,02643,1.0
12700,02644,1.0
12700,02645,1.0
12700,02646,1.0
12700,02647,1.0
12700,02648,1.0
12700,02649,1.0
12700,02650,1.0
12700,02651,1.0
12700,02652,1.0
12700,02653,1.0
12700,02655,1.0
12700,02657,1.0
12700,02659,1.0
12700,02660,1.0
12700,02663,1.0
12700,02664,1.0
12700,02666,1.0
12700,02667,1.0
12700,02668,1.0
12700,02669,1.0
12700,02670,1.0
12700,02671,1.0
12700,02672,1.0
12700,02673,1.0
12700,02675,1.0
39300,02702,1.0
39300,02703,1.0
39300,02715,1.0
39300,02717,1.0
39300,02718,1.0
39300,02719,1.0
39300,02720,1.0
39300,02721,1.0
39300,02723,1.0
39300,02724,1.0
39300,02725,1.0
39300,02726,1.0
14460,02738,1.0
14460,02739,1.0
39300,02740,1.0
39300,02743,1.0
39300,02744,1.0
39300,02745,1.0
39300,02746,1.0
39300,02747,1.0
39300,02748,1.0
39300,02760,1.0
14460,02762,1.0
39300,02763,1.0
39300,02764,1.0
39300,02766,1.0
39300,02767,1.0
39300,02769,1.0
14460,02770,1.0
39300,02771,1.0
39300,02777,1.0
39300,02779,1.0
39300,02780,1.0
39300,02790,1.0
39300,02791,1.0
39300,02802,1.0
39300,02804,1.0
39300,02806,1.0
39300,02807,1.0
39300,02808,1.0
39300,02809,1.0
39300,02812,1.0
39300,02813,1.0
39300,02814,1.0
39300,02815,1.0
39300,02816,0.9999999999999999
39300,02817,1.0
39300,02818,1.0
39300,02822,1.0
39300,02825,1.0
39300,02826,1.0
39300,02827,1.0
39300,02828,1.0
39300,02830,1.0
39300,02831,1.0
39300,02832,1.0
39300,02833,1.0
39300,02835,1.0
39300,02836,1.0
39300,02837,1.0
39300,02838,1.0
39300,02839,1.0
39300,02840,1.0
39300,02841,1.0
39300,02842,1.0
39300,02852,1.0
39300,02857,1.0
39300,02858,1.0
39300,02859,1.0
39300,02860,1.0
39300,02861,1.0
39300,02863,1.0
39300,02864,1.0
39300,02865,1.0
39300,02871,1.0
39300,02872,1.0
39300,02873,1.0
39300,02874,1.0
39300,02875,1.0
39300,02876,1.0
39300,02878,1.0
39300,02879,1.0
39300,02881,1.0
39300,02882,1.0
39300,02885,1.0
39300,02886,1.0
39300,02888,1.0
39300,02889,1.0
39300,02891,1.0
39300,02892,1.0
39300,02893,1.0
39300,02894,1.0
39300,02895,1.0
39300,02896,1.0
39300,02898,1.0
39300,02903,1.0
39300,02904,1.0
39300,02905,1.0
39300,02906,1.0
39300,02907,1.0
39300,02908,1.0
39300,02909,1.0
39300,02910,1.0
39300,02911,1.0
39300,02912,1.0
39300,02914,1.0
39300,02915,1.0
39300,02916,1.0
39300,02917,1.0
39300,02919,1.0
39300,02920,1.0
39300,02921,1.0
31700,03031,1.0
14460,03032,1.0
31700,03033,1.0
14460,03034,1.0
14460,03036,1.0
14460,03037,1.0
14460,03038,1.0
14460,03042,1.0
31700,03043,1.0
14460,03044,1.0
31700,03045,1.0
31700,03047,1.0
31700,03048,1.0
31700,03049,1.0
31700,03051,1.0
31700,03052,1.0
14460,03053,1.0
31700,03054,1.0
31700,03055,1.0
31700,03057,1.0
31700,03060,1.0
31700,03062,1.0
31700,03063,1.0
31700,03064,1.0
31700,03070,1.0
31700,03071,1.0
31700,03076,1.0
14460,03077,1.0
14460,03079,1.0
31700,03082,1.0
31700,03084,1.0
31700,03086,1.0
14460,03087,1.0
31700,03101,1.0
31700,03102,1.0
31700,03103,1.0
31700,03104,0.9976522958716996
31700,03109,1.0
31700,03110,1.0
14460,03225,0.0073770491803278
31700,03244,1.0
14460,03261,1.0
31700,03281,1.0
14460,03290,1.0
14460,03291,1.0
31700,03440,1.0
31700,03442,1.0
31700,03449,1.0
31700,03458,0.9989462592202318
14460,03801,1.0
14460,03811,1.0
14460,03819,1.0
14460,03820,1.0
14460,03823,1.0
14460,03824,1.0
14460,03825,1.0
14460,03826,1.0
14460,03827,1.0
14460,03833,1.0
14460,03835,1.0
14460,03839,1.0
14460,03840,1.0
14460,03841,1.0
14460,03842,1.0
14460,03844,1.0
14460,03848,1.0
14460,03851,1.0
14460,03852,1.0
14460,03854,1.0
14460,03855,1.0
14460,03856,1.0
14460,03857,1.0
14460,03858,1.0
14460,03861,1.0
14460,03862,1.0
14460,03865,1.0
14460,03867,1.0
14460,03868,1.0
14460,03869,1.0
14460,03870,1.0
14460,03871,1.0
14460,03873,1.0
14460,03874,1.0
14460,03878,1.0
14460,03884,1.0
14460,03885,1.0
14460,03887,0.8277623026926648
38860,03901,1.0
38860,03902,1.0
38860,03903,1.0
38860,03904,1.0
38860,03905,1.0
38860,03906,1.0
38860,03907,1.0
38860,03908,1.0
38860,03909,1.0
38860,03910,1.0
38860,03911,1.0
38860,04001,1.0
38860,04002,1.0
38860,04003,1.0
38860,04005,1.0
38860,04006,1.0
38860,04008,1.0
38860,04009,1.0
38860,04011,1.0
38860,04015,1.0
38860,04017,1.0
38860,04019,1.0
38860,04020,1.0
38860,04021,1.0
38860,04024,1.0
38860,04027,1.0
38860,04029,1.0
38860,04030,1.0
38860,04032,1.0
38860,04038,1.0
38860,04039,1.0
38860,04040,0.8784956605593057
38860,04042,1.0
38860,04043,1.0
38860,04046,1.0
38860,04047,1.0
38860,04048,1.0
38860,04049,1.0
38860,04050,1.0
38860,04055,1.0
38860,04056,1.0
38860,04057,1.0
38860,04061,1.0
38860,04062,1.0
38860,04063,1.0
38860,04064,1.0
38860,04066,1.0
38860,04069,1.0
38860,04071,1.0
38860,04072,1.0
38860,04073,1.0
38860,04074,1.0
38860,04076,1.0
38860,04079,1.0
38860,04083,1.0
38860,04084,1.0
38860,04085,1.0
38860,04086,1.0
38860,04087,1.0
38860,04090,1.0
38860,04091,1.0
38860,04092,1.0
38860,04093,1.0
38860,04095,1.0
38860,04096,1.0
38860,04097,1.0
38860,04101,1.0
38860,04102,1.0
38860,04103,1.0
38860,04105,1.0
38860,04106,1.0
38860,04107,1.0
38860,04108,1.0
38860,04109,1.0
38860,04110,1.0
30340,04210,1.0
30340,04222,1.0
30340,04228,1.0
30340,04236,1.0
30340,04240,1.0
30340,04250,1.0
30340,04252,1.0
30340,04253,1.0
30340,04254,1.0
30340,04256,1.0
30340,04258,1.0
38860,04260,1.0
30340,04263,1.0
30340,04274,1.0
30340,04280,1.0
30340,04282,1.0
38860,04287,1.0
38860,04345,0.0010303967027305
38860,04357,1.0
12620,04401,1.0
12620,04410,1.0
12620,04411,1.0
12620,04412,1.0
12620,04417,1.0
12620,04418,1.0
12620,04419,1.0
12620,04422,1.0
12620,04427,1.0
12620,04428,1.0
12620,04429,0.6521093915624337
12620,04430,1.0
12620,04434,1.0
12620,04435,1.0
12620,04444,1.0
12620,04448,1.0
12620,04449,1.0
12620,04450,1.0
12620,04451,0.694980694980695
12620,04453,1.0
12620,04455,1.0
12620,04456,1.0
12620,04457,1.0
12620,04459,0.888745148771022
12620,04460,0.9901338971106411
12620,04461,1.0
12620,04462,0.9896587383660806
12620,04468,1.0
12620,04469,1.0
12620,04473,1.0
12620,04474,1.0
12620,04475,1.0
12620,04487,1.0
12620,04488,1.0
12620,04489,1.0
12620,04493,1.0
12620,04495,1.0
12620,04497,0.1182519280205655
38860,04530,1.0
38860,04548,1.0
38860,04562,1.0
38860,04579,1.0
12620,04733,0.0723981900452488
12620,04765,0.9833597464342314
12620,04777,1.0
12620,04928,1.0
12620,04930,0.9068684516880092
12620,04932,1.0
12620,04933,1.0
12620,04939,1.0
12620,04953,1.0
12620,04969,1.0
15540,05401,1.0
15540,05403,1.0
15540,05404,1.0
15540,05405,1.0
15540,05408,1.0
15540,05439,1.0
15540,05440,1.0
15540,05441,1.0
15540,05444,0.5338389731621938
15540,05445,1.0
15540,05446,1.0
15540,05447,1.0
15540,05448,1.0
15540,05450,1.0
15540,05452,1.0
15540,05454,1.0
15540,05455,1.0
15540,05457,1.0
15540,05458,1.0
15540,05459,1.0
15540,05461,0.9678555702333772
15540,05462,1.0
15540,05463,1.0
15540,05464,0.069813829787234
15540,05465,1.0
15540,05468,1.0
15540,05471,0.9654017857142856
15540,05474,1.0
15540,05476,1.0
15540,05477,1.0
15540,05478,1.0
15540,05482,1.0
15540,05483,1.0
15540,05485,1.0
15540,05486,1.0
15540,05487,0.0200267022696929
15540,05488,1.0
15540,05489,1.0
15540,05494,1.0
15540,05495,1.0
15540,05676,0.0979133226324237
25540,06001,1.0
25540,06002,1.0
25540,06010,1.0
25540,06013,1.0
25540,06016,1.0
25540,06019,1.0
25540,06022,1.0
25540,06023,1.0
25540,06026,1.0
25540,06027,1.0
25540,06029,1.0
25540,06032,1.0
25540,06033,1.0
25540,06035,1.0
25540,06037,1.0
25540,06040,1.0
25540,06042,1.0
25540,06043,1.0
25540,06051,1.0
25540,06052,1.0
25540,06053,1.0
25540,06060,1.0
25540,06062,1.0
25540,06065,0.5317460317460317
25540,06066,1.0
25540,06067,1.0
25540,06070,1.0
25540,06071,1.0
25540,06073,1.0
25540,06074,1.0
25540,06076,1.0
25540,06078,1.0
25540,06081,1.0
25540,06082,1.0
25540,06084,1.0
25540,06085,1.0
25540,06088,1.0
25540,06089,1.0
25540,06090,1.0
25540,06091,1.0
25540,06092,1.0
25540,06093,1.0
25540,06095,1.0
25540,06096,1.0
25540,06103,1.0
25540,06105,1.0
25540,06106,1.0
25540,06107,1.0
25540,06108,1.0
25540,06109,1.0
25540,06110,1.0
25540,06111,1.0
25540,06112,1.0
25540,06114,1.0
25540,06117,1.0
25540,06118,1.0
25540,06119,1.0
25540,06120,1.0
25540,06226,0.0221238938053097
49340,06226,0.9778761061946902
25540,06231,1.0
25540,06232,1.0
49340,06234,1.0
49340,06235,1.0
25540,06237,1.0
25540,06238,1.0
49340,06239,1.0
49340,06241,1.0
25540,06242,0.057528409090909
49340,06242,0.9424715909090908
49340,06243,1.0
49340,06247,1.0
25540,06248,1.0
35980,06249,1.0
25540,06250,0.9900435594275048
49340,06250,0.0099564405724953
35980,06254,1.0
49340,06255,1.0
49340,06256,1.0
49340,06259,1.0
49340,06260,1.0
49340,06262,1.0
49340,06263,1.0
49340,06264,1.0
49340,06266,1.0
25540,06268,1.0
25540,06269,1.0
49340,06277,1.0
49340,06278,1.0
25540,06279,1.0
49340,06280,1.0
49340,06281,1.0
49340,06282,1.0
35980,06320,1.0
35980,06330,0.88878732480195
49340,06330,0.1112126751980499
49340,06331,1.0
49340,06332,1.0
35980,06333,1.0
35980,06334,1.0
35980,06335,1.0
35980,06336,1.0
35980,06339,1.0
35980,06340,1.0
35980,06350,1.0
35980,06351,1.0
35980,06353,1.0
49340,06354,1.0
35980,06355,1.0
35980,06357,1.0
35980,06359,1.0
35980,06360,1.0
35980,06365,1.0
35980,06370,1.0
35980,06371,1.0
49340,06373,1.0
49340,06374,1.0
35980,06375,1.0
35980,06376,1.0
49340,06377,1.0
35980,06378,1.0
35980,06379,1.0
35980,06380,1.0
35980,06382,1.0
35980,06384,0.9719311377245508
49340,06384,0.0280688622754491
35980,06385,1.0
49340,06387,1.0
35980,06389,1.0
35620,06390,1.0
35300,06401,1.0
35300,06403,1.0
35300,06405,1.0
25540,06409,1.0
35300,06410,1.0
25540,06412,1.0
25540,06413,1.0
25540,06414,1.0
25540,06415,0.0460342884261731
35980,06415,0.9539657115738268
25540,06416,1.0
25540,06417,1.0
35300,06418,1.0
25540,06419,1.0
25540,06420,0.010521281683405
35980,06420,0.989478718316595
25540,06422,1.0
25540,06423,1.0
25540,06424,1.0
25540,06426,1.0
35300,06437,1.0
25540,06438,1.0
25540,06441,1.0
25540,06442,1.0
35300,06443,1.0
25540,06444,1.0
25540,06447,1.0
35300,06450,1.0
25540,06451,0.0018018755886809
35300,06451,0.998198124411319
25540,06455,1.0
25540,06456,1.0
25540,06457,1.0
35300,06460,1.0
35300,06461,1.0
25540,06467,1.0
14860,06468,1.0
25540,06469,1.0
14860,06470,1.0
35300,06471,1.0
35300,06472,1.0
35300,06473,1.0
25540,06475,1.0
35300,06477,1.0
35300,06478,1.0
25540,06479,1.0
25540,06480,1.0
25540,06481,1.0
14860,06482,1.0
35300,06483,1.0
14860,06484,1.0
35300,06488,1.0
25540,06489,1.0
35300,06492,1.0
25540,06498,1.0
35300,06510,1.0
35300,06511,1.0
35300,06512,1.0
35300,06513,1.0
35300,06514,1.0
35300,06515,1.0
35300,06516,1.0
35300,06517,1.0
35300,06518,1.0
35300,06519,1.0
35300,06524,1.0
35300,06525,1.0
14860,06604,1.0
14860,06605,1.0
14860,06606,1.0
14860,06607,1.0
14860,06608,1.0
14860,06610,1.0
14860,06611,1.0
14860,06612,1.0
14860,06614,1.0
14860,06615,1.0
35300,06702,1.0
35300,06704,1.0
35300,06705,1.0
35300,06706,1.0
35300,06708,0.9974165476918894
35300,06710,1.0
35300,06712,1.0
35300,06716,1.0
35300,06762,1.0
35300,06770,1.0
14860,06776,0.0001487597158689
14860,06784,0.969639468690702
14860,06801,1.0
14860,06804,1.0
14860,06807,1.0
14860,06810,1.0
14860,06811,1.0
14860,06812,1.0
14860,06820,1.0
14860,06824,1.0
14860,06825,1.0
14860,06830,1.0
14860,06831,1.0
14860,06840,1.0
14860,06850,1.0
14860,06851,1.0
14860,06853,1.0
14860,06854,1.0
14860,06855,1.0
14860,06856,1.0
14860,06870,1.0
14860,06877,1.0
14860,06878,1.0
14860,06880,1.0
14860,06883,1.0
14860,06890,1.0
14860,06896,1.0
14860,06897,1.0
14860,06901,1.0
14860,06902,1.0
14860,06903,1.0
14860,06905,1.0
14860,06906,1.0
14860,06907,1.0
35620,07001,1.0
35620,07002,1.0
35620,07003,1.0
35620,07004,1.0
35620,07005,1.0
35620,07006,1.0
35620,07008,1.0
35620,07009,1.0
35620,07010,1.0
35620,07011,1.0
35620,07012,1.0
35620,07013,1.0
35620,07014,1.0
35620,07016,1.0
35620,07017,1.0
35620,07018,1.0
35620,07020,1.0
35620,07021,1.0
35620,07022,1.0
35620,07023,1.0
35620,07024,1.0
35620,07026,1.0
35620,07027,1.0
35620,07028,1.0
35620,07029,1.0
35620,07030,1.0
35620,07031,1.0
35620,07032,1.0
35620,07033,1.0
35620,07034,1.0
35620,07035,1.0
35620,07036,1.0
35620,07039,1.0
35620,07040,1.0
35620,07041,1.0
35620,07042,1.0
35620,07043,1.0
35620,07044,1.0
35620,07045,1.0
35620,07046,1.0
35620,07047,1.0
35620,07050,1.0
35620,07052,1.0
35620,07054,1.0
35620,07055,1.0
35620,07057,1.0
35620,07058,1.0
35620,07059,1.0
35620,07060,1.0
35620,07062,1.0
35620,07063,0.9999999999999999
35620,07064,1.0
35620,07065,1.0
35620,07066,1.0
35620,07067,1.0
35620,07068,1.0
35620,07069,1.0
35620,07070,1.0
35620,07071,1.0
35620,07072,1.0
35620,07073,1.0
35620,07074,1.0
35620,07075,1.0
35620,07076,1.0
35620,07077,1.0
35620,07078,1.0
35620,07079,1.0
35620,07080,1.0
35620,07081,1.0
35620,07082,1.0
35620,07083,1.0
35620,07086,1.0
35620,07087,1.0
35620,07088,1.0
35620,07090,1.0
