safegraph_brand_id,brand_name,parent_safegraph_brand_id,naics_code,top_category,sub_category,stock_symbol,stock_exchange
SG_BRAND_75e52dcc790fbad91ae83227c0fb6e2f,KFC,SG_BRAND_4914f935d7b914d3,722513,Restaurants and Other Eating Places,Limited-Service Restaurants,YUM,NYSE
SG_BRAND_133a0527eca7180956b02dc61b3fbb8d,Kia Motors,SG_BRAND_924283bfc67ffd62,441110,Automobile Dealers,New Car Dealers,HYMTF,OTCMKTS
SG_BRAND_4a8f3120b610705,Kickin Chicken,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_222726b8d31ab5e9,Kicks Karate,"",713940,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",""
SG_BRAND_3c6fd4b5c0701a2f,KicksUSA,"",448210,Shoe Stores,Shoe Stores,"",""
SG_BRAND_5523dfdbfe2ca92f510aa545510772ab,Kid Care Pediatrics,"",621111,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"",""
SG_BRAND_3d6a46e3a9c97f037e59ceb5ae01bbc4,Kid to Kid,"",453310,Used Merchandise Stores,Used Merchandise Stores,"",""
SG_BRAND_7a9a31109c10d349a547269ac4a8dbed,Kiddie Academy,"",624410,Child Day Care Services,Child Day Care Services,"",""
SG_BRAND_85c1441772dd54763af5e7abc0f1b261,Kids 'R' Kids,"",624410,Child Day Care Services,Child Day Care Services,"",""
SG_BRAND_44d2de0c8beb0bea2909e0de15ae40dd,Kids Country,"",624410,Child Day Care Services,Child Day Care Services,"",""
SG_BRAND_68570f77ebb9a7d792123a4c93256e88,Kids Foot Locker,SG_BRAND_3bbe7681bc7a60ed3d22764734cb699a,448210,Shoe Stores,Shoe Stores,FL,NYSE
SG_BRAND_3c0bc2b6bf0a54dab6ce20709cb6be4a,Kids Kare Schools,"",624410,Child Day Care Services,Child Day Care Services,"",""
SG_BRAND_40600ab18fe6a6f97705b36c8f6456aa,Kidville,"",624410,Child Day Care Services,Child Day Care Services,"",""
SG_BRAND_58c65052f7bebf911dc62ffc10517810,Kiehl's,"",446120,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores","",""
SG_BRAND_c69afddb977068c2f32a8d1cfcc7a8d3,KIKO Milano,"",446120,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores","",""
SG_BRAND_288312a68fe1f939,Kilwins,"",445292,Specialty Food Stores,Confectionery and Nut Stores,"",""
SG_BRAND_1cb0062bafc09481,Kim's Convenience Stores,"",445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_54e3714a8ada6b2802050bf8ee85c467,Kimbrell's Furniture,"",442110,Furniture Stores,Furniture Stores,"",""
SG_BRAND_300de9770d1d4f612e9176ab8e87a0d3,Kimpton Hotels & Restaurants,SG_BRAND_70b1db807a0fc63d,721110,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,IHG,NYSE
SG_BRAND_5d1a436d5cf0ea9a,Kinder's,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_bb687a854c6bcb1,KinderCare,"",624410,Child Day Care Services,Child Day Care Services,"",""
SG_BRAND_3e1a99648ad565d,King Cash Saver,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_f98176d2bb33664409b27d0b02e05e1c,King Kullen Grocery Co.,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_99ea1e6b64134396,King Pawn,SG_BRAND_238df7e9b8c830c1,522298,Nondepository Credit Intermediation,All Other Nondepository Credit Intermediation,FCFS,NASDAQ
SG_BRAND_a8ab89887e8babbed43e20893ec5f8ab,King Soopers,SG_BRAND_1f852a23da4b7250,445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,KR,NYSE
SG_BRAND_2f54c01d4a43f1a3,King's Fish House,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_49760e91c0928df22e7fd0977c61ec82,King's Variety Stores,"",452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,"",""
SG_BRAND_3f850607b30c7cab,Kings County Market,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_7f947048fe10ddf0,Kings Family Restaurant,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_e36713da22685ebd978693ee38a07730,Kings Food Markets,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_53e59cd075803122158b7e73892b940e,Kinney Drugs,"",446110,Health and Personal Care Stores,Pharmacies and Drug Stores,"",""
SG_BRAND_27e0fecc37194fa1bf49f90d86e23bee,Kinnikinnick Foods,"",424450,Grocery and Related Product Merchant Wholesalers,Confectionery Merchant Wholesalers,"",""
SG_BRAND_b1ebdfbde4e67330d09f7af6da97f67e,Kinze Manufacturing,"",333111,"Agriculture, Construction, and Mining Machinery Manufacturing",Farm Machinery and Equipment Manufacturing,"",""
SG_BRAND_11328d95d667623e82890358738f32b0,KIOTI Tractor,"",423820,"Machinery, Equipment, and Supplies Merchant Wholesalers",Farm and Garden Machinery and Equipment Merchant Wholesalers,"",""
SG_BRAND_f4f34a3a31297e803d441e5d1a98bf3a,Kipling UK,"",448320,"Jewelry, Luggage, and Leather Goods Stores",Luggage and Leather Goods Stores,"",""
SG_BRAND_711579b85806419f,Kirby Foods,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_543ea0e2c9bb3d317e9712f42f35e1d2,Kirkland's,"",453998,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),KIRK,NASDAQ
SG_BRAND_e6cffe8259d765b4fa6c273e7317dd85,Kit Heath,"",423940,Miscellaneous Durable Goods Merchant Wholesalers,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers","",""
SG_BRAND_3c385b34bb7af151c1dd9cd880af7f98,Kitchen Collection,"",442299,Home Furnishings Stores,All Other Home Furnishings Stores,"",""
SG_BRAND_8814672c191124d5,Kitchen United,"",531120,Lessors of Real Estate,Malls,"",""
SG_BRAND_45d2e7aa614dc254,Kiwi Frozen Yogurt,"",722515,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"",""
SG_BRAND_30ae19b63b508121,Klingensmith's,"",446110,Health and Personal Care Stores,Pharmacies and Drug Stores,"",""
SG_BRAND_00212215412d108904aad380c025632e,Kloeckner Metals,"",332313,Architectural and Structural Metals Manufacturing,Plate Work Manufacturing,"",""
SG_BRAND_98f6b474794d85f694762c9b52bbc351,Kmart,SG_BRAND_e9301d5c735afc317688baa02d272807,452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,SHLDQ,OTCMKTS
SG_BRAND_2d6c9bf6eb14f7302b91caed55fd023f,Kneaders Bakery & Cafe,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_6ee068db5302d8c2,Knights Drugs,"",446110,Health and Personal Care Stores,Pharmacies and Drug Stores,"",""
SG_BRAND_8e9d7ca9af5aeac20d3ae8a34feb8c54,Knights Inn,SG_BRAND_4e26140f6ce48c53,721110,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,RLH,NYSE
SG_BRAND_766c4abf9968b668d347b7ca153aa277,Knockouts,"",812111,Personal Care Services,Barber Shops,"",""
SG_BRAND_53bc7a34e7657fbef4c86f77e21aea47,Knowledge Beginnings,"",624410,Child Day Care Services,Child Day Care Services,"",""
SG_BRAND_d81c9fa1e5f95625f4def4b9cbe4634c,KOA (Kampgrounds of America),"",721211,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,"",""
SG_BRAND_bf3359c4f2a220bd69b85200a412dacd,Kobelco Construction Machinery America,"",333120,"Agriculture, Construction, and Mining Machinery Manufacturing",Construction Machinery Manufacturing,"",""
SG_BRAND_64a77880c7f7c1d3133d10e574c97a8b,Kohl's,"",452210,Department Stores,Department Stores,KSS,NYSE
SG_BRAND_f33f05cac36a8065711afc0a286a8b86,KOI Auto Parts,SG_BRAND_cd20640cb4711cf48d9caf7fc71f3ae7,441310,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,"",""
SG_BRAND_11e2989c04da1ac0,Kojax,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_ac68729d02488d1033f39f3f78acce4f,Kona Grill,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,KONAQ,OTCMKTS
SG_BRAND_ce15d37ce108c08c6164752f85687138,Kool Smiles,"",621210,Offices of Dentists,Offices of Dentists,"",""
SG_BRAND_983fe38a5acf282d38b4bb795a48ab2d,KORT,"",621399,Offices of Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,"",""
SG_BRAND_6aab34e38bc1f77f,Kosama,"",713940,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",""
SG_BRAND_914a420f7e7917e91a81614a90888dc1,Kost Tire And Auto Care Centers,"",441310,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,"",""
SG_BRAND_c30cdeda7eed27dda40adf66cb96e058,Kowalski's Markets,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_c64271cfd417df590524e2fbca493e4a,Kreation Organic,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_6a9fdbe4915d412c2a7bb93b30dad3da,Kriser's,"",453910,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,"",""
SG_BRAND_c00d0bf3a8d7b6744a18e2554adf5921,Krispy Kreme Doughnuts,"",722515,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,KKD,NYSE
SG_BRAND_c2f2dcd3e397d5a16d749a0e84941a42,Krispy Krunchy Chicken,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_24a5538ac5f263f5,Krist Oil,"",447110,Gasoline Stations,Gasoline Stations with Convenience Stores,"",""
SG_BRAND_1f852a23da4b7250,Kroger,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,KR,NYSE
SG_BRAND_f29bd2583c8336be,Kroger Fuel Center,SG_BRAND_1f852a23da4b7250,447110,Gasoline Stations,Gasoline Stations with Convenience Stores,KR,NYSE
SG_BRAND_1c565248e8bf2d4b,Kruse and Muer Restaurants,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_4fbd8dfba9f0bd21095df5889dcdd169,Krystal,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,KRYS,NASDAQ
SG_BRAND_f2b745378ca0b346f87b9a7bf9bceabb,Kuehne + Nagel,"",492110,Couriers and Express Delivery Services,Couriers and Express Delivery Services,KHNGF,OTCMKTS
SG_BRAND_280ba509d1d5b0d6,Kuhn's Quality Food,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_8cbbed97825f0c668434665662369635,Kum & Go,"",447110,Gasoline Stations,Gasoline Stations with Convenience Stores,"",""
SG_BRAND_f83a3ac014ac87d7a95457db71ebebdc,Kumho Tire,"",423130,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Tire and Tube Merchant Wholesalers,"",""
SG_BRAND_250f7d5c78955662db4119ba06c76e85,Kumon Institute of Education,"",611699,Other Schools and Instruction,All Other Miscellaneous Schools and Instruction,"",""
SG_BRAND_1787efe66e79ef11,Kwik Chek,"",445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_be1038508e6ada19a0772286c0f6074a,Kwik Fill,"",447110,Gasoline Stations,Gasoline Stations with Convenience Stores,"",""
SG_BRAND_a9139cbac83ec7fa,Kwik Kar,"",811111,Automotive Repair and Maintenance,General Automotive Repair,"",""
SG_BRAND_2c894a9a029aceb5,Kwik King Food Stores,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_6d316edac0e17f6459b8ec822c067eaf,Kwik Kopy,"",323111,Printing and Related Support Activities,Commercial Printing (except Screen and Books),"",""
SG_BRAND_cf488806b67f2d5e2a6f55428d9707da,Kwik Shop,SG_BRAND_7b1c93cd8e043a25,445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_6f84f496a66230e20079fd7dc80a62c6,Kwik Stop,"",445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_103dc52ffb2ee2eb,Kwik Stop Iowa,"",445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_962d9816e6d7856c,Kwik Trip,"",445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_9b5ee7723abc0f6b758c4ceff6449891,Kühl Clothing,"",448140,Clothing Stores,Family Clothing Stores,"",""
SG_BRAND_220086477ac300a3,L&L Food Stores,SG_BRAND_73c6ff45bae24a75,445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_7020be8a9facd1c11f4de92b6bdabc2a,L&L Hawaiian Barbecue,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_e8ebaa85a52424d6b69ed29975d09a8d,L&W Supply,"",423810,"Machinery, Equipment, and Supplies Merchant Wholesalers",Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,"",""
SG_BRAND_b581ece69c7ca08c57e57d8aa919224d,L'Occitane,"",446120,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",LCCTF,OTC
SG_BRAND_9d4bab70ec7b5fcd97a45f2129f5f76f,L.A. Tan,"",812199,Personal Care Services,Other Personal Care Services,"",""
SG_BRAND_db9a1f765d2a6a91634c2f6050e1d787,L.L.Bean,"",448140,Clothing Stores,Family Clothing Stores,"",""
SG_BRAND_206e3f29cf9b6af1,La Bella Marketplace,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_9d1ba54bd307089bd5ff46252bff8f6b,La Bou Bakery and Cafe,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_81518700d136b414e6a33cf45a0ed1af,La Carreta,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_32bd4900c26c5f06,La Chiquita Food Market,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_c0517e48a7a92b790d3e790dabd0054f,La Colombe,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_6895f59263193465799cc04bd328daa8,La Familia Pawn and Jewelry,"",453310,Used Merchandise Stores,Used Merchandise Stores,"",""
SG_BRAND_3b8b7777e67a491a,La Fiesta Supermarket,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_8a028bda2e1a2b9bd1ad429cd59d4cfa,LA Fitness,"",713940,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",""
SG_BRAND_2cbb53e626d8321e40215a0bf0299f9a,La Madeleine,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_77b4f479d063718b,La Mesa Mexican Restaurant,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_1e88e5064215c3d7483ed5e28ea1f67e,La Michoacana Meat Market,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_5a33345f9514e0d0,La Parrilla,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_55bbd37af91f586a,La Pergoletta,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_9fa908d38c44268e388fb1976738aed7,La Petite Academy,SG_BRAND_d4280bff0e12c76fbaa974480d17715d,624410,Child Day Care Services,Child Day Care Services,"",""
SG_BRAND_e7f4bffa64d42aa7d1f497d4b80078d9,La Quinta Inns & Suites,SG_BRAND_0aba43027dab3087acff1cb8f463fa22,721110,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,WH,NYSE
SG_BRAND_6bbd2333b3cdbe85,La Rosa Chicken & Grill,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_cdf5b83d5cbd8acb8bb2bdd7bf87a8d1,La Salsa,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_ce5d245733fc10c204ed012f61f92c91,La Senza,"",448190,Clothing Stores,Other Clothing Stores,"",""
SG_BRAND_2df3f9909d5140fb,La Verde's Market,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_a4b6e5c37c2c14ca7141456566978d42,La-Z-Boy,"",442110,Furniture Stores,Furniture Stores,LZB,NYSE
SG_BRAND_292aceea9c8f3df19cf714bcd597a903,LabCorp,"",621511,Medical and Diagnostic Laboratories,Medical Laboratories,LH,NYSE
SG_BRAND_237f872c09242c52,Label Shopper,"",448140,Clothing Stores,Family Clothing Stores,"",""
SG_BRAND_de4d8ed92194f7513b30e608919863fe,Labor Finders,"",561311,Employment Services,Employment Placement Agencies,"",""
SG_BRAND_5cfecb6b71b53f28ce4c4de5f87e805b,Labor Ready,"",561311,Employment Services,Employment Placement Agencies,LRW,NYSE
SG_BRAND_3f4bcbc1f84f23a51d938bfa86efad94,Lacoste,"",448140,Clothing Stores,Family Clothing Stores,"",""
SG_BRAND_2149c854535a2ca8ed8a3691f6625888,LaCrosse Footwear,"",316210,Footwear Manufacturing,Footwear Manufacturing,"",""
SG_BRAND_22ef9f21b5a65984,Lacrosse Unlimited,"",451110,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,"",""
SG_BRAND_4f55a2acbb4569c89b0174a2813a97b4,Ladies Workout Express,"",713940,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",""
SG_BRAND_776a3d74500ddfcf,Ladurée Paris,"",311811,Bakeries and Tortilla Manufacturing,Retail Bakeries,"",""
SG_BRAND_2de0d4529d4a8a6425c54b6ad7f3df19,Lady Foot Locker,SG_BRAND_3bbe7681bc7a60ed3d22764734cb699a,448210,Shoe Stores,Shoe Stores,FL,NYSE
SG_BRAND_7dc149b7189379b4,Lady Jane's Haircuts For Men,"",812111,Personal Care Services,Barber Shops,"",""
SG_BRAND_fc2cdd223ca0c566319597bb0d9f6272,Ladybird Academy,"",624410,Child Day Care Services,Child Day Care Services,"",""
SG_BRAND_21b6bfda091cd9a8,LaFaive Convenience Stores,"",445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_754ee00cc67811bd58c18aca89910e68,Lafonn,"",339910,Other Miscellaneous Manufacturing,Jewelry and Silverware Manufacturing,"",""
SG_BRAND_59438de906afb92,Lake After Hours,"",621111,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"",""
SG_BRAND_ff99eee2f98b221f706afa616b9d686f,Lakeshore Learning Materials,"",451120,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores","",""
SG_BRAND_51e50ac8fc767b3a,LaMar's Donuts,"",445291,Specialty Food Stores,Baked Goods Stores,"",""
SG_BRAND_2ff0ba90379b492d9618c3cffce52cac,Lamborghini,SG_BRAND_7bd9ba9c7afb18529ac23979f477ff77,441110,Automobile Dealers,New Car Dealers,VWAPY,OTCMKTS
SG_BRAND_e5df4d4482d6a0c9f5d4c439b946b621,Lamps Plus,"",442299,Home Furnishings Stores,All Other Home Furnishings Stores,"",""
SG_BRAND_89ede26d6a5e8208ad28607464dfa1f3,Land Rover,"",441110,Automobile Dealers,New Car Dealers,"",""
SG_BRAND_7179bdc86f84fce3,Landis Supermarket,"",445299,Specialty Food Stores,All Other Specialty Food Stores,"",""
SG_BRAND_d79833f02786ca48a703d9715627635c,Landmark Theaters,"",512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"",""
SG_BRAND_82b3b982557948376edcfe3de6e5db9e,Landry's Seafood,SG_BRAND_6a57a11137078fd,722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_6a57a11137078fd,"Landry's, Inc.","",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_ffa549d5128e982f0e10e2a236048c5f,Land’s End,"",448140,Clothing Stores,Family Clothing Stores,LE,NASDAQ
SG_BRAND_bdf1834156412cd956851be9db5f0f82,Lane Bryant,"",448120,Clothing Stores,Women's Clothing Stores,ASNA,NASDAQ
SG_BRAND_cbd8429d348ad12be75a67b368f2151b,Lanier,"",423420,Professional and Commercial Equipment and Supplies Merchant Wholesalers,Office Equipment Merchant Wholesalers,"",""
SG_BRAND_d67c481d6f32ed1a2b26b64b94c21b1d,Lapels Dry Cleaning,"",812320,Drycleaning and Laundry Services,Drycleaning and Laundry Services (except Coin-Operated),"",""
SG_BRAND_bd82269bc5d9db03fde2c005c77207ad,LaRosa's,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_3346fe575efb74643754dc0bcbbf91f7,Larry's Giant Subs,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_25c45665c77bb2c4,Larsen's Restaurant,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_1434fc14896347bc,Las Vegas Athletic Club,"",713940,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",""
SG_BRAND_1018885da100a9fa004dea6dc9510a08,Laser Quest,"",713990,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,"",""
SG_BRAND_b47f45911b5fe8a8af2e765fd3c8e71f,Lassens Natural Foods and Vitamins,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_78ec74ef9a1c2d87,Lassus Handy Dandy,"",447110,Gasoline Stations,Gasoline Stations with Convenience Stores,"",""
SG_BRAND_ac9054e7b969d8bf862f05eeb7a8ce4a,Last Call,SG_BRAND_77d47d1ee922f9fd18daba73359bc3ea,448140,Clothing Stores,Family Clothing Stores,"",""
SG_BRAND_d1f3ef8a4dd77b76de3655edb35636b2,Launch Trampoline Park,"",713990,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,"",""
SG_BRAND_d89b8b56b678e2b0f5d1467ff18a2562,Lava Propane,"",454310,Direct Selling Establishments,Fuel Dealers,"",""
SG_BRAND_d3ec314aaed14ed84893a4bfe3439eee,LaVida Massage,"",812199,Personal Care Services,Other Personal Care Services,"",""
SG_BRAND_db39b092aca9d0c,Lawlers Tasty Barbecue,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_280b5df930227e91,Lawrence Brothers Supermarkets,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_472a104c34f4312b,Lawtons Drugs,"",446110,Health and Personal Care Stores,Pharmacies and Drug Stores,"",""
SG_BRAND_a2eed081000bc0a05ab89d3c33982b9a,LAZ Parking,"",812930,Other Personal Services,Parking Lots and Garages,"",""
SG_BRAND_2ea4a51fb1200598,Lazy Acres Natural Market,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_3d35806ed359a748,Lazy Dog Restaurant & Bar,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_64059be37dbf879,LCBO,"",445310,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores","",""
SG_BRAND_d84573086a57f28fbbdb4a7e6b4e2264,Le Boulanger,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_61e2c2e19117734e,Le Creuset,"",442299,Home Furnishings Stores,All Other Home Furnishings Stores,"",""
SG_BRAND_47efb6004ce70bc1e7287781c645d3dc,Le Labo,SG_BRAND_c8d730eddd8e2fe0d8840cc6f7fac45b,446120,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",EL,NYSE
SG_BRAND_75aac0c3a10a6bba,Le Macaron,"",311811,Bakeries and Tortilla Manufacturing,Retail Bakeries,"",""
SG_BRAND_1803b978b37fc181e6dc531a8b362d4a,Le Meridien,SG_BRAND_02f92da3a9b57d43,721110,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,MAR,NASDAQ
SG_BRAND_840d43c25b920579c3d90c8224eb422a,Le Pain Quotidien,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_067f51fafc874111580d98380b550434,Le Peep,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_86f4fbf96a10b42cbe48802745b38208,Learning Express Toys,"",451120,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores","",""
SG_BRAND_42ae1371486111bff2aec5314cb415e3,Lebakkens,"",532289,Consumer Goods Rental,All Other Consumer Goods Rental,"",""
SG_BRAND_20555580a21dce24,Lebanese Taverna,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_0a5e6a43b943ec3ec7a91f53ffbe789e,LEDO Pizza,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_03ab07df90f0db13d51c99aa6b80fd15,Lee Myles Transmission & AutoCare,"",811118,Automotive Repair and Maintenance,Other Automotive Mechanical and Electrical Repair and Maintenance,"",""
SG_BRAND_5a0fee3506b43d20,Lee's Discount Liquor,"",445310,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores","",""
SG_BRAND_85492949bbaf495ca71f1c1c510a66d3,LEE's Famous Recipes,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_1e8fed16d7ca0ea7,Lee's Food Mart,"",447110,Gasoline Stations,Gasoline Stations with Convenience Stores,"",""
SG_BRAND_7d426621bbb58557,Lee's Hoagie House,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_4f59330f5c007075,Lee's Marketplace,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_4cae1816967e9b8f76cedba78e148a3a,Lee's Sandwiches,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_bee52e5042d9645870655254dd73add1,Leeann Chinn,"",722515,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"",""
SG_BRAND_6fe47a710aa1acf3,Lees Deli,"",445210,Specialty Food Stores,Meat Markets,"",""
SG_BRAND_5e88a920456a13a5,Leevers Supermarkets Inc.,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_74879f2f48359525157554ebbc898ece,Legal Sea Foods,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_045ab0f2a6744cab9df05f98d3b0d0af,LEGO,"",451120,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores","",""
SG_BRAND_06d600a1ad9324b9,LEGOLAND,SG_BRAND_045ab0f2a6744cab9df05f98d3b0d0af,713110,Amusement Parks and Arcades,Amusement and Theme Parks,"",""
SG_BRAND_14bc54fdf6a91a16,Leizler Oil Company,"",447110,Gasoline Stations,Gasoline Stations with Convenience Stores,"",""
SG_BRAND_eb06ea30f30856dfe0d176208a5d3aa9,LEMONADE LA,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_cb4f1be2ca466ca2c0ac67985cea27e9,LendNation,"",522291,Nondepository Credit Intermediation,Consumer Lending,"",""
SG_BRAND_0f61bed28c961728f0ca7f0eed0c4d82,Lennox,"",238220,Building Equipment Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",LII,NYSE
SG_BRAND_4848e8e6887514370644708cad5b3c30,Lenny's Sub Shop,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
