zip,pop
01570,17410
01571,11827
01581,18973
01583,7882
01585,4728
01588,10106
01590,9215
01602,23695
01603,20680
01604,36008
01605,27227
01606,19809
01607,8671
01608,4037
01609,23281
01610,24864
01611,2328
01612,5031
01701,33424
01702,39837
01718,502
01719,5349
01720,22871
01721,17766
01730,14155
01731,1494
01740,5085
01741,5195
01742,18979
01745,412
01746,14505
01747,6137
01748,15980
01749,20411
01752,41221
01754,10820
01756,6063
01757,29138
01760,35104
01770,4410
01772,9729
01773,5473
01775,7056
01776,18907
01778,14036
01801,41654
01803,26218
01810,35350
01821,32453
01824,26672
01826,31502
01827,3403
01830,26764
01832,23487
01833,8712
01834,6877
01835,14567
01840,5039
01841,50281
01843,26006
01844,50307
01845,30187
01850,16314
01851,32324
01852,35877
01854,29558
01860,6748
01862,10950
01863,9519
01864,15945
01867,25650
01876,30694
01879,12104
01880,26482
01886,23503
01887,23903
01890,22894
01901,1798
01902,48060
01904,19381
01905,26885
01906,28385
01907,14934
01908,3630
01913,17336
01915,42058
01921,8476
01922,3309
01923,28047
01929,3730
01930,30652
01937,160
01938,14027
01940,12892
01944,5468
01945,21090
01949,9568
01950,18543
01951,3788
01952,8819
01960,54241
01966,7401
01969,6235
01970,43769
01982,8266
01983,6483
01984,5190
01985,4509
02019,17270
02021,22800
02025,7975
02026,26131
02030,5910
02032,4468
02035,17834
02038,33453
02043,23447
02045,10892
02047,190
02048,23965
02050,26909
02052,12715
02053,13484
02054,8344
02056,11612
02061,11117
02062,30245
02066,18684
02067,18491
02071,1805
02072,28550
02081,19533
02090,15477
02093,11584
02108,4246
02109,4186
02110,1923
02111,8196
02113,7676
02114,13321
02115,31575
02116,22901
02118,29417
02119,28138
02120,16853
02121,28840
02122,26066
02124,53048
02125,36963
02126,28378
02127,35303
02128,44971
02129,18250
02130,39301
02131,33112
02132,28710
02134,23872
02135,47494
02136,31627
02138,38882
02139,38919
02140,18852
02141,12752
02142,3363
02143,26247
02144,25580
02145,27237
02148,63710
02149,44488
02150,38994
02151,57516
02152,19425
02155,62063
02163,2866
02169,58219
02170,20626
02171,18728
02176,28891
02180,22952
02184,37798
02186,28555
02188,15447
02189,15395
02190,17045
02191,8943
02199,1272
02210,2320
02215,29003
02301,64578
02302,34647
02322,4606
02324,28109
02330,12179
02332,15935
02333,14597
02338,7955
02339,14687
02341,10812
02343,11362
02346,24451
02347,11229
02351,16962
02356,12987
02357,1405
02359,18866
02360,59547
02364,13364
02366,208
02367,2984
02368,34006
02370,18507
02375,9497
02379,7318
02382,15332
02420,15045
02421,18568
02445,21867
02446,30995
02451,18658
02452,15244
02453,31016
02457,1514
02458,12988
02459,20445
02460,9360
02461,7558
02462,1663
02464,3161
02465,12538
02466,8668
02467,24172
02468,5645
02472,34277
02474,28172
02476,17701
02478,26408
02481,17177
02482,10898
02492,21076
02493,12057
02494,9469
02532,12669
02534,831
02535,1242
02536,19335
02537,6213
02538,3812
02539,4294
02540,8117
02542,1124
02543,628
02553,223
02554,11018
02556,3075
02557,4742
02558,2281
02559,3333
02561,532
02562,2939
02563,10228
02564,346
02568,4224
02571,11091
02575,2877
02576,3972
02584,11
02601,13911
02630,1826
02631,9556
02632,10606
02633,3834
02635,3254
02637,249
02638,3166
02639,2838
02641,525
02642,4874
02643,25
02644,3905
02645,9541
02646,1654
02647,127
02648,7208
02649,13829
02650,837
02651,15
02652,1160
02653,5836
02655,3473
02657,2904
02659,1094
02660,6182
02663,170
02664,9252
02666,817
02667,2547
02668,3236
02669,281
02670,1290
02671,1010
02672,177
02673,8295
02675,6494
02702,4264
02703,45062
02713,54
02715,3228
02717,4904
02718,6879
02719,16408
02720,31307
02721,27176
02723,15264
02724,17477
02725,2719
02726,16057
02738,5192
02739,6396
02740,44539
02743,10654
02744,12301
02745,25404
02746,15859
02747,23699
02748,11827
02760,27640
02762,8738
02763,2039
02764,4122
02766,19672
02767,14023
02769,11999
02770,5389
02771,14170
02777,16373
02779,6627
02780,50688
02790,16246
02791,254
02802,798
02804,2581
02806,15811
02807,1040
02808,2377
02809,22236
02812,1482
02813,7754
02814,7614
02815,282
02816,32314
02817,6079
02818,17917
02822,6051
02825,5461
02826,803
02827,2152
02828,7825
02830,6070
02831,3567
02832,4563
02833,776
02835,5336
02836,134
02837,3447
02838,3453
02839,1931
02840,23038
02841,1374
02842,15890
02852,22332
02857,8544
02858,578
02859,6844
02860,45911
02861,26590
02863,19690
02864,33922
02865,17218
02871,16953
02872,215
02873,232
02874,5803
02875,304
02876,436
02878,15579
02879,20173
02881,7764
02882,14046
02885,10302
02886,29002
02888,19730
02889,27960
02891,20992
02892,4939
02893,29360
02894,714
02895,41835
02896,11718
02898,1679
02903,10949
02904,29821
02905,25620
02906,28834
02907,27877
02908,38057
02909,44226
02910,21331
02911,15819
02912,1391
02914,22309
02915,17163
02916,8267
02917,13978
02919,29243
02920,38138
02921,12555
03031,11752
03032,5222
03033,5211
03034,4186
03036,5042
03037,4448
03038,35081
03042,6686
03043,1643
03044,4495
03045,14169
03046,2874
03047,1846
03048,3580
03049,8033
03051,25580
03052,8629
03053,25262
03054,26622
03055,15764
03057,2612
03060,30676
03062,27894
03063,16944
03064,14866
03070,5490
03071,5338
03076,13476
03077,10708
03079,30343
03082,1687
03084,1427
03086,3895
03087,14332
03101,3186
03102,32493
03103,38115
03104,34272
03106,13938
03109,10777
03110,22156
03215,251
03216,2250
03217,2112
03218,983
03220,7612
03221,2179
03222,5447
03223,3487
03224,2415
03225,3750
03226,1144
03227,951
03229,5824
03230,1282
03231,210
03233,119
03234,4764
03235,8923
03237,2308
03238,76
03240,1363
03241,891
03242,5039
03243,1130
03244,8455
03245,2062
03246,16351
03249,7286
03251,1691
03253,6370
03254,4163
03255,2178
03256,2221
03257,4642
03258,2623
03259,378
03260,843
03261,4477
03262,1252
03263,4287
03264,7599
03266,2201
03268,1325
03269,3038
03273,325
03275,11919
03276,8611
03278,3076
03279,843
03280,1110
03281,9179
03282,917
03284,988
03285,2522
03287,1349
03290,4988
03291,41
03293,145
03301,34400
03303,16178
03304,7836
03307,5558
03431,24988
03440,2813
03441,390
03442,1558
03443,733
03444,1571
03445,683
03446,6212
03447,2394
03448,801
03449,1728
03450,949
03451,4030
03452,5394
03455,2061
03456,733
03457,842
03458,6941
03461,5944
03462,1543
03464,1096
03465,2131
03466,1316
03467,1820
03470,4974
03561,6043
03570,9479
03574,2570
03575,116
03576,3053
03579,441
03580,1393
03581,3046
03582,2430
03583,1044
03584,3559
03585,2563
03586,556
03588,1547
03590,992
03592,1079
03593,295
03595,602
03597,491
03598,3098
03601,471
03602,2623
03603,5353
03604,68
03605,1147
03607,318
03608,2778
03609,844
03740,927
03741,4282
03743,13949
03745,1408
03746,213
03748,4840
03750,885
03751,576
03752,801
03753,2938
03754,85
03755,10724
03765,511
03766,9116
03768,1746
03770,518
03771,767
03773,7755
03774,2000
03777,1258
03779,803
03780,417
03781,1820
03782,2913
03784,4158
03785,2442
03801,22705
03809,3806
03810,1575
03811,7120
03812,847
03813,3341
03814,2394
03816,1406
03817,590
03818,3914
03819,4615
03820,32085
03823,1836
03824,15635
03825,9091
03826,2604
03827,3321
03830,1655
03832,406
03833,22096
03835,7248
03836,1531
03837,1555
03838,1060
03839,3989
03840,3760
03841,6679
03842,16181
03844,2359
03845,1018
03846,821
03847,302
03848,6347
03849,1629
03850,382
03851,4315
03852,596
03853,618
03854,1020
03855,2817
03856,1771
03857,9496
03858,4853
03860,4170
03861,4625
03862,4511
03864,1743
03865,8023
03867,22172
03868,5685
03869,2637
03870,5443
03871,143
03872,3916
03873,6022
03874,9254
03875,856
03878,12629
03882,1506
03883,183
03884,4234
03885,7656
03886,2171
03887,2285
03890,336
03894,6492
03901,7684
03902,2344
03903,6587
03904,8169
03905,1887
03906,4928
03907,948
03908,7670
03909,10327
03910,347
03911,265
04001,2576
04002,7796
04003,349
04005,24547
04006,101
04008,2780
04009,5451
04010,1605
04011,21461
04015,4030
04017,360
04019,75
04020,1487
04021,6159
04022,1153
04024,643
04027,6396
04029,1825
04030,2341
04032,8338
04037,3853
04038,17336
04039,7855
04040,3272
04041,1621
04042,4540
04043,11464
04046,7949
04047,2006
04048,3124
04049,3880
04050,243
04051,1158
04055,4014
04056,272
04057,59
04061,3572
04062,18013
04063,436
04064,8709
04066,570
04068,1512
04069,1550
04071,5081
04072,19600
04073,17169
04074,19854
04076,2845
04079,4096
04083,4798
04084,8559
04085,1890
04086,8973
04087,2244
04088,1523
04090,10169
04091,964
04092,18537
04093,8520
04095,1351
04096,8836
04097,3782
04101,18232
04102,18346
04103,32392
04105,11809
04106,26644
04107,9504
04108,912
04109,98
04110,1472
04210,23225
04216,643
04217,3329
04219,1479
04220,3092
04221,1103
04222,3878
04224,3038
04226,190
04227,79
04228,6
04231,237
04234,163
04236,4384
04237,239
04238,1423
04239,4727
04240,36879
04250,4261
04252,4836
04253,2111
04254,3205
04255,806
04256,3088
04257,2694
04258,2637
04259,3285
04260,5865
04261,446
04263,2344
04265,924
04267,37
04268,5048
04270,5910
04271,67
04274,5384
04275,516
04276,5871
04280,6524
04281,5142
04282,5778
04284,1145
04285,421
04286,47
04287,3292
04289,1824
04290,1548
04292,952
04294,3893
04330,26257
04342,1687
04343,25
04344,2970
04345,11722
04346,1783
04347,2370
04348,3003
04349,1165
04350,3600
04351,2587
04352,1642
04353,2321
04354,1579
04355,2617
04357,3471
04358,4304
04359,390
04360,563
04363,2591
04364,6064
04401,44237
04406,793
04408,178
04410,1270
04411,1470
04412,9342
04413,187
04414,1209
04415,267
04416,5535
04417,364
04418,1744
04419,2752
04421,1382
04422,1388
04424,781
04426,4574
04427,2815
04428,3099
04429,4691
04430,1702
04431,82
04434,1227
04435,1075
04438,1156
04441,1783
04442,90
04443,2459
04444,8693
04448,1409
04449,1467
04450,1347
04451,250
04453,767
04454,66
04455,909
04456,2808
04457,5860
04459,756
04460,1397
04461,3024
04462,4762
04463,2759
04464,662
04468,9380
04469,2662
04471,566
04472,2170
04473,7547
04474,3677
04475,411
04476,1274
04478,306
04479,1301
04481,541
04485,225
04487,949
04488,1184
04489,194
04490,261
04491,134
04492,159
04493,1938
04495,401
04496,3867
04497,364
04530,11048
04535,715
04537,2092
04538,2099
04539,1178
04541,80
04543,2238
04544,730
04547,1158
04548,1064
04551,813
04553,1768
04554,716
04555,1658
04556,1260
04558,310
04562,2263
04563,1542
04564,493
04568,394
04570,2
04571,325
04572,5121
04573,505
04574,1518
04575,85
04576,609
04578,4491
04579,3137
04605,13134
04606,1218
04607,1196
04609,5286
04611,486
04612,596
04613,185
04614,2610
04616,834
04617,821
04619,2989
04622,1356
04623,1009
04624,186
04625,47
04626,485
04627,1656
04628,673
04629,108
04630,1339
04631,1274
04634,1946
04635,61
04637,130
04640,2288
04642,124
04643,975
04644,13
04645,73
04646,95
04648,555
04649,1312
04650,237
04652,1618
04653,496
04654,3279
04655,1071
04657,347
04658,1296
04660,1325
04662,494
04664,1253
04666,1122
04667,1569
04668,1609
04669,206
04671,551
04673,113
04674,489
04675,256
04676,1101
04677,277
04679,1788
04680,1083
04681,1055
04683,105
04684,1484
04685,336
04686,109
04691,422
04693,522
04694,2275
04730,9287
04732,1552
04733,206
04734,743
04735,573
04736,9179
04739,1033
04740,1196
04741,2
04742,3249
04743,4346
04745,1005
04746,436
04747,1242
04750,2419
04756,3108
04757,2667
04758,1392
04760,738
04761,491
04762,559
04763,674
04764,61
04765,1242
04766,358
04768,371
04769,9008
04772,708
04773,672
04774,678
04776,859
04777,415
04779,369
04780,751
04781,520
04783,395
04785,2327
04786,1831
04787,505
04841,7336
04843,4877
04847,1544
04848,582
04849,3791
04851,75
04852,69
04853,355
04854,1588
04855,308
04856,3348
04858,1541
04859,727
04860,1599
04861,2796
04862,3611
04863,1171
04864,4776
04901,26420
04910,2054
04911,2070
04912,1016
04915,9064
04917,2867
04918,351
04920,1660
04921,1639
04922,1198
04923,467
04924,2205
04925,72
04926,52
04927,3508
04928,2165
04929,811
04930,4225
04932,1163
04933,64
04936,254
04937,6442
04938,9618
04939,1088
04940,115
04941,1802
04942,1285
04943,1737
04944,40
04945,1204
04947,1804
04949,939
04950,4706
04951,932
04952,1882
04953,3180
04955,1327
04956,740
04957,4134
04958,1894
04961,942
04962,125
04963,7285
04964,215
04965,1915
04966,1639
04967,4100
04969,1341
04970,1578
04971,1943
04973,1429
04974,2687
04975,46
04976,9600
04978,774
04979,1031
04981,2383
04982,613
04983,1707
04984,509
04985,110
04986,1771
04987,1060
04988,2195
04989,4242
04992,100
05001,8852
05031,211
05032,2584
05033,2734
05034,300
05035,619
05036,1033
05037,543
05038,1225
05039,1106
05040,469
05041,352
05042,575
05043,933
05045,1751
05046,1083
05048,2356
05050,138
05051,1543
05052,337
05053,322
05055,3263
05056,550
05058,344
05059,848
05060,4395
05061,1673
05062,681
05065,1032
05067,250
05068,3032
05069,529
05070,482
05071,314
05072,524
05075,1109
05076,410
05077,1210
05079,727
05081,548
05083,150
05084,135
05086,790
05089,4831
05091,3190
05101,4382
05141,105
05142,659
05143,4197
05146,707
05148,1077
05149,2029
05150,806
05151,1506
05152,426
05153,666
05154,623
05155,781
05156,8952
05158,990
05161,535
05201,14136
05250,3243
05251,1285
05252,260
05253,651
05254,259
05255,3922
05257,2587
05260,436
05261,2606
05262,2424
05301,15876
05340,726
05341,384
05342,548
05343,865
05345,2000
05346,4893
05350,726
05352,784
05353,1011
05354,2085
05355,767
05356,676
05358,139
05359,560
05360,236
05361,893
05362,119
05363,1908
05401,29582
05403,18465
05404,7598
05405,4624
05408,10615
05439,1819
05440,2055
05441,996
05442,350
05443,6661
05444,1779
05445,3940
05446,16135
05447,82
05448,1180
05450,5179
05452,20687
05454,4627
05455,1123
05456,1278
05457,1682
05458,2102
05459,2243
05461,4760
05462,2034
05463,484
05464,3115
05465,5620
05468,13560
05471,930
05472,1644
05473,1414
05474,825
05476,3312
05477,4614
05478,15035
05482,7554
05483,1355
05485,96
05486,1701
05487,1500
05488,8002
05489,3331
05491,5913
05492,706
05494,1854
05495,9804
05602,11674
05640,157
05641,16830
05647,1117
05648,414
05649,568
05650,1100
05651,1514
05652,803
05653,566
05654,953
05655,2969
05656,3632
05657,57
05658,1373
05660,1626
05661,5818
05663,6636
05664,78
05667,2122
05669,621
05672,4466
05673,2521
05674,1670
05675,1060
05676,4917
05677,2186
05678,159
05679,3284
05680,2244
05681,448
05682,1225
05701,19493
05730,283
05732,663
05733,5599
05734,1307
05735,4125
05736,640
05737,819
05738,1004
05739,1318
05740,25
05742,559
05743,4057
05744,499
05747,280
05748,323
05751,759
05753,10499
05757,779
05758,734
05759,1712
05760,1121
05761,937
05762,507
05763,2574
05764,3234
05765,1689
05766,572
05767,1108
05769,1216
05770,1136
05772,691
05773,2001
05774,1057
05775,583
05776,679
05777,3204
05778,730
05819,8983
05820,653
05821,1207
05822,1850
05824,1100
05825,188
05826,970
05827,305
05828,1834
05829,1978
05830,1483
05832,934
05833,269
05836,1015
05837,341
05839,765
05841,419
05842,508
05843,2431
05845,1082
05846,1215
05847,868
05850,219
05851,6209
05853,702
05855,7082
05857,1521
05858,357
05859,1796
05860,2525
05862,338
05866,696
05867,855
05868,359
05871,1558
05872,779
05873,642
05874,498
05875,448
05901,19
05902,182
05903,842
05904,259
05905,803
05906,1143
05907,171
06001,18286
06002,20376
06010,60124
06013,9276
06016,6192
06018,2709
06019,10074
06021,296
06022,162
06023,1289
06024,611
06026,5089
06027,1484
06029,15334
06031,1217
06032,17580
06033,28607
06035,7472
06037,18465
06039,1836
06040,35116
06042,22819
06043,4917
06051,30355
06052,7815
06053,34676
06057,6342
06058,1689
06060,2567
06061,159
06062,17620
06063,3106
06065,857
06066,28818
06067,19603
06068,1524
06069,2397
06070,15023
06071,11485
06073,5620
06074,25567
06076,12485
06078,12346
06081,1373
06082,44414
06084,14860
06085,7237
06088,4909
06089,2797
06090,1225
06091,139
06092,4180
06093,3304
06095,28923
06096,12431
06098,11751
06103,1402
06105,19288
06106,39688
06107,18685
06108,24176
06109,26525
06110,12582
06111,30398
06112,22756
06114,27301
06117,17174
06118,26811
06119,15391
06120,12817
06226,19794
06231,4027
06232,3251
06234,8112
06235,2221
06237,5416
06238,12257
06239,11004
06241,6543
06242,1385
06243,59
06247,2795
06248,5526
06249,7066
06250,4754
06254,1858
06255,4668
06256,2119
06259,4426
06260,9358
06262,576
06263,339
06264,163
06266,487
06268,11323
06269,9709
06277,4073
06278,4382
06279,5958
06280,3111
06281,6819
06282,1078
06320,26704
06330,3179
06331,5055
06332,253
06333,6388
06334,2506
06335,6506
06336,81
06339,8027
06340,30209
06350,64
06351,15762
06353,156
06354,6043
06355,12555
06357,12137
06359,5137
06360,36300
06365,4564
06370,7183
06371,9623
06373,339
06374,8239
06375,3539
06376,55
06377,2914
06378,5220
06379,8739
06380,2767
06382,11552
06384,2584
06385,15367
06387,209
06389,39
06390,232
06401,19002
06403,5959
06405,27519
06409,676
06410,28805
06412,3897
06413,12913
06414,208
06415,16306
06416,13665
06417,4516
06418,12756
06419,6366
06420,4044
06422,7208
06423,4973
06424,12497
06426,3166
06437,22101
06438,2488
06441,5306
06442,2678
06443,18045
06444,368
06447,6369
06450,36047
06451,24121
06455,3071
06456,287
06457,46492
06460,37740
06461,14374
06467,156
06468,20022
06469,3131
06470,16449
06471,7625
06472,6769
06473,24090
06475,9993
06477,13785
06478,12528
06479,10375
06480,9277
06481,1246
06482,11879
06483,16338
06484,40663
06488,19661
06489,31895
06492,44688
06498,6794
06510,2703
06511,52945
06512,29496
06513,38502
06514,25944
06515,16931
06516,54885
06517,14671
06518,19605
06519,16227
06524,5495
06525,8880
06604,31159
06605,24050
06606,47526
06607,8061
06608,14052
06610,23369
06611,37098
06612,7661
06614,33848
06615,18968
06702,3609
06704,24832
06705,26790
06706,14149
06708,29055
06710,10584
06712,9261
06716,16476
06750,1367
06751,3382
06752,1640
06754,1606
06755,1071
06756,2698
06757,2135
06758,334
06759,5409
06762,7468
06763,1922
06770,31584
06776,25428
06777,1638
06778,1303
06779,7871
06782,2246
06783,2106
06784,3782
06785,648
06786,9331
06787,7541
06790,34500
06791,5358
06793,1078
06794,1007
06795,13375
06796,954
06798,9441
06801,19099
06804,16925
06807,7349
06810,50863
06811,32276
06812,14268
06820,21310
06824,34846
06825,21712
06830,24697
06831,15204
06840,20289
06850,18582
06851,27448
06853,3747
06854,29912
06855,8112
06856,3
06870,7520
06877,25365
06878,8267
06880,27390
06883,10463
06890,4426
06896,9364
06897,18575
06901,7018
06902,65176
06903,14903
06905,20197
06906,9341
06907,9267
07001,16564
07002,66747
07003,48309
07004,7596
07005,15232
07006,25335
07008,23207
07009,12672
07010,24252
07011,39643
07012,11683
07013,27005
07014,5175
07016,23421
07017,36702
07018,28919
07020,11834
07021,2135
07022,14221
07023,7575
07024,36340
07026,31408
07027,4374
07028,7778
07029,16970
07030,52953
07031,15821
07032,43082
07033,8192
07034,9337
07035,10581
07036,43448
07039,29977
07040,24379
07041,7012
07042,26138
07043,12384
07044,13870
07045,10102
07046,4183
07047,64356
07050,30708
07052,47155
07054,29234
07055,69698
07057,11651
07058,5359
07059,15589
07060,46286
07062,13387
07063,13957
07064,3782
07065,28309
07066,15275
07067,18322
07068,5941
07069,6269
07070,18565
07071,21128
07072,6298
07073,9161
07074,2783
07075,7838
07076,24306
07077,2809
07078,13529
07079,16660
07080,23748
07081,16364
07082,5370
07083,54921
07086,13294
07087,70437
07088,3732
07090,31406
07092,6967
07093,64474
07094,17223
07095,20159
07102,12844
07103,33387
07104,51542
07105,47973
07106,31957
07107,38443
07108,24900
07109,36653
07110,28947
07111,55079
07112,26974
07114,15058
07201,27187
07202,42287
07203,21827
07204,13765
07205,22151
07206,27574
07208,32318
07302,38495
07304,43664
07305,63648
07306,55774
07307,46395
07310,13595
07311,552
07401,6675
07403,7590
07405,17658
07407,19944
07410,33363
07416,5422
07417,10875
07418,2109
07419,8591
07420,4933
07421,7396
07422,6205
07423,4191
07424,26177
07430,26613
07432,7327
07435,2400
07436,13110
07438,11532
07439,2303
07440,4483
07442,11078
07444,11019
07446,14888
07450,25682
07452,11924
07456,12190
07457,3550
07458,11677
07460,3261
07461,18348
07462,6457
07463,9883
07465,6233
07470,54624
07480,16094
07481,17182
07501,33486
07502,15380
07503,18691
07504,12860
07505,2252
07506,18759
07508,22561
07512,10785
07513,11488
07514,18258
07522,20847
07524,12687
07601,44211
07603,8415
07604,12172
07605,9199
07606,2374
07607,9821
07608,68
07620,1900
07621,27508
07624,8606
07626,8775
07627,5017
07628,17919
07630,7585
07631,27876
07632,5457
07640,4794
07641,3476
07642,10492
07643,10922
07644,24810
07645,8050
07646,16797
07647,5295
07648,5890
07649,8200
07650,20148
07652,27077
07656,8911
07657,11340
07660,13084
07661,11656
07662,5684
07663,14040
07666,40886
07670,14979
07675,27074
07676,9328
07677,5890
07701,23359
07702,3736
07703,676
07704,6016
07711,1503
07712,38412
07716,8410
07717,1864
07718,6143
07719,21128
07720,4216
07721,2919
07722,10014
07723,1000
07724,21296
07726,41698
07727,6915
07728,55186
07730,17064
07731,37574
07732,5090
07733,16528
07734,13016
07735,19270
07737,4182
07738,5978
07739,5824
07740,30447
07746,18310
07747,30555
07748,27496
07750,3216
07751,19360
07753,36839
07755,6241
07756,3278
07757,5254
07758,4872
07760,9106
07762,8243
07764,7942
07801,25324
07803,3642
07820,37
07821,8650
07822,831
07823,7357
07825,9285
07826,5796
07827,3980
07828,14115
07830,6349
07832,3792
07833,152
07834,17679
07836,12537
07838,3467
07840,29184
07842,129
07843,11481
07846,86
07847,1665
07848,4714
07849,9029
07850,6420
07851,111
07852,3600
07853,13292
07856,3934
07857,3236
07860,24672
07863,4209
07865,2137
07866,22044
07869,25229
07870,25
07871,19851
07874,8355
07876,10593
07878,931
07880,186
07881,15
07882,14083
07885,10053
07901,23609
07920,27229
07921,7759
07922,12677
07924,7671
07926,119
07927,3394
07928,19097
07930,8538
07931,3339
07932,9844
07933,3243
07934,1528
07935,312
07936,11130
07939,232
07940,17236
07945,9515
07946,3136
07950,19516
07960,43641
07961,3
07970,116
07974,12182
07976,752
07977,681
07979,583
07980,2301
07981,8843
08001,797
08002,21977
08003,30220
08004,12185
08005,23914
08006,551
08007,5180
08008,7430
08009,12682
08010,11484
08011,32
08012,38998
08014,512
08015,20664
08016,33380
08019,920
08020,2238
08021,44235
08022,8741
08023,426
08026,2243
08027,4972
08028,20423
08029,4720
08030,13231
08031,11429
08033,16044
08034,17909
08035,7465
08036,5888
08037,23416
08038,117
08039,139
08041,997
08042,202
08043,28742
08045,2870
08046,31436
08048,12435
08049,5278
08050,25871
08051,10942
08052,19080
08053,45321
08054,41664
08055,27049
08056,4817
08057,20989
08059,5537
08060,24595
08061,2717
08062,16026
08063,3155
08064,309
08065,7362
08066,8582
08067,1545
08068,6694
08069,12357
08070,12341
08071,9715
08072,212
08073,202
08074,58
08075,28756
08077,18219
08078,8273
08079,10383
08080,38076
08081,49976
08083,9328
08084,6946
08085,19049
08086,7831
08087,25626
08088,24546
08089,4196
08090,8501
08091,5285
08092,3912
08093,9908
08094,40439
08095,232
08096,36737
08097,3349
08098,8590
08102,7464
08103,14987
08104,23533
08105,28689
08106,9742
08107,13492
08108,17804
08109,22108
08110,18754
08201,9584
08202,1359
08203,9054
08204,17465
08205,27416
08210,16157
08212,276
08215,12899
08217,67
08221,6792
08223,3882
08224,570
08225,8293
08226,11013
08230,5269
08232,18476
08234,40734
08240,2270
08241,1056
08242,3026
08243,1989
08244,10390
08246,86
08247,870
08248,148
08251,9754
08260,12857
08270,8003
08302,43931
08310,1599
08311,1927
08312,8010
08314,2352
08316,374
08317,1287
08318,12002
08319,1200
08320,1176
08321,231
08322,10704
08323,753
08324,492
08326,1686
08327,2876
08328,1370
08329,207
08330,26976
08332,34450
08340,931
08341,2144
08343,4990
08344,5800
08345,754
08346,807
08348,257
08349,2199
