fips,zip,pop_prop,hrrnum,cbsa_id
1001,36003,0.03327139501454966,7.0,33860.0
1001,36006,0.01600462784419591,1.0,33860.0
1001,36051,0.03691757529011675,7.0,33860.0
1001,36066,0.3347649265505031,7.0,33860.0
1001,36067,0.5035760614241138,7.0,33860.0
1001,36091,0.06180976755600743,7.0,33860.0
1001,36749,0.01365564632051327,7.0,33860.0
1003,36507,0.10638728128881912,6.0,19300.0
1003,36511,0.0018440590484077536,6.0,19300.0
1003,36526,0.16692345469777653,6.0,19300.0
1003,36527,0.07348310495247816,6.0,19300.0
1003,36530,0.03340972777258852,6.0,19300.0
1003,36532,0.16246497250763142,6.0,19300.0
1003,36535,0.14534363053338084,6.0,19300.0
1003,36542,0.06707945342667579,6.0,19300.0
1003,36549,0.02405461881421707,134.0,19300.0
1003,36550,0.0023544252602386204,6.0,19300.0
1003,36551,0.043472608741706546,6.0,19300.0
1003,36555,0.003808487486398259,6.0,19300.0
1003,36559,0.0004766627827476961,6.0,19300.0
1003,36561,0.03275491829325835,6.0,19300.0
1003,36562,0.00704401667838262,6.0,19300.0
1003,36564,0.0002503683303321232,6.0,19300.0
1003,36567,0.06709389775342571,6.0,19300.0
1003,36574,0.004227372962146234,134.0,19300.0
1003,36576,0.018276888114244993,6.0,19300.0
1003,36578,0.005710323841805733,6.0,19300.0
1003,36579,0.005796989802305315,6.0,19300.0
1003,36580,0.027742736911032576,6.0,19300.0
1005,36016,0.19016536118363794,2.0,
1005,36017,0.11614842946435636,2.0,
1005,36027,0.6130231822137827,2.0,
1005,36048,0.058153334915737,2.0,
1005,36317,0.022509692222485955,2.0,
1007,35034,0.26379106697580823,9.0,13820.0
1007,35035,0.05157705936392668,1.0,13820.0
1007,35042,0.2607725622293189,9.0,13820.0
1007,35074,0.0,1.0,13820.0
1007,35184,0.19055951703924057,1.0,13820.0
1007,35188,0.17502952885078088,1.0,13820.0
1007,36792,0.04825232949822827,9.0,13820.0
1007,36793,0.01001793604269653,1.0,13820.0
1009,35013,0.0008882966910948257,1.0,13820.0
1009,35031,0.17899178325560738,1.0,13820.0
1009,35049,0.07475016655562958,1.0,13820.0
1009,35079,0.20579613590939375,1.0,13820.0
1009,35097,0.04450366422385077,1.0,13820.0
1009,35121,0.3425716189207195,1.0,13820.0
1009,35133,0.08194536975349767,1.0,13820.0
1009,35172,0.07055296469020653,1.0,13820.0
1011,36029,0.11217483802340199,7.0,
1011,36053,0.1730973793636979,7.0,
1011,36089,0.7147277826129002,7.0,
1013,36030,0.032625189681335355,7.0,
1013,36033,0.2238745574102175,7.0,
1013,36037,0.6730399595346485,7.0,
1013,36456,0.07046029337379868,7.0,
1015,36201,0.1618534424789076,1.0,11500.0
1015,36203,0.16168308930989034,1.0,11500.0
1015,36205,0.006168577909676957,1.0,11500.0
1015,36206,0.10347610124357813,1.0,11500.0
1015,36207,0.17704177239023428,1.0,11500.0
1015,36250,0.044453211157235974,1.0,11500.0
1015,36260,0.03587279101252544,1.0,11500.0
1015,36265,0.18554149892856822,1.0,11500.0
1015,36271,0.053365371683716925,1.0,11500.0
1015,36277,0.04957277218401729,1.0,11500.0
1015,36279,0.02097137170164884,1.0,11500.0
1017,36854,0.4574613673946513,1.0,
1017,36855,0.043992701146148144,144.0,
1017,36862,0.16770257170553687,1.0,
1017,36863,0.3308433597536637,1.0,
1019,35959,0.17233035618973064,148.0,
1019,35960,0.34402021136533467,148.0,
1019,35961,0.24919047788492332,1.0,
1019,35973,0.1016261609080881,148.0,
1019,35983,0.13283279365192327,148.0,
1021,35045,0.42145790554414786,1.0,13820.0
1021,35046,0.13235797399041752,1.0,13820.0
1021,35085,0.2599817476614191,1.0,13820.0
1021,35171,0.10492242756103126,1.0,13820.0
1021,36750,0.07238193018480493,1.0,13820.0
1021,36790,0.00889801505817933,1.0,13820.0
1023,36904,0.29405286343612336,260.0,
1023,36908,0.16275959723096287,260.0,
1023,36910,0.0016519823788546256,260.0,
1023,36912,0.1787287602265576,260.0,
1023,36913,0.0014946507237256137,260.0,
1023,36915,0.06332599118942732,260.0,
1023,36916,0.06655129011957206,260.0,
1023,36919,0.13750786658275646,260.0,
1023,36921,0.0644273127753304,260.0,
1023,36922,0.029499685336689743,260.0,
1025,36436,0.014480906224454046,6.0,
1025,36446,0.01837362295145782,6.0,
1025,36451,0.1685546342792635,6.0,
1025,36482,0.022305266845731635,6.0,
1025,36524,0.04885359492389739,6.0,
1025,36540,0.02709330841994628,6.0,
1025,36545,0.39043948771847875,6.0,
1025,36727,0.00023356300362022657,6.0,
1025,36751,0.022772392852972088,6.0,
1025,36784,0.2868932227801783,6.0,
1027,35082,0.0,1.0,
1027,36251,0.3950447905738036,1.0,
1027,36255,0.0702929545637963,1.0,
1027,36258,0.10790089581147608,1.0,
1027,36266,0.425792914211928,1.0,
1027,36267,0.0009684448389960455,1.0,
1029,36262,0.09841379310344828,1.0,
1029,36264,0.5877931034482758,1.0,
1029,36269,0.10586206896551724,148.0,
1029,36273,0.20793103448275863,144.0,
1031,36311,0.0498567650947554,2.0,
1031,36323,0.1434185397385045,2.0,
1031,36330,0.6722307918319377,2.0,
1031,36346,0.027379903040987218,2.0,
1031,36351,0.06261936242103716,2.0,
1031,36453,0.04449463787277802,2.0,
1033,35616,0.06924355149363647,1.0,22520.0
1033,35646,0.089391593338117,1.0,22520.0
1033,35660,0.16968163450281354,1.0,22520.0
1033,35661,0.3187620378413082,1.0,22520.0
1033,35674,0.35292118282412477,1.0,22520.0
1035,36401,0.6477354421279655,7.0,
1035,36432,0.17757009345794392,134.0,
1035,36454,0.003115264797507788,134.0,
1035,36473,0.0016774502755811168,134.0,
1035,36475,0.1699017493410017,6.0,
1037,35072,0.44252821670428893,1.0,
1037,35089,0.1836568848758465,1.0,
1037,35136,0.1874492099322799,1.0,
1037,35183,0.09589164785553048,1.0,
1037,36026,0.09047404063205418,7.0,
1039,36028,0.0435212146422629,134.0,
1039,36038,0.0012219217970049917,134.0,
1039,36420,0.26957674708818635,134.0,
1039,36421,0.25636959234608986,134.0,
1039,36442,0.07760503327787022,134.0,
1039,36455,0.0064995840266222965,134.0,
1039,36467,0.25397774542429286,2.0,
1039,36474,0.08056884359400998,134.0,
1039,36476,0.00046797004991680534,134.0,
1039,36483,0.01019134775374376,134.0,
1041,36009,0.17012696041822256,7.0,
1041,36041,0.10463032113517551,7.0,
1041,36042,0.13248693054518298,7.0,
1041,36046,0.10552651232262883,7.0,
1041,36049,0.4530993278566094,7.0,
1041,36071,0.03412994772218073,7.0,
1043,35019,0.024676209952283572,1.0,
1043,35033,0.03850777715808391,1.0,
1043,35053,0.03122017723244717,1.0,
1043,35055,0.2588337361343496,1.0,
1043,35057,0.16783788808328687,1.0,
1043,35058,0.11444506413831568,1.0,
1043,35070,0.003197620375534486,1.0,
1043,35077,0.1678998574704096,1.0,
1043,35083,0.04155667100452377,1.0,
1043,35087,0.027923405837516267,5.0,
1043,35098,0.013236661089421826,1.0,
1043,35179,0.11066493152382723,1.0,
1045,36322,0.22241829433378457,2.0,
1045,36350,0.1602204602591375,2.0,
1045,36360,0.4621204795977567,2.0,
1045,36362,0.12410558886095532,2.0,
1045,36371,0.014431444594855927,2.0,
1045,36374,0.01670373235350996,2.0,
1047,36701,0.5123511725796753,1.0,
1047,36703,0.3247624774503909,1.0,
1047,36758,0.03259170174383644,1.0,
1047,36759,0.04341551413108839,1.0,
1047,36761,0.02126277811184606,1.0,
1047,36767,0.0350210463018641,1.0,
1047,36773,0.010414912808177992,1.0,
1047,36775,0.020180396873120867,1.0,
1049,35962,0.15179938744257274,1.0,
1049,35963,0.018169346605410926,1.0,
1049,35967,0.2611823634507402,1.0,
1049,35968,0.07312404287901991,1.0,
1049,35971,0.08658754466564574,1.0,
1049,35974,0.024151352730985197,1.0,
1049,35975,0.007385783563042369,1.0,
1049,35978,0.07639420622766718,1.0,
1049,35979,0.02565084226646248,373.0,
1049,35981,0.02967075038284839,373.0,
1049,35984,0.025092521694742215,1.0,
1049,35986,0.12968989280245022,1.0,
1049,35988,0.03496681980602348,1.0,
1049,35989,0.05613514548238897,1.0,
1051,36020,0.011460364804405185,7.0,33860.0
1051,36022,0.1392795686589423,7.0,33860.0
1051,36024,0.056693816680050475,7.0,33860.0
1051,36025,0.07750372834690834,7.0,33860.0
1051,36054,0.1844671331880234,7.0,33860.0
1051,36078,0.15117586325570723,7.0,33860.0
1051,36080,0.023907307559940347,7.0,33860.0
1051,36092,0.22763565446828038,7.0,33860.0
1051,36093,0.12787656303774234,7.0,33860.0
1053,36426,0.404780180514015,134.0,
1053,36441,0.10870543394828089,134.0,
1053,36502,0.4815118710462931,134.0,
1053,36543,0.005002514491411027,134.0,
1055,35901,0.16884221518560938,1.0,23460.0
1055,35903,0.14421781311055717,1.0,23460.0
1055,35904,0.11815333827393384,1.0,23460.0
1055,35905,0.05174156167890588,1.0,23460.0
1055,35906,0.0831620966111972,1.0,23460.0
1055,35907,0.07167520043117968,1.0,23460.0
1055,35952,0.06300949942733948,1.0,23460.0
1055,35954,0.09952502863302568,1.0,23460.0
1055,35956,0.07714916122077747,1.0,23460.0
1055,35972,0.010198410024927575,1.0,23460.0
1055,35990,0.0009853129421276022,1.0,23460.0
1055,36272,0.11134036246041905,1.0,23460.0
1057,35542,0.05953482633105065,9.0,
1057,35545,0.007526682707138009,9.0,
1057,35546,0.23449935221173424,9.0,
1057,35555,0.5933123573323462,9.0,
1057,35559,0.0007403294466037387,1.0,
1057,35574,0.10438645197112716,9.0,
1059,35571,0.02463622831799265,262.0,
1059,35581,0.17342568121753393,1.0,
1059,35582,0.13499802545642334,1.0,
1059,35585,0.03690877608675841,1.0,
