geo_id,val,se,sample_size,effective_sample_size
20500,0,3.2311726,15.9981,14.4742583
20700,0,12.0752443,3.016,3.140703
21140,0,5.3260404,11.1282,8.3878372
21340,0,2.9355843,21,16.0323844
21420,0,16.6666667,2,2
21500,0,5.7539642,9.733,7.6896613
21660,0,7.1333348,7.9692,6.0093444
21780,0,4.4518278,11.0029,10.2313419
22020,0,10.1045458,3.9994,3.948268
22180,0,6.6359415,6.1178,6.5347259
22220,0,3.8657111,16,11.9342308
22380,0,12.1503045,2.5566,3.1151232
22420,0,4.7245029,11.0308,9.583124
22500,0,3.9539594,13.9704,11.6455522
22540,0,12.9548066,3,2.8595713
22660,0,7.8714421,6.6517,5.3520762
22900,0,8.6308576,5.0055,4.793167
23060,0,12.1362468,3.9675,3.1198898
23420,0,4.0449526,15.9938,11.3610844
23540,0,5.052645,10,8.895807
24300,0,9.7066347,7,4.1511158
24340,0,2.1803656,27.7967,21.9319339
24420,0,11.2243267,3.8264,3.4546102
24540,0,7.1840287,8.3483,5.9598831
24580,0,8.3938735,5,4.9567255
24660,0,2.5038556,23.0176,18.9692027
24860,0,4.890527,10.7955,9.2238471
25060,0,5.1982015,9.2332,8.6187114
25180,0,9.8797588,5,4.0608523
25420,0,1.68755,34.5799,28.6287513
25540,0,3.7390519,15.0431,12.3723741
25620,0,10.446356,4.9896,3.7863581
25860,0,4.1695483,12.4342,10.9917067
25940,0,8.3738621,6,4.9709605
26140,0,5.0717962,10,8.8584402
26420,0,1.2506818,47.9106,38.9781931
26580,0,3.7962342,15.8416,12.1709473
26620,0,4.3695067,12,10.4429392
26820,0,6.1410096,7.9272,7.1419837
26900,0,3.3062837,16.0001,14.1227191
26980,0,11.6402694,3.0013,3.2954332
27100,0,7.4337316,6.9638,5.7260971
27140,0,12.5162424,3,2.9948092
27180,0,10.6874921,3.6698,3.678366
27260,0,1.8202936,34,26.4680964
27340,0,5.6457539,8.9552,7.8562132
27500,0,10.3470787,4.1495,3.8322818
27740,0,6.5170721,7.9976,6.672157
27780,0,12.5087695,3,2.9971957
27900,0,6.3870813,7.9958,6.8283018
28020,0,5.3888444,9.1297,8.2784271
28100,0,12.344661,3.0012,3.050334
28140,0,2.7059599,23.0178,17.4777312
28420,0,15.1207565,2.117,2.3067129
28660,0,9.6915478,4.996,4.1591347
28700,0,9.7098112,4.6686,4.1494307
28940,0,3.3268026,15.7833,14.0294462
29100,0,10.1919064,4.4628,3.9058535
29180,0,6.2132121,7.1347,7.0473673
29340,0,10.3311393,4,3.8397373
29460,0,4.6056046,13.7853,9.856338
29540,0,4.0795019,13.9484,11.2563984
29620,0,3.0099574,20.0416,15.611531
29820,0,3.1616407,17,14.8145737
30140,0,5.2863068,7.9834,8.4583993
30340,0,15.6785987,3,2.1890605
30460,0,5.2545415,12.037,8.5155781
30700,0,16.6666667,2,2
30780,0,6.8029914,6.4322,6.349708
30980,0,13.2594067,3,2.7709078
31080,0,0.7835602,80.1926,62.8113075
31140,0,3.9694468,14,11.5962138
31180,0,2.7934351,20.7753,16.8991095
31340,0,5.6638512,7.7452,7.8279155
31420,0,8.3517381,4.1538,4.9867778
31540,0,2.5877746,23.1921,18.3216213
31700,0,5.4502914,9,8.1738214
31740,0,6.9822859,6.8877,6.1609786
32580,0,4.2134409,12,10.8667857
32780,0,4.8231748,10.1736,9.3666158
32820,0,7.1853754,7,5.9585787
32900,0,9.249785,4.8625,4.4055311
33100,0,2.1334973,26.93,22.4356991
33220,0,8.7246072,4.0781,4.730917
33260,0,6.9771161,6.119,6.1662847
33340,0,3.7648772,14,12.2806458
33460,0,1.5183448,44.995,31.9305955
33660,0,3.9684575,14,11.5993538
33700,0,10.24472,4,3.8805629
33780,0,3.8693428,13.567,11.922091
33860,0,12.6960402,2.1073,2.9382358
34100,0,6.0063742,6.04,7.3244897
34740,0,10.8269364,2.8037,3.6181115
34820,0,5.7843083,11,7.6440759
34900,0,9.0757094,6,4.5092112
34940,0,4.8609724,10.975,9.2860077
34980,0,5.7783392,9,7.6530054
35100,0,8.4638862,6.0272,4.9074518
35300,0,3.1625865,17.9974,14.8098443
35380,0,2.701667,21.0275,17.5070923
35620,0,0.303844,207.2594,163.5581443
35660,0,6.9957058,7.3674,6.1472417
35840,0,3.172409,20.0009,14.7608932
35980,0,5.2092778,10.979,8.5982594
36100,0,5.0662592,10.3544,8.8692148
36220,0,13.2699686,2.8987,2.7679064
36260,0,3.5365996,15,13.1378742
36420,0,5.1879492,10,8.6377197
36500,0,6.9569439,7,6.1870638
36540,0,2.3550884,26.9084,20.2306256
36740,0,2.4156091,25.2983,19.6987128
36780,0,6.1626191,7.3605,7.1134334
36980,0,10.6782821,3.9971,3.6824011
37100,0,1.6526545,34.8236,29.2543581
37620,0,11.8638358,4,3.2144885
37860,0,5.5648814,9,7.9849174
37900,0,4.5660929,14.0018,9.950281
37980,0,1.0973558,64.4413,44.5640726
38060,0,1.0993142,57.3138,44.4829005
38300,0,1.3884128,45.0046,35.0123434
38860,0,6.0138394,8.002,7.3141562
38900,0,3.3175153,18,14.0715207
38940,0,14.1095468,3.0895,2.5436999
39100,0,5.0308991,10.429,8.9385814
39300,0,1.8495722,33,26.0332787
39340,0,8.3593597,5.0437,4.9813193
39380,0,15.760534,3,2.1724813
39460,0,8.5700507,3.0092,4.8342712
39580,0,3.984614,12.4499,11.5482669
39740,0,7.5414329,6.1616,5.6300397
39900,0,3.6769147,15,12.5983573
40060,0,2.6694011,23.604,17.7307935
40140,0,1.4725516,40.0069,32.9546667
40220,0,4.3125604,10.8556,10.5940405
40340,0,6.0418753,9,7.2755763
40380,0,1.2019614,50.5442,40.5986728
40420,0,3.6657244,14.9982,12.639869
40900,0,3.2015114,18,14.6176238
40980,0,12.5,2.8806,3
41060,0,13.0851978,4,2.8211115
41180,0,1.9630908,29.9757,24.4700388
41420,0,9.0285773,5,4.5379711
41500,0,8.3440683,5,4.9922808
41540,0,4.2002215,15,10.9041342
41620,0,3.5194261,18.9563,13.2068616
41700,0,2.6342591,22.096,17.9806692
41740,0,2.3096778,25,20.6480415
41860,0,0.9439715,66.0231,51.9676991
41940,0,2.4811747,24,19.1517454
42020,0,3.9761498,14.0011,11.574979
42100,0,12.7090039,3,2.9342186
42140,0,8.2245871,6,5.0793325
42200,0,4.1695499,11.9827,10.9917022
42220,0,4.4167809,13.9796,10.3204618
42340,0,4.6281432,10.7741,9.8034686
42540,0,4.084336,13.878,11.241892
42660,0,1.3080329,49,37.225339
43340,0,13.5087118,2.9652,2.7013152
43420,0,11.2498167,4,3.4445169
43580,0,7.6499182,5.0995,5.5360176
43620,0,4.690484,11,9.6598807
43780,0,7.74293,5.5466,5.4575038
43900,0,4.9806632,10,9.0388238
44060,0,7.1468022,7,5.996136
44100,0,10.7532469,4,3.6497584
44140,0,2.1140482,29,22.6513051
44180,7.4272328,3.0800743,14.9806,12.8219937
44300,0,3.5675872,17,13.0150743
44700,0,4.750499,11.9973,9.5252101
45060,0,3.4682072,16.0284,13.4166702
45220,0,7.0618709,7.8618,6.0802768
45300,0,0.9523926,65,51.4993584
45460,0,4.1690989,14,10.9929992
45780,0,3.0640737,17.9535,15.3181453
45820,0,7.0843394,5.0895,6.0578211
45940,0,6.1162671,7.7046,7.174921
46060,0,1.8170059,30.6862,26.5177977
46140,0,2.1350904,27.8344,22.418212
46220,0,7.0657849,7,6.0763546
46520,0,7.7002579,7,5.493289
46540,0,5.6459475,8.983,7.8559095
46660,0,6.3710814,5.9844,6.8479613
46700,0,10.6050805,4,3.7147214
47260,0,1.4728809,38.0003,32.947077
47380,0,7.1745786,6.805,5.9690504
47580,0,6.1886841,7.8758,7.079262
47900,0,1.1147966,52.1818,43.8512295
47940,0,7.4156321,4.7809,5.7425136
48060,0,8.6473249,5.9952,4.782135
48140,0,8.7754656,4.1355,4.6977034
48620,0,7.2588686,7,5.8881258
48660,0,11.7661526,3.0146,3.2494774
48700,0,13.5900314,3.0106,2.6791674
48900,0,7.6176468,6,5.5637068
49180,0,3.9912512,14.4078,11.5273999
49340,0,1.7732923,32.9779,27.1961405
49420,0,5.2032993,9.883,8.6092877
49620,0,3.3959558,15.2909,13.7233954
49660,0,3.0090031,18.4244,15.616799
