geo_id,val,se,sample_size,effective_sample_size
10180,0,10.0150233,4,3.9924996
10420,0,2.1048451,28.7159,22.7547176
10500,0,12.7351293,3.96,2.9261478
10540,0,13.5166364,2.6569,2.6991452
10580,0,2.0779246,30.0768,23.0624713
10780,0,14.6147109,3.9716,2.4212103
10900,0,1.7570743,34.8647,27.4563949
11100,0,10.2993252,5.7934,3.854687
11180,0,4.6584835,10.1121,9.7331066
11260,0,6.7932559,8,6.3602409
11460,0,6.3685943,5.3269,6.8510261
11540,0,5.7938109,4.6395,7.6298985
11700,0,4.4585411,13.9998,10.2144306
12060,0,1.0551618,54.7265,46.3860959
12260,0,7.0789936,7.1893,6.0631509
12420,0,1.8934882,31.1968,25.406291
12540,0,2.3445859,25.9931,20.3257278
12580,0,2.2118751,27,21.6052542
12620,0,8.6705922,5.9069,4.7666188
12700,0,10.6387671,4,3.6997927
12940,0,5.0318326,11.1828,8.9367376
13140,0,9.8443205,5.9542,4.0790707
13220,0,6.2569541,7.7552,6.9911086
13460,0,12.5,3,3
13740,0,12.2899823,3.9994,3.0683541
13780,0,6.455972,5.6109,6.7447672
13820,0,8.1174777,6.8939,5.1595488
13900,0,16.6666667,2,2
14010,0,7.2896936,8,5.8589989
14100,0,11.0755251,2.0294,3.5144586
14260,0,3.5754042,14.9268,12.984433
14460,0,1.0936504,60.0148,44.7184504
14500,0,4.6933386,9.0186,9.6533971
14540,0,8.1143852,6.0002,5.1618963
14740,0,12.8476337,4,2.8917672
14860,0,3.45145,15.0005,13.4866651
15180,0,13.4023928,4,2.7306771
15380,0,2.5129602,23,18.896853
15540,0,13.3059513,3,2.7577171
15680,0,12.1219129,5,3.1247615
15940,0,3.4048251,17.1543,13.6850423
15980,0,2.9976197,19.0158,15.6799013
16060,0,8.6583273,4.9889,4.7747875
16300,0,6.775118,8.9987,6.3799453
16540,0,6.8728566,6.885,6.2749954
16580,0,9.0775974,5,4.5080654
16620,0,11.0507811,4,3.524567
16700,0,2.4411665,26,19.4820116
16740,0,2.4003044,27.5658,19.8306914
16860,0,6.7075575,9.0606,6.4542782
16940,0,13.9195676,3,2.5920656
16980,0,0.4018573,158.0636,123.4222817
17140,0,1.3726322,46.0167,35.4263626
17300,0,11.949228,4,3.1843707
17460,0,2.082763,30.2128,23.0065726
17780,0,13.8167691,3,2.618791
17820,0,4.7268421,12,9.5778866
17900,0,2.7959197,19.6805,16.8832029
17980,0,7.502615,6.0381,5.6643431
18140,0,4.9225031,11.0078,9.157434
18580,0,4.161902,13.9913,11.0137379
18700,0,15.39478,2.3431,2.2478541
18880,0,6.8831095,8,6.2641588
19100,0,1.0035069,61.1039,48.8252679
19140,0,8.5990816,4.948,4.8145745
19300,0,15.2340042,3,2.2821312
19340,0,5.6559921,9.6695,7.840182
19430,0,3.0840919,17.9294,15.2122279
19460,0,9.6323584,4.9803,4.1908367
19500,0,14.5812098,3,2.4290707
19660,0,6.3910692,8.9164,6.8234171
19740,0,1.5765859,40.9944,30.7140988
19780,0,2.4154194,22.8879,19.700339
19820,0,0.8691888,74.7795,56.5249022
20020,0,8.1140149,4.0814,5.1621775
20220,0,9.9858814,4.9576,4.0070693
20260,0,8.4730548,7,4.9010595
