geo_id,val,se,sample_size,effective_sample_size
10180,0,10,4,4
10420,0,2.741487,16.6114,17.2382771
10500,0,12.5,2.98,3
10580,0,2.3469005,20.0768,20.3046957
10740,0,6.25,7,7
10900,0,2.3501275,19.9317,20.2754412
11100,0,7.167093,5.7934,5.9763292
11180,0,8.7717656,4.3707,4.7001067
11260,0,7.1428571,6,6
11460,0,6.3389506,6.3248,6.887741
11540,0,9.8595643,2.8188,4.071218
11700,0,4.1666667,10.9998,11
12060,0,1.4292593,33.8012,33.9831553
12260,0,7.801422,5.1842,5.409088
12420,0,2.281578,20.5637,20.9146577
12540,0,3.5714383,12.9931,12.9999617
12580,0,2.7777778,17,17
12620,0,7.1485189,5.9069,5.9944559
12700,0,16.6666667,2,2
12940,0,5.2820376,8.1582,8.466044
13140,0,10.0009686,3.9542,3.9995158
13220,0,12.5101971,2.9184,2.9967396
13460,0,12.5,3,3
13740,0,12.5000007,2.9994,2.9999998
13780,0,8.3333333,3.885,5
13820,0,7.148626,5.8939,5.9943511
13900,0,12.5,3,3
14010,0,8.3333333,5,5
14260,0,5.5557255,7.9756,7.9997247
14460,0,1.2165448,40.0074,40.1000077
14500,0,5.5061085,7.0062,8.0808235
14540,0,16.6666667,2.0001,2
14740,0,10,4,4
14860,0,3.2972962,13.0003,14.1639396
15180,0,10,4,4
15380,0,1.6129032,30,30
15540,0,16.6666667,2,2
15940,0,3.627903,12.2371,12.7820665
15980,0,3.2917097,14.0063,14.189675
16220,0,16.6666667,2,2
16300,0,7.1428582,5.9974,5.999999
16540,0,10.0044635,3.9109,3.9977692
16580,0,10,4,4
16620,0,16.6666667,2,2
16700,0,3.3333333,14,14
16740,0,2.8011111,16.3937,16.8500595
16820,0,12.6204751,2.3954,2.961816
16860,0,6.0924732,7.0303,7.2068477
16940,0,16.6666667,2,2
16980,0,0.4653754,106.0312,106.4401523
17140,0,1.7062573,28.0364,28.3039038
17300,0,16.6666667,2,2
17460,0,1.9607515,24.1134,24.5004263
17780,0,16.6666667,2,2
17820,0,3.3333333,14,14
17900,0,3.130761,14.7582,14.9705579
17980,0,8.1352191,5.0381,5.1461159
18140,0,4.5211944,10.0039,10.0590246
18580,0,4.548184,9.8829,9.9933986
18880,0,12.5,3,3
19100,0,1.1555111,42.1039,42.2708945
19140,0,12.5,2.974,3
