geo_id,val,se,sample_size,effective_sample_size
19300,0,16.6666667,2,2
19340,0,5.0058625,8.7013,8.9882888
19430,0,3.7142189,11.9389,12.4617808
19460,0,10.0004732,3.9803,3.9997634
19500,0,16.6666667,2,2
19660,0,6.25,6.9164,7
19740,0,2.1653591,21.997,22.0908578
19780,0,3.5737515,12.6293,12.9909
19820,0,0.8757653,55.7743,56.0929204
20020,0,13.5337001,2.3496,2.6944812
20220,0,10.0004143,3.9788,3.9997928
20260,0,8.3333333,5,5
20500,0,3.541246,12.9302,13.1193239
20700,0,12.2934932,3.008,3.0671922
21140,0,6.8469026,5.2564,6.3025721
21340,0,3.3333333,14,14
21420,0,16.6666667,2,2
21500,0,6.2591535,6.8665,6.9883007
21660,0,8.333558,4.9846,4.9998382
21780,0,5.5035837,7.0058,8.0849895
22020,0,12.5000005,2.9994,2.9999998
22180,0,8.2749096,4.176,5.0423621
22220,0,5,9,9
22420,0,4.4564566,10.0406,10.2196762
22500,0,10.0002006,3.9852,3.9998997
22660,0,7.2167167,5.3883,5.9283584
22900,0,8.2478132,5.0055,5.062213
23060,0,8.3333333,4.9675,5
23420,0,2.9411787,15.9938,15.9999873
23540,0,5.5555556,8,8
24300,0,12.5,3,3
24340,0,2.1153194,21.8238,22.6370919
24420,0,12.5,2.9132,3
24540,0,7.0221767,5.6117,6.1202993
24580,0,16.6666667,2,2
24660,0,3.0498739,14.9572,15.3941204
24860,0,5.5757585,7.7955,7.9673897
25060,0,5.389068,8.1166,8.2780421
25180,0,16.6666667,2,2
25420,0,2.4987962,18.5403,19.0096351
25540,0,3.7972768,12.0326,12.1673308
25620,0,9.8880032,3.9843,4.0566326
25860,0,6.223727,6.6063,7.0337714
25940,0,8.3333333,5,5
26140,0,7.1428571,6,6
26380,0,16.6666667,2,2
26420,0,1.4288376,33.9106,33.9934802
26580,0,5.5047996,7.9463,8.0829828
26620,0,4.5454545,10,10
26820,0,10,3.9636,4
26900,0,2.7777778,17.0001,17
26980,0,10,2.0026,4
27100,0,9.8017761,3.936,4.1011163
27140,0,12.5,3,3
27260,0,2.7777778,17,17
27340,0,7.1430934,5.9776,5.9997684
27500,0,11.3466184,3.1495,3.4065992
27620,0,12.5,2.0016,3
27740,0,10,3.7189,4
27780,0,16.6666667,2,2
27900,0,6.2500083,6.9958,6.9999894
28020,0,5.9640516,7.14,7.3835626
28100,0,9.8195048,4.0012,4.0919065
28140,0,3.1082226,14.8711,15.0863639
28420,0,15.7885483,2.0585,2.1668523
28660,0,8.3333434,4.996,4.9999928
28700,0,9.9183075,3.8355,4.0411827
28940,0,3.9131405,11.2856,11.7774609
29180,0,7.1428571,4.0898,6
29340,0,16.6666667,2,2
29460,0,3.8568559,11.7853,11.9639273
29540,0,4.166842,9.9989,10.9994951
29620,0,3.2792385,13.995,14.2474425
29820,0,2.7777778,17,17
30020,0,16.6666667,2,2
30140,0,8.2442915,3.9644,5.0648026
30340,0,16.6666667,2,2
30460,0,4.9305549,9.01,9.1408464
30700,0,12.5,3,3
30780,0,9.1666647,4.2161,4.4545466
30980,0,16.6666667,2,2
31080,0,0.8703762,56.0963,56.4464234
31140,0,4.9053779,9.0719,9.1928946
31180,0,3.8471908,11.8832,11.9964959
31340,0,6.2246581,5.4219,7.0325697
31420,0,9.0342939,3.1538,4.5344668
31540,0,2.6884916,17.1921,17.5977889
31700,0,7.1428571,6,6
31740,0,8.2604664,4.9455,5.052927
32580,0,4.1666667,11,11
32780,0,7.9686973,5.0868,5.2745513
32820,0,5.5555556,8,8
32900,0,12.2466111,2.9353,3.0827621
33100,0,2.7779162,16.965,16.9991032
33220,0,8.2537824,4.0781,5.0578287
33260,0,7.4403194,5.373,5.7201416
33340,0,5,9,9
33460,0,1.3513517,35.995,35.9999897
33660,0,5,9,9
33700,0,12.5,3,3
33780,0,5.9463145,7.189,7.4085697
33860,0,9.5351378,3.1073,4.2437627
34100,0,10,3.02,4
34740,0,8.3355805,3.8037,4.9983825
34820,0,4.5454545,10,10
34900,0,10,4,4
34940,0,5.5555777,7.9891,7.9999641
34980,0,10,4,4
35100,0,16.2425512,2.0136,2.0783342
35300,0,3.1250006,14.9974,14.9999969
35380,0,3.3073669,14.0315,14.1177661
35620,0,0.3688617,134.2774,134.5521706
35660,0,7.1987012,5.6837,5.9456973
35840,0,2.4904543,19.0009,19.0766581
35980,0,6.2500393,6.9895,6.9999497
36100,0,5.6992017,7.3544,7.7731585
36260,0,4.5454545,10,10
36420,0,7.1428571,6,6
36500,0,8.3339587,4.9689,4.9995498
36540,0,2.3811388,19.9542,19.9983563
36740,0,2.999814,15.2983,15.6676999
36780,0,11.2157103,3.1812,3.4580324
36980,0,12.5,2.9942,3
37100,0,2.608618,17.9091,18.1672374
37340,0,16.6666667,2,2
37620,0,10,4,4
37860,0,7.1428571,6,6
37900,0,4.9611232,9.0018,9.078363
37980,0,1.0843142,44.3412,45.1120942
38060,0,1.0765588,45.1569,45.4442832
38300,0,1.9100414,25.0039,25.1774433
38340,0,16.6666667,2,2
38860,0,5.4668955,8.002,8.1459587
38900,0,3.3333333,14,14
38940,0,11.9536105,3.0545,3.1828366
39100,0,5.2780964,8.2145,8.4731124
39300,0,2.9411765,16,16
39340,0,8.1461545,5.0437,5.1378654
39380,0,16.6666667,2,2
39460,0,8.3333333,4.0046,5
39580,0,5.2472107,7.9497,8.5288722
39660,0,16.6666667,2,2
39740,0,9.4704692,4.082,4.2795694
39820,0,13.1696999,2.4769,2.7965937
39900,0,4.5454545,10,10
40060,0,2.7348402,16.8277,17.2826041
40140,0,2.3696341,20.0069,20.1003042
40220,0,7.2541705,5.0569,5.8925868
40340,0,6.25,6.9841,7
40380,0,1.4089501,33.8027,34.4874167
40420,0,4.1666668,10.9988,10.9999996
40580,0,12.5,2.0008,3
40900,0,4.5454545,10,10
40980,0,10,3.8806,4
41060,0,16.6666667,2,2
41180,0,2.3810064,19.9757,19.9995238
41420,0,8.3333333,5,5
41500,0,10,4,4
41540,0,4.5454545,10,10
41620,0,3.846585,11.9563,11.998543
41700,0,3.5097795,13.096,13.2459091
41740,0,2.5,19,19
41860,0,1.1283651,43.0073,43.3119001
41940,0,3.3150549,14.0158,14.0827066
42020,0,4.9595226,9.0011,9.0816156
42100,0,12.5,3,3
42140,0,10,4,4
42200,0,6.2500109,6.9935,6.999986
42220,0,4.5455337,9.9796,9.9998083
42340,0,6.25,6.7741,7
42540,0,4.1374546,10.8773,11.0847248
42660,0,1.3888889,35,35
43340,0,12.5,2.9826,3
43420,0,16.6666667,2,2
43580,0,14.4327597,2.1847,2.4643409
43620,0,5.5555556,8,8
43780,0,10,3.2733,4
43900,0,10,4,4
44060,0,8.3333333,5,5
44100,0,16.6666667,2,2
44140,0,2.6315789,18,18
44180,3.7038164,4.6297451,8.9612,8.9997262
44300,0,7.1428571,6,6
44700,0,5.0000013,8.9973,8.9999973
45060,0,3.1624953,14.029,14.8103
45220,0,6.2577411,6.8618,6.9901037
45300,0,1.2195122,40,40
45460,0,7.1428571,6,6
45500,0,16.6666667,2,2
45780,0,3.1250617,14.9535,14.9996839
45820,0,8.0210003,4.0364,5.2336365
45940,0,7.1971196,5.7046,5.9472237
46060,0,2.3832537,19.8431,19.9797223
46140,0,2.1743625,21.8896,21.9952461
46220,0,7.1428571,6,6
46520,0,7.1428571,6,6
46540,0,6.4183083,5.983,6.7902147
46660,0,10.0001186,2.9922,3.9999407
46700,0,12.5,3,3
47260,0,1.9163143,24.9985,25.0917532
47380,0,7.1476864,5.9025,5.9952706
47580,0,8.3442949,4.8758,4.9921181
47900,0,1.2936454,37.1462,37.6504674
47940,0,10.0000009,2.7819,3.9999995
48140,0,9.4107151,4.1355,4.3130925
48260,0,16.2283118,2.0072,2.0810352
48620,0,5.0001478,8.978,8.9997045
48660,0,10,3.0146,4
48700,0,12.3067513,3.0048,3.0628106
48900,0,10,4,4
49180,0,4.1562272,9.5208,11.0301411
49340,0,2.5000445,18.9779,18.9996443
49420,0,7.1454381,5.9415,5.9974716
49620,0,3.8543909,11.3305,11.9722182
49660,0,3.6415185,12.2698,12.7305356
