geo_id,val,se,sample_size,effective_sample_size
01073,0,16.1214429,2.9798,2.1014594
01089,0,5.3126764,9.6918,8.4114522
01097,0,13.1588021,3,2.799738
01125,0,9.4118599,5,4.3124463
02020,0,15.1987585,3,2.2897424
04013,0,3.8436599,17,12.0084349
04019,0,4.7610932,10.6872,9.5017897
04021,0,8.5297843,4.3128,4.8618129
05007,0,10.6020043,5.9676,3.7160894
05033,0,10.5520284,4,3.7384254
06001,0,6.890255,7,6.2566255
06013,0,7.9097093,7,5.3213449
06019,0,9.2352737,5,4.4140247
06023,0,14.7296529,3,2.3945131
06029,0,2.981986,19.9931,15.7673489
06037,0,2.2607315,26.1999,21.1167351
06041,0,15.8606088,2.0204,2.1524641
06047,0,14.0602298,3.0081,2.5561296
06059,0,4.2185697,14.0023,10.8523583
06061,0,11.331027,4,3.4126627
06065,0,7.0807121,8,6.0614366
06067,0,11.8317839,4,3.2259054
06071,0,8.1028592,6.0069,5.1706613
06073,0,3.7669978,15,12.2731694
06075,0,14.4243506,4,2.4663606
06077,0,8.2581677,6,5.0546118
06079,0,7.3797858,6.0011,5.7752644
06081,0,4.5112996,12,10.0832809
06083,0,8.9352746,4.9989,4.5957989
06085,0,3.671301,17,12.6191502
06099,0,12.8847288,3,2.8805629
06111,0,2.9020117,18.7978,16.2294276
08001,0,9.9536154,5.9489,4.0233004
08013,0,14.4140554,4,2.4688364
08031,0,7.3428217,8,5.8093714
08035,0,9.9719828,5.418,4.014048
08051,0,10.6326993,4.9515,3.7024747
08089,0,12.7573348,3,2.9193139
08123,0,15.286297,3.0034,2.2709033
09001,0,4.7886166,11.0004,9.4414289
09003,0,7.0838868,8,6.058272
09005,0,5.4269682,10.9996,8.2132472
09009,0,4.9939423,10,9.0121302
09011,0,12.4979468,4,3.0006571
09015,0,10.6300723,4,3.7036369
10005,0,8.4460612,8,4.9199192
11001,0,13.0693985,3,2.8257308
12011,0,9.3794406,5,4.3308083
12017,0,5.6443345,9,7.8584402
12019,0,10.0311058,5,3.9844953
12021,0,7.0311188,6.9846,6.1112438
12023,0,15.6685219,3,2.1911115
12031,0,5.4113359,10,8.2398626
12035,0,16.243963,2.0736,2.0780666
12057,0,3.206177,18,14.5948971
12065,0,14.2871461,3,2.4996493
12071,0,7.3701751,7.0062,5.7840993
12081,0,11.6227598,5,3.3019043
12083,0,15.9150195,3,2.1416864
12086,0,15.8259347,3,2.1593711
12095,0,6.1513729,8,7.1282668
12099,0,12.4745457,4,3.008162
12101,0,6.7047108,8,6.4574432
12103,0,6.7770624,8,6.3778279
12109,0,13.6641399,3,2.6592131
12113,0,13.1867393,3,2.7916879
12115,0,6.3284216,9,6.9008643
12127,0,15.6254849,2.9264,2.1999007
12133,0,13.4307271,3,2.7228066
13029,0,12.6270787,3,2.9597441
13057,0,16.1600891,2.012,2.0940424
13067,0,12.935832,4,2.8652326
13069,0,12.8237835,3,2.8990053
13077,0,13.8001093,3.9964,2.6231597
13089,0,8.2256664,5.4345,5.0785349
13121,0,9.850923,4.248,4.0756665
13135,0,8.4320959,4.2673,4.9297238
13175,0,13.0327829,4,2.8364792
13217,0,13.0570877,2.9946,2.8293379
13313,0,12.9966532,2.9535,2.8471443
15001,0,14.3776068,3,2.4776302
15003,0,9.1020153,6,4.493289
16001,0,12.0184449,4,3.160272
16019,0,13.1696471,2.9415,2.796609
16027,0,11.2045477,4,3.4624738
16079,0,11.1046765,4,3.5026075
17031,0,1.8116556,32.2046,26.5990649
17043,0,6.6602233,7.243,6.5072558
17089,0,9.2306566,4.6886,4.4167328
17091,0,16.3916476,2.0012,2.050334
17097,0,13.6034295,3.0095,2.6755437
17111,0,11.2695292,3.7155,3.4367426
17113,0,10.2144642,5,3.8950194
17141,0,14.2526072,3.9876,2.5081301
17167,0,10.7532469,4,3.6497584
17179,0,12.7468565,4.0026,2.9225357
17187,0,16.653139,2.9886,2.002437
17201,0,10.6785468,4.0039,3.6822851
18039,0,9.4854466,5.1282,4.2712331
18057,0,10.4361495,4.4022,3.7910391
18089,0,8.2050987,5.2285,5.0937719
18097,0,10.3979796,3.9899,3.8086265
18127,0,6.5124941,7.8319,6.6775502
18141,0,11.9411303,4,3.1872083
18163,0,5.9679839,8,7.3780387
18167,0,6.2590086,8.0321,6.9884856
19113,0,8.395201,6.9987,4.9557836
19153,0,5.2682377,9.7434,8.4908399
19169,0,6.6550228,7.8755,6.5131223
19193,0,12.5698784,3,2.9777632
20057,0,15.2564069,3,2.2773116
20061,0,13.1435836,2.9835,2.8041375
20091,0,11.7435139,5,3.2576694
20173,0,10.1961751,5,3.9037996
20177,0,15.8040504,2.073,2.1637459
20209,0,12.6461315,3,2.9537783
21067,0,11.0313793,5.9361,3.5325248
