geo_id,val,se,sample_size,effective_sample_size
21111,0,5.3494545,8.347,8.3467473
21173,0,15.293616,3.9628,2.269338
21195,0,10.1595268,5,3.9214891
21205,0,15.5451173,2.9796,2.2164441
22033,0,14.3661791,3,2.4803965
22051,0,10.3124319,5,3.8485169
22063,0,13.6241453,3.9128,2.669955
22071,0,13.1031659,3,2.8158717
22095,0,12.5913605,2.9491,2.9709768
22101,0,15.2569647,2.5953,2.2771918
22103,0,12.6727455,2.994,2.945475
22115,0,15.4150872,3.1138,2.2435756
24003,0,14.2001983,3,2.5210776
24009,0,7.7370909,6,5.4623772
24031,0,9.2516841,5.013,4.4044215
24033,0,9.4168133,4.987,4.3096519
24037,0,12.1219129,5,3.1247615
24043,0,13.6004681,3,2.676344
25001,0,13.5142707,3,2.6997927
25005,0,13.7449369,4,2.6377031
25013,0,4.6772837,12,9.6899653
25017,0,9.8301863,6,4.0863736
25021,0,16.4573243,3,2.0381609
25027,0,6.6818725,9,6.4829323
26049,0,8.5849237,6.0454,4.8241636
26061,0,12.9309533,3,2.8666909
26065,0,9.025554,5.984,4.5398262
26067,0,13.3109471,2.9134,2.7563067
26077,0,10.9385345,3.9711,3.5709962
26081,0,6.314141,9.4911,6.9187335
26099,0,13.3327112,3,2.750175
26103,0,13.6903558,3,2.652206
26111,0,13.6394169,3,2.6658459
26115,0,6.5732666,8,6.6065681
26125,0,2.9321702,23,16.0522162
26127,0,13.0600747,3,2.828462
26139,0,8.6105494,4.4627,4.8068304
26155,0,9.583615,5.1726,4.2172379
26163,0,6.6963524,8,6.4667516
27109,0,6.8723078,8,6.2755763
27123,0,11.0514662,6,3.5242865
27145,0,13.1700556,3.7462,2.7964912
27163,0,15.4394089,2.8606,2.2384659
29037,0,13.4522737,3,2.7168438
29077,0,12.5594353,3.0295,2.9810707
29099,0,11.4927314,2.3422,3.3505759
29189,0,5.459232,9.6113,8.1587974
31001,0,11.1230974,3.997,3.4951508
31025,0,13.6775672,3,2.6556209
32003,0,5.1734695,10,8.6646942
32019,0,15.1370425,2.9945,2.3031552
32031,0,8.3391624,6,4.995806
33011,0,9.0349632,5,4.5340568
33015,0,7.5433295,7,5.6283728
33017,0,7.228677,7,5.916895
34003,0,6.8037084,7,6.3489334
34013,0,10.0886344,3.8656,3.9560721
34017,0,10.4657601,4,3.7774838
34023,0,14.1392487,3,2.5362558
34027,0,3.8393695,16,12.0229715
34039,0,10.4270906,4,3.7952014
36001,0,16.4207166,2.0294,2.0449341
36005,0,11.108626,3.751,3.5010067
36007,0,12.9454653,2.5227,2.8623563
36029,0,4.5258586,12,10.0476274
36047,0,6.486553,8,6.7082542
36051,0,12.1209459,4,3.1250906
36055,0,4.8554084,11.9812,9.297795
36059,0,12.0100184,3.9962,3.1631909
36061,0,7.810732,6.249,5.4014487
36065,0,9.7553281,3.9202,4.1254042
36067,0,7.04106,8,6.1012035
36069,0,8.9314678,4.9508,4.598184
36071,0,11.6785931,3.429,3.2813376
36075,0,15.6657453,2.017,2.1916771
36079,0,10.0161117,5.9889,3.9919571
36081,0,10.4214583,6.0038,3.797793
36083,0,9.7639228,4.0368,4.1208926
36087,0,12.8278914,3,2.8977567
36091,0,8.538733,5.9873,4.8556697
36097,0,10.6805446,5,3.6814092
36103,0,6.4606612,10,6.7391459
37021,0,8.6197439,6.9235,4.8006364
37035,0,8.458327,5.46,4.9113344
37049,0,11.8767242,3.7316,3.2099151
37063,0,5.6800329,8.9678,7.8027658
37067,0,6.3583074,7.2698,6.863728
37081,0,7.6232418,6.4698,5.5588894
37105,0,12.9265705,2.9247,2.868002
37129,0,8.9476364,4.7876,4.5880679
37133,0,10.6125558,3.9552,3.7114004
37139,0,13.1733572,2.9973,2.7955397
37151,0,10.7798064,3.4356,3.6383022
37155,0,12.6488128,3.693,2.9529402
37159,0,12.765023,2.4218,2.9169534
37183,0,10.9303374,4.245,3.5744242
39015,0,12.4608214,4,3.0125766
39017,0,11.9926654,4.8568,3.169215
39035,0,9.6613551,5,4.1752575
39041,0,15.4229533,2.9679,2.2419212
39043,0,13.668025,3,2.658173
39049,0,13.4924509,3,2.7057759
39057,0,15.0108239,3.0038,2.3309297
39061,0,10.679678,4,3.6817891
39093,0,9.3783576,6,4.3314239
39095,0,11.6227884,3.4545,3.3018937
39099,0,5.4273024,9.4244,8.21268
39113,0,12.1885145,2.9753,3.1022226
39151,0,8.1495136,5.6622,5.1353355
39153,0,4.2083857,13.2449,10.8810403
39165,0,12.4874337,3.1437,3.0040253
39175,0,12.9220571,2.1234,2.869353
40013,0,13.6852269,3,2.6535748
40079,0,11.5123423,5,3.3431648
40087,0,15.0287789,3.0487,2.3269503
40143,0,5.2932997,8.6145,8.4459039
41003,0,15.39478,2.3431,2.2478541
41029,0,8.5488855,6,4.8487156
41047,0,13.3740468,3,2.7385842
42003,0,3.2542277,17.8814,14.3646287
42017,0,9.5879689,5.9989,4.2148688
42025,0,12.1867309,4,3.102823
42027,0,12.5249915,4,2.9920187
42041,0,11.0078959,3.5331,3.5421941
42043,0,3.6416229,17,12.730142
42045,0,11.9164116,3.9964,3.195894
42049,0,7.8069291,5.733,5.404567
42055,0,11.6814499,3.9482,3.2802906
42069,0,9.0237738,5.6064,4.540919
42071,0,6.7483239,7.9484,6.4092472
42077,0,7.3471472,7.8419,5.8053625
42091,0,14.3683602,3.0036,2.4798682
42095,0,9.5744205,5,4.2222482
42097,0,15.4629685,3,2.2335318
42101,0,14.2210669,3,2.5159106
42125,0,7.0824169,7.009,6.0597369
42133,0,5.0788954,9.4669,8.8446603
44003,0,6.3359052,9,6.8915322
44007,0,13.8844068,3,2.6011621
45017,0,12.4043861,3.8964,3.0308323
45019,0,11.817663,3.5363,3.230955
45031,0,9.34534,5.1588,4.3502601
45035,0,10.6330598,3.7027,3.7023153
45045,0,9.8776894,5.1084,4.0619125
45047,0,9.4809062,4.9755,4.2737575
45051,0,7.7361103,8,5.4631964
45063,0,13.428246,2.8577,2.7234945
45083,0,7.8332997,6,5.3830061
46019,0,16.2037929,2.94,2.0856973
46099,0,12.5713503,3.8555,2.9772975
47065,0,13.1716693,3.861,2.7960261
47089,0,10.2049293,3.7522,3.899593
47093,0,10.4853506,5.1178,3.7685577
47103,0,13.0783146,2.959,2.8231226
47107,0,13.9190418,3.015,2.5922013
47155,0,10.1484892,4.2297,3.9268417
47157,0,10.6354294,4,3.7012676
48029,0,13.6647861,4,2.6590401
48049,0,9.7966349,4.1086,4.1037933
48085,0,8.778343,5.0847,4.6958357
48113,0,6.0322564,9.9415,7.2887723
48121,0,13.1590308,3.9738,2.7996719
48141,0,4.3394082,14,10.5223085
48201,0,2.7818534,19.9409,16.9736284
48209,0,10.5855947,3.0011,3.7234002
48251,0,10.9850699,3.239,3.5516324
48303,0,4.7158493,11.8712,9.6025442
48309,0,16.3003503,2.805,2.0674187
48355,0,11.1589942,5,3.4806905
48439,0,8.0589433,5.761,5.2042874
48453,0,4.2550243,11.8628,10.7508143
49011,0,7.4440172,6,5.7168034
49035,0,7.1014281,8.9563,6.0408373
50027,0,14.2958564,2.993,2.4975169
51019,0,10.3873914,2.8701,3.8135281
51045,0,13.4547885,3,2.7161491
51059,0,4.2783222,11.9992,10.6868242
51085,0,15.4633431,2.1504,2.2334534
51089,0,13.7438429,2.7474,2.6379927
51143,0,13.2039577,2.9954,2.7867434
51153,0,8.5053092,6,4.878681
51510,0,14.5730977,3,2.4309795
51550,0,13.0408201,3,2.8341147
51650,0,14.9158223,3,2.3521451
51710,0,9.1095996,6,4.4887154
51740,0,9.0229772,5,4.5414082
51810,0,13.9317176,3,2.5889329
53033,0,4.0244963,14.983,11.423915
53035,0,12.8476337,4,2.8917672
53053,0,15.0187075,3.017,2.3291813
53061,0,4.5389768,13,10.0156986
53063,0,14.111841,3,2.5431238
53067,0,8.0813777,6,5.1870638
53077,0,6.4195308,7.883,6.7887313
54025,0,10.7396001,3.9862,3.6556668
54081,0,13.0154171,2.7552,2.841598
55025,0,7.4803918,7.9952,5.6841419
55039,0,12.9548066,3,2.8595713
55079,0,10.0559546,4,3.9721784
55139,0,12.270318,2.3662,3.074874
56021,0,13.9195676,3,2.5920656
01000,0,4.6080896,7.3284,9.8504834
02000,0,15.4441812,3,2.2374652
05000,0,2.379869,13.0324,20.0095594
06000,0,3.4072245,11.9715,13.6747006
08000,0,2.282108,15.6442,20.9095683
12000,0,2.1180368,22.0092,22.6067664
13000,0,0.9654434,28.094,50.7896727
16000,0,4.7398036,3.0585,9.5489603
17000,0,1.6609411,23.1547,29.1034151
18000,0,2.1067128,19.3873,22.7336579
19000,0,2.7586009,12.3824,17.1251301
20000,0,2.8813157,3.9435,16.3531835
21000,0,1.5815681,11.7753,30.614193
22000,0,2.8918515,5.435,16.2899609
23000,0,6.0735569,8,7.2324082
24000,0,5.1211985,11,8.7633395
25000,0,5.7163959,8,7.7467699
26000,0,1.7831554,19.9598,27.0401805
27000,0,1.8445055,20.3932,26.107536
28000,0,4.5562051,5,9.974045
29000,0,2.0043919,17.017,23.945221
30000,0,2.4441099,10,19.4573452
31000,0,5.5594091,4.003,7.9937616
33000,0,10.3453841,4,3.8330733
34000,0,2.5711207,13.1343,18.4467727
35000,0,10.9328246,4,3.5733835
36000,0,2.1796934,18.1368,21.9390058
37000,0,0.7093568,28.7177,69.4863945
38000,0,5.3739033,2.2562,8.304224
39000,0,1.3434263,18.1431,36.2182686
40000,0,1.8414968,13.3365,26.1518251
41000,0,3.9559504,10.6569,11.6391879
42000,0,1.3699491,22.033,35.4977055
45000,0,2.1807133,15.7642,21.9282774
46000,0,4.7072794,2.9538,9.6218466
47000,0,1.6725632,17.065,28.8942364
48000,0,0.7727834,45.4105,63.70118
49000,0,8.1970884,4.0776,5.0997269
51000,0,0.9206913,31.2372,53.3070178
53000,0,4.7525417,8.117,9.5206862
54000,0,2.767427,13.2586,17.067324
55000,0,1.6132742,20.6386,29.9928719
56000,0,9.8925963,2.9945,4.0542849
